program_id,program_rule_code,program_title_cn,source_insight_id,source_paper_id,source_year,source_title,source_doi,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,source_lever_codes,source_levers_cn,source_claim,source_intervention_evidence,source_mechanism_evidence,source_outcome_evidence,target_paper_id,target_title,target_material,target_mechanism,edge_type,mapping_basis,rule_match_locations,match_location,rule_match_support_class,scope_caveat,direction_conflict,manual_review_reason,manual_review_recommended,evidence_edge_status,claim_direct_rule_match,rule_match_verified
PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_D3547F60D9,P0360,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,fixed_charge_selectivity; oriented_or_confined_channels; osmotic_or_concentration_gradient,固定电荷/离子选择性; 取向/限域离子通道; 渗透/浓度梯度,ion-selective nanopore transport under a temperature gradient converts heat to osmotic power,We present an ionic thermoelectric osmotic energy conversion device for harvesting low-grade waste heat from an electronic heat sink.,"When the heat flux of electronic heat sink is increased from 1000 W/m2 to 3000 W/m2, the ionic thermoelectric osmotic power density after 90 min' operation is consolidated from 11.69 mW/m2 to 77.01 mW/m2 owing to the increased temperature difference from 18.24 degrees C to 43.60 degrees C between aqueous solutions across the ion exchange membrane.","When the heat flux of electronic heat sink is increased from 1000 W/m2 to 3000 W/m2, the ionic thermoelectric osmotic power density after 90 min' operation is consolidated from 11.69 mW/m2 to 77.01 mW/m2 owing to the increased temperature difference from 18.24 degrees C to 43.60 degrees C between aqueous solutions across the ion exchange membrane.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_29AE6FC5D0,P0693,2024,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,10.1002/eem2.12562,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,fixed_charge_selectivity,固定电荷/离子选择性,multiple noncovalent IL-gelatin interactions enhance ion-selective diffusion and thermal stability,"Here, we develop a novel i-TE gel with supramolecular structures through multiple noncovalent interactions between ionic liquids (ILs) and gelatin molecular chains.","Here, we develop a novel i-TE gel with supramolecular structures through multiple noncovalent interactions between ionic liquids (ILs) and gelatin molecular chains.",The quasi-solid-state gelatin-[EMIM]DCA i-TE cells achieve ultrahigh 2 h output energy density (E-2h = 9.9 mJ m(-2)) under an optimal temperature range.,P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_217CBC1BC3,P0694,2023,"Self-powered, durable and high fire-safety ionogel towards Internet of Things",10.1016/j.nanoen.2023.108785,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,fixed_charge_selectivity,固定电荷/离子选择性,"PIL-based ionogel combines ionic conductivity, thermoelectric fire sensing, flame retardancy, and thermoelectric-capacitor/galvanic output","In this work, phosphorous-containing ionic liquid (PIL)-based ionogels (PILGs) were fabricated with acrylamide, low melting point polyanionic polystyrene sulfonate sodium and polycationic polydiallyl dimethyl ammonium chloride via ultraviolet initiated polymerization.","In this work, phosphorous-containing ionic liquid (PIL)-based ionogels (PILGs) were fabricated with acrylamide, low melting point polyanionic polystyrene sulfonate sodium and polycationic polydiallyl dimethyl ammonium chloride via ultraviolet initiated polymerization.","PILGs showed good ionic conductivity (1.33 S.m(-1)) and high ionic thermoelectric effect (1.31 mV.K-1), which endowed flammable materials with accurate temperaturesensing, sensitive fire-warning performance and outstanding flame retardancy.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,intervention; mechanism,intervention; mechanism,role_sentence_support,,False,,False,accepted_role_sentence_support,False,True
PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_2FB3E32CAA,P0342,2025,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,10.1002/aenm.202500584,P_coupled_precedent,E1_partial_exact_evidence,B_coupled_benchmark,coupled_TG_benchmark,fixed_charge_selectivity; host_guest_complexation; coordination_or_ion_pairing; ion_electron_coupling; electrode_interface,固定电荷/离子选择性; 主–客体络合; 配位/离子对; 离子–电子耦合; 电极界面,crown ether complexation enhances thermal diffusion,The integration of optimized thermal diffusion within polycationic electrolytes with electrode interface-enhanced ion/electron transport mechanisms significantly improves the sustained output performance and thermoelectric conversion efficiency of the i-TE cell.,The integration of optimized thermal diffusion within polycationic electrolytes with electrode interface-enhanced ion/electron transport mechanisms significantly improves the sustained output performance and thermoelectric conversion efficiency of the i-TE cell.,"Notably, the thermopower (Seebeck coefficient) of this n-type i-TE cell achieves a value of -26.04 mV K-1, and its 2 h output energy density reached 1301.61 J m(-2) under a temperature difference (Delta T) of 15 K.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,intervention; mechanism,intervention; mechanism,role_sentence_support,,False,,False,accepted_role_sentence_support,False,True
PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_7A64A7F71E,P0530,2025,Effects of thermoosmosis and thermophoresis of finite-sized ions along with a pressure-driven flow on the thermoelectric field in a conical hydrophobic nanopore,10.1016/j.ijheatmasstransfer.2025.126758,B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,fixed_charge_selectivity; thermoosmotic_slip; thermodiffusion_or_soret,固定电荷/离子选择性; 热渗透与滑移增强; 热扩散/Soret,"thermophoresis, thermoosmosis, electrophoresis, pressure-driven flow, and geometric asymmetry jointly determine thermoelectric field and ion concentration polarization","Based on the modified model we have analyzed the impact of surface charge density and slip length of the membrane on the thermoelectric field by considering the temperature dependent viscosity, dielectric permittivity and ionic diffusivity fora wide range of the bulk ionic concentration.","The thermoelectric field arises due to the interplay between the thermophoresis created by the Soret effect, thermoosmosis of ions and the induced electric field governed electrophoretic transport of ions along with the EOF.",,P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,intervention,intervention,role_sentence_support,,False,,False,accepted_role_sentence_support,False,True
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,INSIGHT_0FE8C218B8,P1053,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,10.1016/j.ijheatmasstransfer.2023.124454,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,thermoosmotic_slip; oriented_or_confined_channels; thermodiffusion_or_soret,热渗透与滑移增强; 取向/限域离子通道; 热扩散/Soret,"temperature-dependent mobility, Soret thermodiffusion, and slip-amplified thermoosmosis control ionic thermoelectric response",The results showed that TDIEM and thermoosmosis primarily dominate the thermoelectric response of elec-trolyte confined in slip nanochannels in the presence of the overlapping electrical double layer.,"However, slip-amplified thermoosmosis greatly enhances the thermoelectric current at short-circuit condition, in the absence of the access resistance effect, leading to a significant improvement in the performance of ionic thermoelectricity in nanochannels with hydrody-namic slippage.","At a moderate slip length ranging from 10 to 50 nm, it was found that the normalized maximum power density in a 2 nm nanochannel exceeded 10 mW K -2 m -2, even under a small temper-ature difference of 10 K, which is one order of magnitude higher than the typical thermionic capacitors and thermocells.",P0018,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator,"ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",iTE_lever_complements_TG_system,curated_rule:thermoosmotic_slip_ferricyanide; no semantic-similarity inference,claim; intervention; mechanism,claim; intervention; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,INSIGHT_7A64A7F71E,P0530,2025,Effects of thermoosmosis and thermophoresis of finite-sized ions along with a pressure-driven flow on the thermoelectric field in a conical hydrophobic nanopore,10.1016/j.ijheatmasstransfer.2025.126758,B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,fixed_charge_selectivity; thermoosmotic_slip; thermodiffusion_or_soret,固定电荷/离子选择性; 热渗透与滑移增强; 热扩散/Soret,"thermophoresis, thermoosmosis, electrophoresis, pressure-driven flow, and geometric asymmetry jointly determine thermoelectric field and ion concentration polarization","Based on the modified model we have analyzed the impact of surface charge density and slip length of the membrane on the thermoelectric field by considering the temperature dependent viscosity, dielectric permittivity and ionic diffusivity fora wide range of the bulk ionic concentration.","The thermoelectric field arises due to the interplay between the thermophoresis created by the Soret effect, thermoosmosis of ions and the induced electric field governed electrophoretic transport of ions along with the EOF.",,P0018,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator,"ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",iTE_lever_complements_TG_system,curated_rule:thermoosmotic_slip_ferricyanide; no semantic-similarity inference,claim; mechanism,claim; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,INSIGHT_5C318CE179,P0547,2024,Nanofluidic Thermoelectric Transducer with Ultrahigh and Tunable Sensitivity,10.1021/acs.jpclett.4c02370,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,thermoosmotic_slip,热渗透与滑移增强,"charged graphene surfaces create slippage-enhanced electrokinetic ion transport, boosting tunable nanofluidic thermoelectric sensitivity","The improvement is attributed to substantial slippage on the highly charged graphene surface, leading to enhanced electrokinetic ion transport inside the graphene channel, which is confirmed by a scaling theory for thermoelectric coupling as well as molecular dynamic simulations.","The improvement is attributed to substantial slippage on the highly charged graphene surface, leading to enhanced electrokinetic ion transport inside the graphene channel, which is confirmed by a scaling theory for thermoelectric coupling as well as molecular dynamic simulations.","However, there still exist challenges for artificial nanofluidic architectures to achieve comparable thermoelectric performance.",P0018,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator,"ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",iTE_lever_complements_TG_system,curated_rule:thermoosmotic_slip_ferricyanide; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_3680dde71847,zwitterion_ph_switch_qhq,用 pH 响应两性离子凝胶放大并可逆切换 Q/HQ TG 极性,INSIGHT_D2263D3F3C,P0677,2024,A pH-Sensitive Stretchable Zwitterionic Hydrogel with Bipolar Thermoelectricity,10.1002/smll.202311811,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,ph_or_protonation_switch; polarity_switching,pH/质子化开关; 热电极性切换,"pH modulates zwitterionic state and ionic Seebeck coefficient from n-type to p-type, enabling bipolar thermoelectricity","Herein, a pH-sensitive zwitterionic hydrogel achieves bipolar thermoelectric performance, with a Seebeck coefficient of -32.6 to 31.7 mV K-1 at pH 1 and 14.","Research into controlled pH values opens avenues for advancing the bipolar Seebeck coefficient in ionic thermoelectric supercapacitors, highlighting promising possibilities in the field. image","Herein, a pH-sensitive zwitterionic hydrogel achieves bipolar thermoelectric performance, with a Seebeck coefficient of -32.6 to 31.7 mV K-1 at pH 1 and 14.",P0034,Realizing a high-performance n-type thermogalvanic cell by tailoring the thermodynamic equilibrium,anionic polymer/hydroquinone-benzoquinone n-type thermogalvanic cell,"anionic polymer self-regulates pH and selectively transports HQ, shifting HQ/BQ equilibrium and creating high n-type thermopower",iTE_lever_complements_TG_system,curated_rule:zwitterion_ph_switch_qhq; no semantic-similarity inference,claim; intervention; outcome,claim; intervention; outcome,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,INSIGHT_128DD8F6E5,P0392,2021,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,water_assisted_proton_transport; thermodiffusion_or_soret,水辅助质子输运; 热扩散/Soret,water thermodiffusion boosts proton transport,"When graphene oxide (GO) embedded in PSS-H is aligned along the transport direction of protons and water, their diffusion along the in-plane direction of GO is promoted, enlarging both ionic thermopower and ionic electrical conductivity.","It is found that the thermo-diffusion of water boosts proton transport, playing a key role in obtaining large ionic thermopower by promoting unidirectional migration of protons from a hotter to colder side.",PSS-H containing 3 wt% GO possesses extremely large ionic power factors up to 1.8 mW m(-1) K-2 and ionic figure-of-merits up to 0.85 at 23 degrees C.,P0034,Realizing a high-performance n-type thermogalvanic cell by tailoring the thermodynamic equilibrium,anionic polymer/hydroquinone-benzoquinone n-type thermogalvanic cell,"anionic polymer self-regulates pH and selectively transports HQ, shifting HQ/BQ equilibrium and creating high n-type thermopower",iTE_lever_complements_TG_system,curated_rule:water_proton_gradient_qhq; no semantic-similarity inference,claim; mechanism,claim; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,INSIGHT_6B1DD390DB,P0557,2023,Proton-Coupled Electron Transfer Aided Thermoelectric Energy Conversion and Storage,10.1002/anie.202307947,P_coupled_precedent,E2_mechanism_and_outcome_exact_needs_repair,B_coupled_benchmark,coupled_TG_benchmark,water_assisted_proton_transport; thermodiffusion_or_soret,水辅助质子输运; 热扩散/Soret,"proton thermodiffusion couples with proton-coupled electron transfer, boosting thermopower and enabling energy storage/continuous output",Here we demonstrate that the thermoelectric performances can be boosted by combining the Soret effect of protons and proton-coupled electron transfer (PCET) reaction of benzoquinone and hydroquinone in hydrogels.,"An overall enhancement of thermopower (25.9 mV K-1), power factor (5 mW m(-1) K-2), figure of merit (>2.4) and continuity of power output is achieved.","An overall enhancement of thermopower (25.9 mV K-1), power factor (5 mW m(-1) K-2), figure of merit (>2.4) and continuity of power output is achieved.",P0034,Realizing a high-performance n-type thermogalvanic cell by tailoring the thermodynamic equilibrium,anionic polymer/hydroquinone-benzoquinone n-type thermogalvanic cell,"anionic polymer self-regulates pH and selectively transports HQ, shifting HQ/BQ equilibrium and creating high n-type thermopower",iTE_lever_complements_TG_system,curated_rule:water_proton_gradient_qhq; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,INSIGHT_8A1A679FCA,P0385,2023,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,water_assisted_proton_transport,水辅助质子输运,2D nanofluidic channels enable temperature-gradient-driven proton transport,The TE characteristics of VO-M show nearly 80% improvement (S = 26.3 +/- 0.7 mV K-1) upon functionalizing its percolated network with ionic polymers like poly(4-styrenesulfonic acid) (PSS).,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,The high Seebeck coefficient (S = 14.5 +/- 0.5 mV K-1) of the V2O5 membrane (VO-M) is attributed to temperature gradient-induced unidirectional transport of protons through the percolated network of 2D nanofluidic channels.,P0034,Realizing a high-performance n-type thermogalvanic cell by tailoring the thermodynamic equilibrium,anionic polymer/hydroquinone-benzoquinone n-type thermogalvanic cell,"anionic polymer self-regulates pH and selectively transports HQ, shifting HQ/BQ equilibrium and creating high n-type thermopower",iTE_lever_complements_TG_system,curated_rule:water_proton_gradient_qhq; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,把 EHD 离子均匀化工艺扩展为 TG 凝胶的空间分区打印,INSIGHT_5D9482CAAF,P0344,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,ordered_ion_printing,有序离子打印,EHD printing produces ordered ion distribution,A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors.,"Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods.","Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods.",P0021,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,double-layer gelatin K4[Fe(CN)6]/K3[Fe(CN)6] thermogalvanic cell,spatially separated redox gel layers maintain ion concentration gradients and boost thermogalvanic voltage/efficiency,iTE_lever_complements_TG_system,curated_rule:ordered_ion_printing_ferricyanide; no semantic-similarity inference,claim; mechanism; outcome,claim; mechanism; outcome,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,INSIGHT_7ADD248CA7,P0355,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,coordination_or_ion_pairing; hydration_and_solvation; oriented_or_confined_channels; self_healing_or_tough_gel,配位/离子对; 水合与溶剂化; 取向/限域离子通道; 自修复/强韧凝胶,synergistic coordination and hydration plus subnanometer ion confinement in oriented chains facilitate selective ion migration under a temperature gradient,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,"In addition, the oriented and ordered arrangement of the internal structure endows the hydrogel with excellent mechanical properties, and the tensile strength of the thermoelectric hydrogel reaches up to 2.89 MPa with a toughness of 22.5 MJ/m3.",P0016,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,"dual-network hydrogel with [Fe(CN)6]3-/4-, lithium magnesium silicate, guanidinium, LiBr",porous ion network and redox thermogalvanic response convert material-dependent interfacial heat transfer into self-powered identification signals,iTE_lever_complements_TG_system,curated_rule:oriented_channel_ferricyanide; no semantic-similarity inference,claim; intervention; mechanism,claim; intervention; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,INSIGHT_2E04AF0B9E,P0347,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,fixed_charge_selectivity; oriented_or_confined_channels; moisture_or_evaporation_gradient,固定电荷/离子选择性; 取向/限域离子通道; 湿度/蒸发梯度,reconstructed lignocellulose ion channels enriched with negative charges and fixed anions promote rapid selective cation migration under a temperature gradient,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","As a result, the optimized RW i-TE achieves a high thermopower (Si) of +39.1 mV K- 1 and an ionic figure of merit (zTi) of 1.68 at 50 % relative humidity, delivering an energy density of 68.75 J m- 2 over 2 h of discharging under a 5 K temperature gradient in generator mode.",P0016,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,"dual-network hydrogel with [Fe(CN)6]3-/4-, lithium magnesium silicate, guanidinium, LiBr",porous ion network and redox thermogalvanic response convert material-dependent interfacial heat transfer into self-powered identification signals,iTE_lever_complements_TG_system,curated_rule:oriented_channel_ferricyanide; no semantic-similarity inference,claim; intervention; mechanism,claim; intervention; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,INSIGHT_31705280C8,P0338,2025,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,10.1002/smll.202501960,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,oriented_or_confined_channels,取向/限域离子通道,"oxygen-containing functional groups and oriented ionic transport nanochannels maintain ionic transport, enable electrolyte replenishment after drying, and support long-term thermopower recovery","In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.","Notably, even after being air-dried for 135 days, its thermopower returns to 87% of the original value through replenishing electrolyte solution and its 3D shape fully recovers.","Notably, even after being air-dried for 135 days, its thermopower returns to 87% of the original value through replenishing electrolyte solution and its 3D shape fully recovers.",P0016,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,"dual-network hydrogel with [Fe(CN)6]3-/4-, lithium magnesium silicate, guanidinium, LiBr",porous ion network and redox thermogalvanic response convert material-dependent interfacial heat transfer into self-powered identification signals,iTE_lever_complements_TG_system,curated_rule:oriented_channel_ferricyanide; no semantic-similarity inference,claim; intervention,claim; intervention,claim_direct_support,,False,,False,accepted_claim_direct,True,True
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,INSIGHT_BF5259CD93,P0608,2021,Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,10.1039/d0ee02730h,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,oriented_or_confined_channels; moisture_or_evaporation_gradient,取向/限域离子通道; 湿度/蒸发梯度,charged nanochannels drive ionic thermoelectric and streaming potentials,"The assembled device can produce a sustained voltage output of similar to 1.1 V, with a high power density of up to 15 W m(-2) under one sun illumination.","The thermal gradient and the water evaporation drive selective ion transport through the charged nanochannels, which generates ionic thermoelectric and streaming potentials, respectively.","The assembled device can produce a sustained voltage output of similar to 1.1 V, with a high power density of up to 15 W m(-2) under one sun illumination.",P0016,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,"dual-network hydrogel with [Fe(CN)6]3-/4-, lithium magnesium silicate, guanidinium, LiBr",porous ion network and redox thermogalvanic response convert material-dependent interfacial heat transfer into self-powered identification signals,iTE_lever_complements_TG_system,curated_rule:oriented_channel_ferricyanide; no semantic-similarity inference,claim; mechanism,claim; mechanism,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,False,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,True,accepted_with_scope_caveat,True,True
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,INSIGHT_23F6CF3DAD,P0564,2023,Ion Steric Effect Induces Giant Enhancement of Thermoelectric Conversion in Electrolyte-Filled Nanochannels,10.1021/acs.nanolett.3c02469,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,oriented_or_confined_channels; thermodiffusion_or_soret,取向/限域离子通道; 热扩散/Soret,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,"Here, we reveal a new thermoelectric mechanismarising from the coupling of the ion steric effect due to finite ionsizes and ion thermodiffusion in electric double layers, using boththeoretical and numerical methods.","Ionic thermoelectricity in nanochannelshas received increasingattention because of its advantages, such as high Seebeck coefficientand low cost.","We show that this mechanism cansignificantly enhance the thermoelectric response in nanoconfinedelectrolytes depending on the properties of electrolytes and nanochannels.Compared to the previously known mechanisms, the new mechanism canincrease the Seebeck coefficient by 100% or even 1 order of magnitudeenhancement under optimal conditions.",P0016,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,"dual-network hydrogel with [Fe(CN)6]3-/4-, lithium magnesium silicate, guanidinium, LiBr",porous ion network and redox thermogalvanic response convert material-dependent interfacial heat transfer into self-powered identification signals,iTE_lever_complements_TG_system,curated_rule:oriented_channel_ferricyanide; no semantic-similarity inference,claim; mechanism; outcome,claim; mechanism; outcome,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,False,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,True,accepted_with_scope_caveat,True,True
