hypothesis_variant_id,variant_status,program_id,program_rule_code,program_title_cn,source_insight_id,source_paper_id,source_year,source_title,source_doi,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,source_lever_codes,source_levers_cn,source_claim,source_intervention_evidence,source_mechanism_evidence,source_outcome_evidence,target_paper_id,target_title,target_material,target_mechanism,edge_type,mapping_basis,rule_match_locations,match_location,rule_match_support_class,scope_caveat,direction_conflict,manual_review_reason,manual_review_recommended,evidence_edge_status,claim_direct_rule_match,rule_match_verified,priority_score,candidate_status,candidate_status_cn,positive_control,translation_mode,translation_mode_cn,target_redox_family,target_redox_system_cn,TG_bottleneck_cn,concrete_iTE_plus_TG_design_cn,causal_chain_cn,primary_readouts_cn,critical_controls_cn,failure_modes_cn,direct_TG_prior_art_count,source_coupled_precedent_count,related_TG_prior_art_count
HYP_42847f0cf7aa,mapped_to_curated_complementarity_program,PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_29AE6FC5D0,P0693,2024,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,10.1002/eem2.12562,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,fixed_charge_selectivity,固定电荷/离子选择性,multiple noncovalent IL-gelatin interactions enhance ion-selective diffusion and thermal stability,"Here, we develop a novel i-TE gel with supramolecular structures through multiple noncovalent interactions between ionic liquids (ILs) and gelatin molecular chains.","Here, we develop a novel i-TE gel with supramolecular structures through multiple noncovalent interactions between ionic liquids (ILs) and gelatin molecular chains.",The quasi-solid-state gelatin-[EMIM]DCA i-TE cells achieve ultrahigh 2 h output energy density (E-2h = 9.9 mJ m(-2)) under an optimal temperature range.,P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True,83,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,iodide_triiodide,I−/I3−,I3− 穿梭和冷热端混合会削弱浓度差，但过度固定 I3− 又会降低电极反应。,将 iTE 的固定电荷/纳米通道改为薄的多阳离子选择层，置于 TG 主体电解质内部而非覆盖电极；再加入 α-CD、疏水微区或尺寸限域位点。I− 与 I3− 都是一价阴离子，固定正电荷只能调总体阴离子分配，真正的 I3−/I− 选择性必须来自尺寸、极化率或主–客体识别。,固定正电荷维持阴离子进入通道 + 分子识别区分 I3−/I− → I3− 穿梭减弱且自由活度可调 → 冷热端活度差保持 → 稳态输出改善。,I−/I3− 分配、跨膜通量、UV–vis 浓度剖面、dE/dT、极限电流、EIS、稳态功率与循环稳定性。,固定电荷-only、分子识别-only、二者组合、同厚度中性膜和无膜电池；保持电极距离和总碘量一致。,I3− 在膜内强吸附或诱发凝胶相变，导致滞后、低电流和电极侧贫化。,0,0,2
HYP_c38d01bbc26f,mapped_to_curated_complementarity_program,PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_760ADBBB23,P0696,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,fixed_charge_selectivity; coordination_or_ion_pairing,固定电荷/离子选择性; 配位/离子对,"copper-coordinated chitosan confines cations, polycation electrolyte repels cations, and [CuCl4]2- configuration yields giant negative thermopower","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim; intervention; mechanism; outcome,claim; intervention; mechanism; outcome,claim_direct_support,,False,,False,accepted_claim_direct,True,True,83,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,iodide_triiodide,I−/I3−,I3− 穿梭和冷热端混合会削弱浓度差，但过度固定 I3− 又会降低电极反应。,将 iTE 的固定电荷/纳米通道改为薄的多阳离子选择层，置于 TG 主体电解质内部而非覆盖电极；再加入 α-CD、疏水微区或尺寸限域位点。I− 与 I3− 都是一价阴离子，固定正电荷只能调总体阴离子分配，真正的 I3−/I− 选择性必须来自尺寸、极化率或主–客体识别。,固定正电荷维持阴离子进入通道 + 分子识别区分 I3−/I− → I3− 穿梭减弱且自由活度可调 → 冷热端活度差保持 → 稳态输出改善。,I−/I3− 分配、跨膜通量、UV–vis 浓度剖面、dE/dT、极限电流、EIS、稳态功率与循环稳定性。,固定电荷-only、分子识别-only、二者组合、同厚度中性膜和无膜电池；保持电极距离和总碘量一致。,I3− 在膜内强吸附或诱发凝胶相变，导致滞后、低电流和电极侧贫化。,0,0,2
HYP_834b49635495,mapped_to_curated_complementarity_program,PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_217CBC1BC3,P0694,2023,"Self-powered, durable and high fire-safety ionogel towards Internet of Things",10.1016/j.nanoen.2023.108785,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,fixed_charge_selectivity,固定电荷/离子选择性,"PIL-based ionogel combines ionic conductivity, thermoelectric fire sensing, flame retardancy, and thermoelectric-capacitor/galvanic output","In this work, phosphorous-containing ionic liquid (PIL)-based ionogels (PILGs) were fabricated with acrylamide, low melting point polyanionic polystyrene sulfonate sodium and polycationic polydiallyl dimethyl ammonium chloride via ultraviolet initiated polymerization.","In this work, phosphorous-containing ionic liquid (PIL)-based ionogels (PILGs) were fabricated with acrylamide, low melting point polyanionic polystyrene sulfonate sodium and polycationic polydiallyl dimethyl ammonium chloride via ultraviolet initiated polymerization.","PILGs showed good ionic conductivity (1.33 S.m(-1)) and high ionic thermoelectric effect (1.31 mV.K-1), which endowed flammable materials with accurate temperaturesensing, sensitive fire-warning performance and outstanding flame retardancy.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,intervention; mechanism,intervention; mechanism,role_sentence_support,,False,,False,accepted_role_sentence_support,False,True,83,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,iodide_triiodide,I−/I3−,I3− 穿梭和冷热端混合会削弱浓度差，但过度固定 I3− 又会降低电极反应。,将 iTE 的固定电荷/纳米通道改为薄的多阳离子选择层，置于 TG 主体电解质内部而非覆盖电极；再加入 α-CD、疏水微区或尺寸限域位点。I− 与 I3− 都是一价阴离子，固定正电荷只能调总体阴离子分配，真正的 I3−/I− 选择性必须来自尺寸、极化率或主–客体识别。,固定正电荷维持阴离子进入通道 + 分子识别区分 I3−/I− → I3− 穿梭减弱且自由活度可调 → 冷热端活度差保持 → 稳态输出改善。,I−/I3− 分配、跨膜通量、UV–vis 浓度剖面、dE/dT、极限电流、EIS、稳态功率与循环稳定性。,固定电荷-only、分子识别-only、二者组合、同厚度中性膜和无膜电池；保持电极距离和总碘量一致。,I3− 在膜内强吸附或诱发凝胶相变，导致滞后、低电流和电极侧贫化。,0,0,2
HYP_5d06f711f62a,mapped_to_curated_complementarity_program,PRG_e34db5baa25d,coordination_tuned_copper_tg,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,INSIGHT_760ADBBB23,P0696,2023,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,10.1021/acsami.3c03143,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,fixed_charge_selectivity; coordination_or_ion_pairing,固定电荷/离子选择性; 配位/离子对,"copper-coordinated chitosan confines cations, polycation electrolyte repels cations, and [CuCl4]2- configuration yields giant negative thermopower","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.","The confinement effect of copper-coordinated chitosan on cations, the repulsive property of the polycationic electrolyte on cations, and the unique chemical configuration of a transition metal chloride anion ([CuCl4]2-) are the fundamental guarantees for achieving a thermopower of -28.4 mV center dot K-1.",P0022,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"Cu/Cu(en)2 2+ redox couple with ethylenediamine, Cu electrode, (NH4)2SO4 electrolyte",Cu/en chelation reaction creates large entropy change for high n-type thermogalvanic temperature coefficient,iTE_lever_complements_TG_system,curated_rule:coordination_tuned_copper_tg; no semantic-similarity inference,claim; intervention; mechanism; outcome,claim; intervention; mechanism; outcome,claim_direct_support,,False,,False,accepted_claim_direct,True,True,83,direct_TG_precedent_upgrade_candidate,TG 语料或 iTE/TG 交叉来源已有同类组合：适合做机制升级、复现或换体系，不应声称首次迁移。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,copper,Cu/Cu2+ 或 Cu 配合物,Cu/Cu2+ TG 的温度系数可由配体放大，但强配位同时会降低 Cu2+ 活度、扩散和电极交换。,把 iTE 中纤维素/PVA–Cu2+ 可逆配位与 Cu/en 配位体系组合；先做空间均匀的配体密度系列，通过羧基/羟基/胺位点比例寻找中等结合区。不要先做配体梯度，否则 ΔT=0 时也会产生化学不对称电势。,温度依赖配位 → Cu2+ 溶剂化/配位熵改变 → Cu/Cu2+ dE/dT 的大小或符号可能改变，方向由 dlnK/dT 决定；适度交换速率保留负载电流。,Cu 配位光谱、稳定常数随温度、Cu2+ 扩散、dE/dT、CV、EIS、Cu 沉积/剥离效率与功率。,无配位 PVA、自由 en、相同黏度惰性聚合物、均匀配体密度系列，以及 ΔT=0 的化学不对称检查。,Cu2+ 被网络过度固定、Cu 枝晶/腐蚀或配体改变反应路径；高开路电压伴随低库仑效率。,1,0,1
HYP_5ddd6f8c1a90,mapped_to_curated_complementarity_program,PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_E0C19E1485,P1665,2022,Charge Regulation and pH Effects on Thermo-Osmotic Conversion,10.3390/nano12162774,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,fixed_charge_selectivity; ph_or_protonation_switch; osmotic_or_concentration_gradient,固定电荷/离子选择性; pH/质子化开关; 渗透/浓度梯度,"surface charge regulation, pore structure, and pH alter Nernst-Planck-Poisson ion transport under thermal gradients, tuning thermo-osmotic Seebeck coefficient",,"In this paper, a numerical simulation based on the Nernst-Planck-Poisson equations, Navier-Stokes equations, and heat transfer equations is carried out to consider the effect of surface charge-regulation density and pH of KCl solutions on the Seebeck coefficient.",The results show that the highest ionic Seebeck coefficient of -0.64 mV/K is obtained at 10(-4) M KCl solution and pH 9.,P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim; mechanism,claim; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True,83,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,iodide_triiodide,I−/I3−,I3− 穿梭和冷热端混合会削弱浓度差，但过度固定 I3− 又会降低电极反应。,将 iTE 的固定电荷/纳米通道改为薄的多阳离子选择层，置于 TG 主体电解质内部而非覆盖电极；再加入 α-CD、疏水微区或尺寸限域位点。I− 与 I3− 都是一价阴离子，固定正电荷只能调总体阴离子分配，真正的 I3−/I− 选择性必须来自尺寸、极化率或主–客体识别。,固定正电荷维持阴离子进入通道 + 分子识别区分 I3−/I− → I3− 穿梭减弱且自由活度可调 → 冷热端活度差保持 → 稳态输出改善。,I−/I3− 分配、跨膜通量、UV–vis 浓度剖面、dE/dT、极限电流、EIS、稳态功率与循环稳定性。,固定电荷-only、分子识别-only、二者组合、同厚度中性膜和无膜电池；保持电极距离和总碘量一致。,I3− 在膜内强吸附或诱发凝胶相变，导致滞后、低电流和电极侧贫化。,0,0,2
HYP_25ff15e22904,mapped_to_curated_complementarity_program,PRG_e34db5baa25d,coordination_tuned_copper_tg,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,INSIGHT_0B65A54D49,P0397,2022,Specific behavior of transition metal chloride complexes for achieving giant ionic thermoelectric properties,10.1038/s41528-022-00213-4,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,coordination_or_ion_pairing; hydration_and_solvation,配位/离子对; 水合与溶剂化,"carboxylated cellulose coordinates Cu2+ and converts Cu2+/Cl- motion into higher-heat transport of [CuCl4]2- anions, producing giant n-type thermopower","Here, we demonstrate a hydrated polyvinyl alcohol (PVA)-cellulosic membrane that relies on the thermal gradient diffusion of transition metal and chloride complexe [CuCl4](2-) enhanced by copper-coordinated carboxylated cellulose.","We attribute the enhanced thermally generated voltage to the highly-coordinated configuration of Cu2+ - Cl-, which converts the independent thermal motion of Cu2+ and Cl- to the higher ion transport heat of [CuCl4](2-) anion via carboxylated cellulose, while this phenomenon do not occur in the other transition metal chlorides.","The PVA-cellulosic membrane exhibits a thermopower of -26.25 mV center dot K-1, rendering it among the best n-type ionic thermoelectric materials under the same conditions.",P0022,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,"Cu/Cu(en)2 2+ redox couple with ethylenediamine, Cu electrode, (NH4)2SO4 electrolyte",Cu/en chelation reaction creates large entropy change for high n-type thermogalvanic temperature coefficient,iTE_lever_complements_TG_system,curated_rule:coordination_tuned_copper_tg; no semantic-similarity inference,intervention,intervention,role_sentence_support,,False,,False,accepted_role_sentence_support,False,True,83,direct_TG_precedent_upgrade_candidate,TG 语料或 iTE/TG 交叉来源已有同类组合：适合做机制升级、复现或换体系，不应声称首次迁移。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,copper,Cu/Cu2+ 或 Cu 配合物,Cu/Cu2+ TG 的温度系数可由配体放大，但强配位同时会降低 Cu2+ 活度、扩散和电极交换。,把 iTE 中纤维素/PVA–Cu2+ 可逆配位与 Cu/en 配位体系组合；先做空间均匀的配体密度系列，通过羧基/羟基/胺位点比例寻找中等结合区。不要先做配体梯度，否则 ΔT=0 时也会产生化学不对称电势。,温度依赖配位 → Cu2+ 溶剂化/配位熵改变 → Cu/Cu2+ dE/dT 的大小或符号可能改变，方向由 dlnK/dT 决定；适度交换速率保留负载电流。,Cu 配位光谱、稳定常数随温度、Cu2+ 扩散、dE/dT、CV、EIS、Cu 沉积/剥离效率与功率。,无配位 PVA、自由 en、相同黏度惰性聚合物、均匀配体密度系列，以及 ΔT=0 的化学不对称检查。,Cu2+ 被网络过度固定、Cu 枝晶/腐蚀或配体改变反应路径；高开路电压伴随低库仑效率。,1,0,1
HYP_edd2706648bd,mapped_to_curated_complementarity_program,PRG_e948eab97497,fixed_charge_iodide_separator,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,INSIGHT_5028D04E75,P1096,2020,Photothermoelectric Response of Ti3C2Tx MXene Confined Ion Channels,10.1021/acsnano.0c04099,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,fixed_charge_selectivity; oriented_or_confined_channels; photothermal_or_heat_management; osmotic_or_concentration_gradient,固定电荷/离子选择性; 取向/限域离子通道; 光热/热管理; 渗透/浓度梯度,"photothermal MXene heating drives cation-selective diffusion potentials across subnanometer channels, producing ionic Seebeck response",Here we demonstrate the MXene-based subnanometer ion channels that convert external temperature changes to electric signals via preferential diffusion of cations under a thermal gradient.,Here we demonstrate the MXene-based subnanometer ion channels that convert external temperature changes to electric signals via preferential diffusion of cations under a thermal gradient.,"The photothermoelectric ionic response (evaluated from the ionic Seebeck coefficient) reached up to 1 mV.K-1, which is comparable to biological thermosensory channels, and demonstrated stability and reproducibility in the absence and presence of an ionic concentration gradient.",P0008,Thermogalvanic hydrogel-based e-skin for self-powered on-body dual-modal temperature and strain sensing,PVA hydrogel with I-/I3- redox couple and zwitterions,thermogalvanic redox conversion plus piezoresistive gel response enables self-powered temperature and strain sensing; zwitterions improve dehydration/cold resistance,iTE_lever_complements_TG_system,curated_rule:fixed_charge_iodide_separator; no semantic-similarity inference,claim,claim,claim_direct_support,,False,,False,accepted_claim_direct,True,True,83,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,iodide_triiodide,I−/I3−,I3− 穿梭和冷热端混合会削弱浓度差，但过度固定 I3− 又会降低电极反应。,将 iTE 的固定电荷/纳米通道改为薄的多阳离子选择层，置于 TG 主体电解质内部而非覆盖电极；再加入 α-CD、疏水微区或尺寸限域位点。I− 与 I3− 都是一价阴离子，固定正电荷只能调总体阴离子分配，真正的 I3−/I− 选择性必须来自尺寸、极化率或主–客体识别。,固定正电荷维持阴离子进入通道 + 分子识别区分 I3−/I− → I3− 穿梭减弱且自由活度可调 → 冷热端活度差保持 → 稳态输出改善。,I−/I3− 分配、跨膜通量、UV–vis 浓度剖面、dE/dT、极限电流、EIS、稳态功率与循环稳定性。,固定电荷-only、分子识别-only、二者组合、同厚度中性膜和无膜电池；保持电极距离和总碘量一致。,I3− 在膜内强吸附或诱发凝胶相变，导致滞后、低电流和电极侧贫化。,0,0,2
HYP_d62bceb9f814,mapped_to_curated_complementarity_program,PRG_bee069aa7a26,alpha_cd_triiodide_positive_control,正对照：α-CD/I3− 主–客体作用已能直接进入 I−/I3− TG,INSIGHT_DB296045FD,P0337,2025,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,10.1002/aenm.202405502,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,host_guest_complexation; coordination_or_ion_pairing,主–客体络合; 配位/离子对,host-guest complexation between alpha-CD and I3- confines I3- diffusion inside alpha-CD cavities and increases mobility difference between I3- and sodium ions,"The strong host-guest complexation between alpha-CD and I3- confines the diffusion of I3- within the cylindrical cavities of alpha-CD, as evidenced by UV-vis spectroscopy and 13C-NMR analysis.","The strong host-guest complexation between alpha-CD and I3- confines the diffusion of I3- within the cylindrical cavities of alpha-CD, as evidenced by UV-vis spectroscopy and 13C-NMR analysis.","Accordingly, the optimized sample achieves an impressive positive ionic thermopower of 14.24 mV K-1 and a high ionic power factor of 477.2 mu W K-2 m-1.",P0283,Supramolecular Thermo-Electrochemical Cells: Enhanced Thermoelectric Performance by Host-Guest Complexation and Salt-Induced Crystallization,I-/I3- thermo-electrochemical cell with alpha-cyclodextrin host,temperature-dependent alpha-cyclodextrin-triiodide complexation creates redox-ion concentration gradient and enhanced Seebeck coefficient,iTE_lever_complements_TG_system,curated_rule:alpha_cd_triiodide_positive_control; no semantic-similarity inference,claim; intervention; mechanism,claim; intervention; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True,80,known_TG_precedent_positive_control,已知 TG 先例：用于证明互补规则能找回真实组合，不作为新颖性主张。,True,known_iTE_TG_combination,已知 iTE+TG 组合/迁移正对照,iodide_triiodide,I−/I3−,I3− 扩散/分配与红氧熵差需要同时调节。,在 I−/I3− TG 中加入 α-CD，通过温度依赖主–客体作用调节 I3− 自由浓度与扩散。,α-CD 络合 I3− → 温度依赖自由 I3− 活度与扩散差 → TG 电势/功率改变。,I3− 结合常数、自由浓度、扩散、dE/dT、EIS 和功率。,无 CD、不可络合糖以及不同腔径 CD 对照。,过强络合使 I3− 无法到达电极，电压提高但电流下降。,1,0,2
HYP_628f67b1b858,mapped_to_curated_complementarity_program,PRG_88a7efad7dbd,manning_condensation_ferricyanide,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,INSIGHT_39CF2C90B3,P0344,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,counterion_condensation,Manning 反离子凝聚,"electronegative CMC-Na induces Manning counterion condensation, improving selective ion migration and Seebeck coefficient","I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion.","The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",P0018,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator,"ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",iTE_lever_complements_TG_system,curated_rule:manning_condensation_ferricyanide; no semantic-similarity inference,claim; mechanism; outcome,claim; mechanism; outcome,claim_direct_support,,False,,False,accepted_claim_direct,True,True,79,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,[Fe(CN)6]3−/[Fe(CN)6]4− 的价态只差一个电荷，常规凝胶难同时实现差异活度与快速扩散。,把 iTE 中的负链/阳离子凝聚机制做电荷反转：构建低密度、可调间距的多阳离子链，使 3−/4− 阴离子产生不同凝聚/分配，但保留贯通自由液相。,若 K3(T) 与 K4(T) 不同：价态依赖凝聚 → 3−/4− 分配及其温度导数改变 → 红氧反应熵差可能改变；方向不预设，并需同时保留扩散与电极交换。,K3(T)、K4(T) 及 dlnK/dT、温度依赖 Raman/UV–vis、PFG-NMR/扩散、dE/dT、交换电流、EIS 和功率密度。,固定电荷密度、交联度和含水量分开扫描；加入同组成中性网络以及电荷符号相反网络。,四价态被过度束缚导致电极耗竭、滞后或不可逆沉积；电压增益来自浓差而非可逆红氧熵。,0,0,1
HYP_0b0854f54987,mapped_to_curated_complementarity_program,PRG_88a7efad7dbd,manning_condensation_ferricyanide,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,INSIGHT_0A0CF05C12,P0401,2025,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,10.1021/acsaelm.5c00195,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,counterion_condensation,Manning 反离子凝聚,"PEDOT:PSS acts as n-type dopant and induces counterion condensation, immobilizing cations and increasing ion thermal-migration disparity","In order to enhance the thermopower in this study, we employed PEDOT:PSS as an n-type dopant in PAAm hydrogels to induce counterion condensation.","In order to enhance the thermopower in this study, we employed PEDOT:PSS as an n-type dopant in PAAm hydrogels to induce counterion condensation.",The experimental results showed that the PEDOT:PSS/PAAm-based ionic hydrogel exhibited a high thermopower of -4.45 mV/K when the concentration of APS was 1 wt %.,P0018,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,sodium ferrocyanide/ferricyanide thermogalvanic electrolyte with ethanol solvent regulator,"ethanol modifies concentration gradient and solvation structure, raising temperature coefficient and extending low-temperature operating range",iTE_lever_complements_TG_system,curated_rule:manning_condensation_ferricyanide; no semantic-similarity inference,claim; intervention; mechanism,claim; intervention; mechanism,claim_direct_support,,False,,False,accepted_claim_direct,True,True,79,mechanism_extension_white_space,TG 有相邻策略，但当前语料未见这一具体组合；属于机制扩展候选。,False,iTE_lever_adapted_into_TG,把 iTE 操作旋钮迁移到 TG 组件,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,[Fe(CN)6]3−/[Fe(CN)6]4− 的价态只差一个电荷，常规凝胶难同时实现差异活度与快速扩散。,把 iTE 中的负链/阳离子凝聚机制做电荷反转：构建低密度、可调间距的多阳离子链，使 3−/4− 阴离子产生不同凝聚/分配，但保留贯通自由液相。,若 K3(T) 与 K4(T) 不同：价态依赖凝聚 → 3−/4− 分配及其温度导数改变 → 红氧反应熵差可能改变；方向不预设，并需同时保留扩散与电极交换。,K3(T)、K4(T) 及 dlnK/dT、温度依赖 Raman/UV–vis、PFG-NMR/扩散、dE/dT、交换电流、EIS 和功率密度。,固定电荷密度、交联度和含水量分开扫描；加入同组成中性网络以及电荷符号相反网络。,四价态被过度束缚导致电极耗竭、滞后或不可逆沉积；电压增益来自浓差而非可逆红氧熵。,0,0,1
