pair_id,group_index,left_mention_id,right_mention_id,dsh_relation,dsh_reason,judge_equivalence_decision,judge_reason,secondary_rationale_read,review_basis,formal_relation_applied
pair:106a1c38b284233147bf,23,TG:P0035:n4,TG:P0178:n2,related_to,左侧按产生机制（热电效应）限定电压，右侧按器件角色（输出端电压）限定，限定维度不同，只能算相关。,accept,共同定义：热驱动输出电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:bd2754bb9ad2dcd92804,23,TG:P0035:n4,TG:P0204:n3,narrower_than,右侧是泛指的“voltage”，左侧明确限定为热电转换产生的电压，是电压的具体种类，left IS-A right。,reject,左：热驱动输出电压；右：热充电电池复合电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:4c074b6f018fd47bdc9d,23,TG:P0035:n4,TG:P0210:n3,related_to,左侧为热电电压这一性能量，右侧为器件输出端电压，两文机制不同且限定维度不同，不构成同义。,accept,共同定义：热驱动输出电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:8edf1e262e1cff1a0bdc,23,TG:P0035:n4,TG:P0221:n4,related_to,左侧指由温差/热原电池效应产生的热电电压，右侧指与脉冲电压相区分的直流电压，二者描述角度不同，无证据表明指同一概念。,accept,共同定义：热驱动输出电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:6a04042d151a60ed19a5,9,TG:P0037:n3,TG:P0041:n3,related_to,一侧是发电过程（generation），另一侧是电功率量值，属过程与其性能测量量的关系，非同一概念。,reject,左：发电过程；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:1c6a91f8dea6552dfa9b,16,TG:P0043:n2,TG:P0210:n1,broader_than,左侧为泛称的热扩散过程，右侧限定为“电解质中的热扩散效应”，介质限定构成概念定义，故右侧是左侧的受限子类。,accept,共同定义：电解质离子Soret热扩散。0至11均电解质离子热扩散/Soret效应，2泛称由本组电解质上下文约束；12特指质子热扩散，保留物种限定。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:e00adb181fe3f2b42861,61,TG:P0047:n2,TG:P0203:n2,related_to,两者均涉及将热转为电，但左侧明确限定为heat-to-electricity conversion，右侧原文为low-grade heat的conversion to electricity，语义范围不完全相同；属相关过程。,accept,共同定义：热到电转换。四段均为将热能转换成电能的功能/过程，3完整句明确low-grade heat来源；不同实现方式不构成等同机制。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:db2faa1d892c82e7a068,9,TG:P0050:n2,TG:P0128:n3,related_to,发电过程与其输出功率量值不是同义，属过程—测量量的关联。,reject,左：发电过程；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:5560e8aad58d20dd12ef,9,TG:P0050:n2,TG:P0177:n4,related_to,两者都涉及发电，但左侧特指热电池（cell）的发电，右侧指蒸发/渗透膜体系中的盐水驱动发电，器件与驱动机制不同，非等价。,reject,左：发电过程；右：盐水驱动发电。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:6a96d3192ede7af5c4be,9,TG:P0050:n2,TG:P0208:n2,related_to,两者均涉及热电化学电池的功率表现，但左侧侧重 cell 的发电过程/能力，右侧为输出功率指标，未显式同义。,reject,左：发电过程；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:bb1b3c57f8d0fe8f0704,47,TG:P0051:n3,TG:P0088:n4,broader_than,右侧“temperature difference across the cell”是限定在电池两端的温差，属于左侧泛指的“temperature difference”的一种具体限定形式，故左侧更宽。,uncertain,左：凝胶最大温差；右：电极间温差。1/2均为电池两电极温差；0是凝胶最大温差，3测量温差未给端点，4两流体接触的温差，需核实各测量边界。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:a5be80525cc6c8dff1a0,47,TG:P0051:n3,TG:P0101:n4,broader_than,right 限定为电极之间的温差，是 left 泛指温差的具体化。,uncertain,左：凝胶最大温差；右：电极间温差。1/2均为电池两电极温差；0是凝胶最大温差，3测量温差未给端点，4两流体接触的温差，需核实各测量边界。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:8dda4b9e178862ee4476,9,TG:P0055:n3,TG:P0187:n2,related_to,左侧为功率输出（power output）绝对值，右侧为按面积/体积归一化的功率输出密度（power output density），两者是被测量与归一化量纲的关系，量纲不同，不构成同义。,reject,左：总输出功率；右：密度分母待定。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:e9fa17a721bc6464180f,9,TG:P0055:n3,TG:P0199:n3,related_to,左侧是绝对功率输出量，右侧是按面积归一化的功率密度（mW m-2），二者是同一性能的不同量纲表示，测量量不同，不是同一概念。,reject,左：总输出功率；右：面积输出功率密度。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:0f4cbb907f12067b6f0f,9,TG:P0055:n3,TG:P0209:n2,related_to,左侧为总功率输出（未归一化），右侧单位 W m−2 表示面积归一化功率密度；两者相关但量纲不同，不等价。,reject,左：总输出功率；右：面积输出功率密度。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:b8bcc86ae2aee9831f1b,60,TG:P0063:n3,TG:P0264:n3,related_to,左侧限定为“溶剂化壳尺寸变化带来的熵贡献之差”，右侧是电对整体的溶剂化熵差，二者机制相关但限定条件不同，不等价。,accept,共同定义：红氧离子溶剂化熵差。四段均指溶剂化壳改变贡献的红氧离子熵差，0省略solvation的标签由原文补齐；共同定义支持所有成员关系。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:da3baced90f4ed8e3b13,3,TG:P0063:n4,TG:P0119:n3,related_to,左侧是溶剂 DN 依赖的固有 Seebeck 系数，右侧是被腐蚀与氧化还原耦合放大后的表观（apparent）值，限定词构成概念差异，非同一量。,reject,左：电化学Seebeck系数；右：碘氧化还原与不锈钢腐蚀共同贡献的表观Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:b52fcb98fa937cd5cc28,3,TG:P0063:n4,TG:P0215:n2,broader_than,右侧是加了限定词“initial”（纳米颗粒添加前的初始值）的 Seebeck 系数，属于左侧通用 Seebeck 系数的一个受限子类，故左比右宽泛。,reject,左：电化学Seebeck系数；右：磁性纳米流体初始Seebeck系数（初始的时间定义待核）。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:5c9820286cb0abcf3617,3,TG:P0067:n4,TG:P0080:n3,broader_than,right 为 n 型 Seebeck 系数，是 left 通用 Seebeck 系数的特定类型，故 left 更宽。,reject,左：电化学Seebeck系数；右：热扩散及红氧混合Seebeck系数。普通电化学系数、混合Soret/红氧系数、腐蚀复合响应、有限温差表观响应、初始条件和非对称电极响应分别保留。P0104的化学平衡温差依赖与P0119的腐蚀贡献不同；不能合并两个apparent节点。P0215保留initial限定，但摘要不支持进一步断言瞬态。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:1b00b28fbe2cad052c3b,23,TG:P0069:n4,TG:P0204:n3,related_to,左侧是热电池层受热后输出的温差电压信号，右侧是升温时电池产生的电压，二者为不同器件中的热生电压输出，无语境支持同义。,reject,左：热驱动输出电压；右：热充电电池复合电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:fabb7d343b25fce94640,23,TG:P0073:n3,TG:P0221:n4,related_to,right 的 direct voltage 是与交变脉冲电压相对而言的直流电压类别，由温差（热原电池效应）产生，与 left 的“热电电压输出”机制相关但限定条件不同，非同一概念。,accept,共同定义：热驱动输出电压。0/1/2/3/4/6/8/9均由热刺激产生的热电压，9摘要排除交变压电信号；5的0.71V只有约33%热贡献，不能等同纯热电压；7为热充电赝电容和红氧复合单元输出，独立保留。,True,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:669d7fa424ffc4c5c01f,9,TG:P0077:n2,TG:P0098:n2,related_to,power density 是单位面积功率（功率密度），power 是功率本身；两者物理量不同但有派生联系。,reject,左：面积输出功率密度；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:d829af8399b7e05fb285,9,TG:P0077:n2,TG:P0113:n2,related_to,left 为单位面积功率密度，right 为器件的功率（未按面积归一），是不同测量量，非上下位也非同义。,reject,左：面积输出功率密度；右：总输出功率。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
pair:5793fdd018fbe4ea3094,9,TG:P0077:n2,TG:P0121:n2,related_to,left 是功率密度这一测量量，right 是功率产生这一过程/功能，属过程与测量量的关联，不是同义或 IS-A。,reject,左：面积输出功率密度；右：发电过程。5/11/15/16/18/21单位明确面积功率密度；0/14密度分母尚未给出先单列；2/4/6/7/9/10/12/17/19是输出功率量；1/3/8/20是发电过程；13限定盐水驱动。不能把过程、功率和密度闭包合并。,False,independent member evidence and explicit group definitions; targeted secondary rationale comparison,False
