article_role,assertion,claim_id,claim_scope,conditions,context_quotes,decision_source,doi,domain,evidence_spans,id,joint_factor_local_resolution,joint_factor_raw_values,joint_factors,modality,modality_evidence,modality_spans,note,object,object_id,object_role,paper_id,paper_input_hash,paper_title,predicate,quote,relation_id,review_reason,review_status,scope,source,status,subject,subject_id,subject_role,target,year
research,hypothesis,TG:P0001:complete_v1_cr001,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""add""}",10.1038/s41551-025-01440-6,TG,"[{""start"":1183,""end"":1317}]",cr001,,,[],unspecified,[],[],,Real-time monitoring of common wound models at different wound development stages,P0001:complete_v1_cr001_object,application,P0001,e5908e4e9507a2ff8ea54fd7a1adfe1fc0bf9e82f33eefb9a7cbc3d9fe10c253,A thermogalvanic cell dressing for smart wound monitoring and accelerated healing,may facilitate,Our wireless wound monitoring system may facilitate real-time monitoring of common wound models at different wound development stages.,P0001:complete_v1_cr001,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C990b72ef9e57f4,accepted,Wireless wound monitoring system,P0001:complete_v1_cr001_subject,material_entity,TG:Cae6821bf955a61,2026
research,author_claim,TG:P0002:r001,own_work,Binary solvent and anion engineering act synergistically.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.joule.2025.101822,TG,"[{""start"":411,""end"":663}]",r001,,,[],unspecified,[],[],,Rearrangement of Fe2+/3+ solvation shell,P0002:shell,mechanism_process,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,rearranges,"Here, we report an iron- based electrolyte design strategy by synergistic binary solvent and anion engineering, which rearranges the solvation shell of Fe2+/3+ ions to achieve a high-temperature coefficient of 3.73 mV K-1 with decreased heat capacity. ",P0002:r001,,complete_abstract_revision_v1_not_independent_acceptance,intrinsic_material_mechanism,TG:C58314d9cc2873d,accepted,Synergistic binary solvent and anion engineering of iron-based electrolyte,P0002:design,design_strategy,TG:C552fe96ec081c6,2025
research,author_claim,TG:P0002:r002,own_work,Iron-based electrolyte with synergistic binary solvent and anion engineering.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.joule.2025.101822,TG,"[{""start"":411,""end"":663}]",r002,,,[],unspecified,[],[],,High temperature coefficient of 3.73 mV K-1,P0002:tc,quantity,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,achieves,"Here, we report an iron- based electrolyte design strategy by synergistic binary solvent and anion engineering, which rearranges the solvation shell of Fe2+/3+ ions to achieve a high-temperature coefficient of 3.73 mV K-1 with decreased heat capacity. ",P0002:r002,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C552fe96ec081c6,accepted,Rearrangement of Fe2+/3+ solvation shell,P0002:shell,mechanism_process,TG:Cd3a7fd3fd772c6,2025
research,author_claim,TG:P0002:r003,own_work,Accompanies solvation-shell rearrangement and high temperature coefficient.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.joule.2025.101822,TG,"[{""start"":411,""end"":663}]",r003,,,[],unspecified,[],[],,Decreased heat capacity,P0002:hc,quantity,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,achieves,"Here, we report an iron- based electrolyte design strategy by synergistic binary solvent and anion engineering, which rearranges the solvation shell of Fe2+/3+ ions to achieve a high-temperature coefficient of 3.73 mV K-1 with decreased heat capacity. ",P0002:r003,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C58314d9cc2873d,accepted,Synergistic binary solvent and anion engineering of iron-based electrolyte,P0002:design,design_strategy,TG:C829c5e626f8fc6,2025
research,author_claim,TG:P0002:r004,own_work,Comprehensive analyses; accompanied by selective association between Fe2+ and nitrile solvents.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.joule.2025.101822,TG,"[{""start"":663,""end"":889}]",r004,"[{""raw_id"":""select"",""label"":""Selective association between Fe2+ and nitrile solvents""}]","[""select""]","[""Selective association between Fe2+ and nitrile solvents""]",unspecified,[],[],,Entropy change available for electrochemical refrigeration,P0002:entropy,quantity,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,jointly enlarge,"The comprehensive analyses reveal that the weak Fe2+/3+-ClO4- interactions, accompanied by selective association between Fe2+ and nitrile solvents, fully enlarge the entropy change available for electrochemical refrigeration. ",P0002:r004,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:Cd8d9bd2db39d94,accepted,Weak Fe2+/3+-ClO4- interactions,P0002:weak,interaction,TG:C32081d0d30114f,2025
research,author_claim,TG:P0002:complete_v1_cr001,background,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""add""}",10.1016/j.joule.2025.101822,TG,"[{""start"":260,""end"":411}]",cr001,,,"[""High temperature coefficients"",""Low heat capacity""]",unspecified,[],[],,Efficient electrochemical refrigeration,P0002:complete_v1_cr001_object,performance_function,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,are key to,Developing thermogalvanic electrolytes with high-temperature coefficients and low heat capacity is the key to efficient electrochemical refrigeration. ,P0002:complete_v1_cr001,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C9dcea4a0959586,accepted,High temperature coefficients and low heat capacity in thermogalvanic electrolytes,P0002:complete_v1_cr001_subject,design_strategy,TG:C82b242e19d4963,2025
research,author_claim,TG:P0002:complete_v1_cr002,own_work,Iron-based electrolyte with synergistic binary solvent and anion engineering; comprehensive analyses.,"[""The comprehensive analyses reveal that the weak Fe2+/3+-ClO4- interactions, accompanied by selective association between Fe2+ and nitrile solvents, fully enlarge the entropy change available for electrochemical refrigeration. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""add""}",10.1016/j.joule.2025.101822,TG,"[{""start"":411,""end"":663},{""start"":663,""end"":889}]",cr002,,,[],unspecified,[],[],,Nitrile solvents,P0002:complete_v1_cr002_object,material_entity,P0002,d4337559ac522fc27635720153191454498ec687aa55ddc4e4db29fec61a74e8,Solvation entropy engineering of thermogalvanic electrolytes for efficient electrochemical refrigeration,selectively associate with,"Here, we report an iron- based electrolyte design strategy by synergistic binary solvent and anion engineering, which rearranges the solvation shell of Fe2+/3+ ions to achieve a high-temperature coefficient of 3.73 mV K-1 with decreased heat capacity. ",P0002:complete_v1_cr002,,complete_abstract_revision_v1_not_independent_acceptance,intrinsic_material_mechanism,TG:C4001970a00bffa,accepted,Fe2+ ions,P0002:complete_v1_cr002_subject,material_entity,TG:C271766cb07b8a7,2025
research,author_claim,TG:P0003:r001,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":295,""end"":492}]",r001,,,[],unspecified,[],[],,High n-type i-TEG thermopower,P0003:highs,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,enables,"In this work, a n-type i-TEG with both high thermopower and energy density was achieved by balancing thermodiffusion effect and thermogalvanic effect in the hydrogel with the Fe2+/3+ redox couple. ",P0003:r001,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:Cad29f026e0f419,accepted,Balancing thermodiffusion and thermogalvanic effects in Fe2+/3+ hydrogel,P0003:balance,design_strategy,TG:Cc57e6685fb82f7,2025
research,author_claim,TG:P0003:r002,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":295,""end"":492}]",r002,,,[],unspecified,[],[],,High n-type i-TEG energy density,P0003:highe,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,enables,"In this work, a n-type i-TEG with both high thermopower and energy density was achieved by balancing thermodiffusion effect and thermogalvanic effect in the hydrogel with the Fe2+/3+ redox couple. ",P0003:r002,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Cad29f026e0f419,accepted,Balancing thermodiffusion and thermogalvanic effects in Fe2+/3+ hydrogel,P0003:balance,design_strategy,TG:Ceed0c5724e38ad,2025
research,association,TG:P0003:r003,own_work,Attributed to Fe2+/3+-Cl- complexation; effect direction unspecified.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":492,""end"":674}]",r003,,,[],unspecified,[],[],,Fe2+/3+ concentration in hydrogels,P0003:conc,quantity,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,depends significantly on,It's found that the thermopower generated by the hydrogels show a significant dependence on Fe2+/3+ concentration due to the complexation interaction between Fe2+/3+and Cl- species. ,P0003:r003,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C27e93c84b0236e,accepted,Hydrogel thermopower,P0003:s,quantity,TG:C83cae1ca7d0603,2025
research,author_claim,TG:P0003:r004,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":492,""end"":674}]",r004,,,[],unspecified,[],[],,Hydrogel thermopower dependence on Fe2+/3+ concentration,P0003:depend,descriptor,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,causes,It's found that the thermopower generated by the hydrogels show a significant dependence on Fe2+/3+ concentration due to the complexation interaction between Fe2+/3+and Cl- species. ,P0003:r004,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:Cf0d94780d6d611,accepted,Complexation between Fe2+/3+ and Cl- species,P0003:complex,interaction,TG:Ced624a648eac3c,2025
research,author_claim,TG:P0003:r005,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":674,""end"":847}]",r005,,,[],unspecified,[],[],,Electron transfer resistance,P0003:res,quantity,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,decreases,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device. ",P0003:r005,,complete_abstract_revision_v1_not_independent_acceptance,electrode_interface_kinetics,TG:C41f806c7e1395b,accepted,Increasing Fe2+/3+ concentration,P0003:increase,condition,TG:C1b812422954b3d,2025
research,author_claim,TG:P0003:r006,own_work,Resistance decrease follows increased Fe2+/3+ concentration.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""patch""}",10.1016/j.cej.2025.161288,TG,"[{""start"":674,""end"":847}]",r006,,,[],unspecified,[],[],,Device ISC,P0003:isc,quantity,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,increases,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device. ",P0003:r006,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Cdbc525f1802b4f,accepted,Decreased electron transfer resistance,P0003:complete_v1_r006_subject,quantity,TG:C738102bcfa5376,2025
research,author_claim,TG:P0003:r007,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":847,""end"":1011}]",r007,,,[],unspecified,[],[],,High VOC balanced with ISC,P0003:voc24,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,exhibits,"Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. ",P0003:r007,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Ca492af31b91c90,accepted,Gel-Fe24-based i-TEG,P0003:dev,material_entity,TG:Caba8cad1935744,2025
research,author_claim,TG:P0003:r008,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":847,""end"":1011}]",r008,,,[],unspecified,[],[],,High ISC balanced with VOC,P0003:isc24,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,exhibits,"Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. ",P0003:r008,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Ca492af31b91c90,accepted,Gel-Fe24-based i-TEG,P0003:dev,material_entity,TG:C8fc5f0d84bc82c,2025
research,author_claim,TG:P0003:r009,own_work,Delta T = 10 K.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":847,""end"":1011}]",r009,,,[],unspecified,[],[],,Maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2,P0003:pmax,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,delivers,"Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. ",P0003:r009,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Ca492af31b91c90,accepted,Gel-Fe24-based i-TEG,P0003:dev,material_entity,TG:C66c33fb11c1baa,2025
research,author_claim,TG:P0003:r010,own_work,i-TE generator mode; within 1-hour discharging.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":1011,""end"":1188}]",r010,,,[],unspecified,[],[],,Maximum output energy density of 456 J m-2,P0003:energy,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,outputs,"In i-TE generator mode, the i-TEG with gel Gel-Fe24 can output a maximum energy density of 456J m-2 within the 1-hour discharging, and exhibit relatively good cyclic stability. ",P0003:r010,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Ca492af31b91c90,accepted,Gel-Fe24-based i-TEG,P0003:dev,material_entity,TG:C1f08252386fd9e,2025
research,author_claim,TG:P0003:r011,own_work,i-TE generator mode.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":1011,""end"":1188}]",r011,,,[],unspecified,[],[],,Relatively good cyclic stability,P0003:cycle,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,exhibits,"In i-TE generator mode, the i-TEG with gel Gel-Fe24 can output a maximum energy density of 456J m-2 within the 1-hour discharging, and exhibit relatively good cyclic stability. ",P0003:r011,,complete_abstract_revision_v1_not_independent_acceptance,mechanical_environmental_stability,TG:Ca492af31b91c90,accepted,Gel-Fe24-based i-TEG,P0003:dev,material_entity,TG:Ce759cde2ed69e6,2025
research,author_claim,TG:P0003:r012,own_work,Seven cells in series.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":1188,""end"":1420}]",r012,,,[],unspecified,[],[],,Thermovoltage of -2.75 V,P0003:voltage,quantity,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,outputs,"A thermoelectric module consisting of seven thermoelectric cells in series was demonstrated to output a thermovoltage of -2.75 V and an instantaneous power of 0.278 mW, capable of continuously powering low-power electronic devices. ",P0003:r012,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C57d7e0cd0a6093,accepted,Module of seven thermoelectric cells connected in series,P0003:module,material_entity,TG:C93d1234436be8d,2025
research,author_claim,TG:P0003:r013,own_work,Seven cells in series.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_001"",""action"":""keep""}",10.1016/j.cej.2025.161288,TG,"[{""start"":1188,""end"":1420}]",r013,,,[],unspecified,[],[],,Instantaneous power of 0.278 mW,P0003:power,performance_function,P0003,68c3ab04abb50aa0e22b2f6c473e6740895c3626a742cb197f76600e6a6cf558,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,outputs,"A thermoelectric module consisting of seven thermoelectric cells in series was demonstrated to output a thermovoltage of -2.75 V and an instantaneous power of 0.278 mW, capable of continuously powering low-power electronic devices. ",P0003:r013,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C57d7e0cd0a6093,accepted,Module of seven thermoelectric cells connected in series,P0003:module,material_entity,TG:C739eac0ac935e6,2025
