program_id,program_rule_code,program_title_cn,candidate_status,positive_control,source_paper_id,source_year,source_title,source_doi,source_insight_id,source_claim,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,rule_match_support_class,scope_caveat,evidence_edge_status,rule_match_verified,evidence_path_weight,source_lever_code,source_lever_cn,target_redox_family,target_redox_system_cn,source_paper_node,source_insight_node,source_lever_node,program_node,target_system_node,graph_path,path_semantics
PRG_086c824d735e,moisture_gradient_tg_positive_control,正对照：蒸发冷却与浓缩可同时增强 TG 的 ΔT 和活度差,known_TG_precedent_positive_control,True,P0938,2024,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,10.1007/s42765-023-00353-w,INSIGHT_2E12EE9164,water and thermal gradients drive streaming potential from ionic electrokinetics and ionic thermoelectric potential from Soret effect,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,role_sentence_support,,accepted_role_sentence_support,True,0.65,moisture_or_evaporation_gradient,湿度/蒸发梯度,any_tg,通用 TG 红氧体系,paper:P0938,insight:INSIGHT_2E12EE9164,lever:moisture_or_evaporation_gradient,program:PRG_086c824d735e,tg_system:any_tg,paper:P0938 --reports--> insight:INSIGHT_2E12EE9164 --supports_hypothesis--> program:PRG_086c824d735e --targets--> tg_system:any_tg,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_086c824d735e,moisture_gradient_tg_positive_control,正对照：蒸发冷却与浓缩可同时增强 TG 的 ΔT 和活度差,known_TG_precedent_positive_control,True,P1057,2025,Moisture-gradient-enhanced ionic thermoelectrics,10.1038/s41467-025-66027-w,INSIGHT_9CF975448A,"coupled heat and moisture gradients drive fast selective ion transport, increasing ionic thermopower and output energy",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,moisture_or_evaporation_gradient,湿度/蒸发梯度,any_tg,通用 TG 红氧体系,paper:P1057,insight:INSIGHT_9CF975448A,lever:moisture_or_evaporation_gradient,program:PRG_086c824d735e,tg_system:any_tg,paper:P1057 --reports--> insight:INSIGHT_9CF975448A --supports_hypothesis--> program:PRG_086c824d735e --targets--> tg_system:any_tg,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,direct_TG_precedent_upgrade_candidate,False,P0385,2023,Ionic Thermoelectric Properties of Reconstructed Lamellar Vanadium Pentoxide Membranes,10.1002/adfm.202301178,INSIGHT_8A1A679FCA,2D nanofluidic channels enable temperature-gradient-driven proton transport,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,water_assisted_proton_transport,水辅助质子输运,quinone_hydroquinone,醌/氢醌（Q/HQ）,paper:P0385,insight:INSIGHT_8A1A679FCA,lever:water_assisted_proton_transport,program:PRG_08afbdcdbb17,tg_system:quinone_hydroquinone,paper:P0385 --reports--> insight:INSIGHT_8A1A679FCA --supports_hypothesis--> program:PRG_08afbdcdbb17 --targets--> tg_system:quinone_hydroquinone,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,direct_TG_precedent_upgrade_candidate,False,P0392,2021,Embedding Aligned Graphene Oxides in Polyelectrolytes to Facilitate Thermo-Diffusion of Protons for High Ionic Thermoelectric Figure-of-Merit,10.1002/adfm.202011016,INSIGHT_128DD8F6E5,water thermodiffusion boosts proton transport,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,water_assisted_proton_transport,水辅助质子输运,quinone_hydroquinone,醌/氢醌（Q/HQ）,paper:P0392,insight:INSIGHT_128DD8F6E5,lever:water_assisted_proton_transport,program:PRG_08afbdcdbb17,tg_system:quinone_hydroquinone,paper:P0392 --reports--> insight:INSIGHT_128DD8F6E5 --supports_hypothesis--> program:PRG_08afbdcdbb17 --targets--> tg_system:quinone_hydroquinone,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_08afbdcdbb17,water_proton_gradient_qhq,把水热扩散驱动的质子定向输运叠加到 Q/HQ 热电化学反应,direct_TG_precedent_upgrade_candidate,False,P0557,2023,Proton-Coupled Electron Transfer Aided Thermoelectric Energy Conversion and Storage,10.1002/anie.202307947,INSIGHT_6B1DD390DB,"proton thermodiffusion couples with proton-coupled electron transfer, boosting thermopower and enabling energy storage/continuous output",P_coupled_precedent,E2_mechanism_and_outcome_exact_needs_repair,B_coupled_benchmark,coupled_TG_benchmark,claim_direct_support,,accepted_claim_direct,True,0.45,water_assisted_proton_transport,水辅助质子输运,quinone_hydroquinone,醌/氢醌（Q/HQ）,paper:P0557,insight:INSIGHT_6B1DD390DB,lever:water_assisted_proton_transport,program:PRG_08afbdcdbb17,tg_system:quinone_hydroquinone,paper:P0557 --reports--> insight:INSIGHT_6B1DD390DB --supports_hypothesis--> program:PRG_08afbdcdbb17 --targets--> tg_system:quinone_hydroquinone,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_0d4cbb7dc34c,anion_entanglement_fe_supporting_ion,用阴离子缠结调节 Fe2+/Fe3+ TG 的支持离子热扩散项,mechanism_extension_white_space,False,P1143,2023,Anionic entanglement-induced giant thermopower in ionic thermoelectric material Gelatin-CF3SO3K-CH3SO3K,10.1016/j.esci.2023.100169,INSIGHT_59451FC5E1,"entanglement between CF3SO3- and CH3SO3- slows anion thermodiffusion, suppresses bipolar effects, and boosts p-type thermopower",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,anion_entanglement,阴离子缠结,fe_ii_iii,Fe2+/Fe3+,paper:P1143,insight:INSIGHT_59451FC5E1,lever:anion_entanglement,program:PRG_0d4cbb7dc34c,tg_system:fe_ii_iii,paper:P1143 --reports--> insight:INSIGHT_59451FC5E1 --supports_hypothesis--> program:PRG_0d4cbb7dc34c --targets--> tg_system:fe_ii_iii,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,在 TG 电极前构建 Donnan 界面层，调节 3−/4− 局部活度与动力学,direct_TG_precedent_upgrade_candidate,False,P0400,2022,Interfacial Effect Boosts the Performance of All-Polymer Ionic Thermoelectric Supercapacitors,10.1002/admi.202201058,INSIGHT_B1EA242A2A,PEDOT:PSS polyanions cause Donnan exclusion and negative thermopower,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,fixed_charge_selectivity,固定电荷/离子选择性,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0400,insight:INSIGHT_B1EA242A2A,lever:fixed_charge_selectivity,program:PRG_0f7a0b8392d8,tg_system:ferri_ferrocyanide,paper:P0400 --reports--> insight:INSIGHT_B1EA242A2A --supports_hypothesis--> program:PRG_0f7a0b8392d8 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,在 TG 电极前构建 Donnan 界面层，调节 3−/4− 局部活度与动力学,direct_TG_precedent_upgrade_candidate,False,P0662,2016,Thermal potential of ion-exchange membranes and its application to thermoelectric power generation,10.1016/j.memsci.2015.10.042,INSIGHT_5F26A176C1,"thermal membrane potential arises from ionic heats of transport, nonisothermal Donnan potentials, temperature polarization, and thermally induced concentration polarization",C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,,accepted_claim_direct,True,0.55,fixed_charge_selectivity,固定电荷/离子选择性,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0662,insight:INSIGHT_5F26A176C1,lever:fixed_charge_selectivity,program:PRG_0f7a0b8392d8,tg_system:ferri_ferrocyanide,paper:P0662 --reports--> insight:INSIGHT_5F26A176C1 --supports_hypothesis--> program:PRG_0f7a0b8392d8 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_17b64f2815f3,ion_electron_conveyor_fe,用 iTE 离子–电子耦合启发 Fe2+/Fe3+ TG 的局部混合导体电极,direct_TG_precedent_upgrade_candidate,False,P0353,2024,Conveyor mode enabling continuous ionic thermoelectric conversion,10.1016/j.joule.2024.08.004,INSIGHT_77A053E73B,conveyor mode uses ion-electronic friction to couple thermally diffused ions with electrons; persistent ionic transport through the ionic circuit enables continuous power generation,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,ion_electron_coupling,离子–电子耦合,fe_ii_iii,Fe2+/Fe3+,paper:P0353,insight:INSIGHT_77A053E73B,lever:ion_electron_coupling,program:PRG_17b64f2815f3,tg_system:fe_ii_iii,paper:P0353 --reports--> insight:INSIGHT_77A053E73B --supports_hypothesis--> program:PRG_17b64f2815f3 --targets--> tg_system:fe_ii_iii,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_17b64f2815f3,ion_electron_conveyor_fe,用 iTE 离子–电子耦合启发 Fe2+/Fe3+ TG 的局部混合导体电极,direct_TG_precedent_upgrade_candidate,False,P0380,2023,Ion-Electron Coupling Enables Ionic Thermoelectric Material with New Operation Mode and High Energy Density,10.1007/s40820-023-01077-7,INSIGHT_371420FB03,"ion thermodiffusion generates an electric field that drives electrons/holes, converting ionic current into external electrical current for continuous operation",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,ion_electron_coupling,离子–电子耦合,fe_ii_iii,Fe2+/Fe3+,paper:P0380,insight:INSIGHT_371420FB03,lever:ion_electron_coupling,program:PRG_17b64f2815f3,tg_system:fe_ii_iii,paper:P0380 --reports--> insight:INSIGHT_371420FB03 --supports_hypothesis--> program:PRG_17b64f2815f3 --targets--> tg_system:fe_ii_iii,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_17b64f2815f3,ion_electron_conveyor_fe,用 iTE 离子–电子耦合启发 Fe2+/Fe3+ TG 的局部混合导体电极,direct_TG_precedent_upgrade_candidate,False,P0519,2025,A mixed ion-electron thermoelectric generator with an activated carbon ionogel for heat harvesting from fluctuated and steady temperature gradients,10.1016/j.nanoen.2025.111527,INSIGHT_3F14B20DB9,ionic liquid provides Soret thermopower while activated-carbon network enables hole tunneling/electron transport for steady-gradient power generation,B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,role_sentence_support,,accepted_role_sentence_support,True,0.48750000000000004,ion_electron_coupling,离子–电子耦合,fe_ii_iii,Fe2+/Fe3+,paper:P0519,insight:INSIGHT_3F14B20DB9,lever:ion_electron_coupling,program:PRG_17b64f2815f3,tg_system:fe_ii_iii,paper:P0519 --reports--> insight:INSIGHT_3F14B20DB9 --supports_hypothesis--> program:PRG_17b64f2815f3 --targets--> tg_system:fe_ii_iii,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_3680dde71847,zwitterion_ph_switch_qhq,用 pH 响应两性离子凝胶放大并可逆切换 Q/HQ TG 极性,new_cross_mechanism_hypothesis,False,P0677,2024,A pH-Sensitive Stretchable Zwitterionic Hydrogel with Bipolar Thermoelectricity,10.1002/smll.202311811,INSIGHT_D2263D3F3C,"pH modulates zwitterionic state and ionic Seebeck coefficient from n-type to p-type, enabling bipolar thermoelectricity",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,ph_or_protonation_switch,pH/质子化开关,quinone_hydroquinone,醌/氢醌（Q/HQ）,paper:P0677,insight:INSIGHT_D2263D3F3C,lever:ph_or_protonation_switch,program:PRG_3680dde71847,tg_system:quinone_hydroquinone,paper:P0677 --reports--> insight:INSIGHT_D2263D3F3C --supports_hypothesis--> program:PRG_3680dde71847 --targets--> tg_system:quinone_hydroquinone,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,用可调疏水微区选择性分配 I3−，同时兼顾 TG 凝胶韧性,direct_TG_precedent_upgrade_candidate,False,P0336,2025,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,10.1002/adma.202510199,INSIGHT_DFDFCDB347,"PVA hydroxyl groups coordinate with Cu2+; PVA and PMNT form hydrophobic associations and pi-pi stacking, enhancing thermophoretic difference between chloride anions and cations",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,hydrophobic_partitioning,疏水微区分配,iodide_triiodide,I−/I3−,paper:P0336,insight:INSIGHT_DFDFCDB347,lever:hydrophobic_partitioning,program:PRG_4cca4840d8f1,tg_system:iodide_triiodide,paper:P0336 --reports--> insight:INSIGHT_DFDFCDB347 --supports_hypothesis--> program:PRG_4cca4840d8f1 --targets--> tg_system:iodide_triiodide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,用可调疏水微区选择性分配 I3−，同时兼顾 TG 凝胶韧性,direct_TG_precedent_upgrade_candidate,False,P0466,2022,Anion Size Effect of Ionic Liquids in Tuning the Thermoelectric and Mechanical Properties of PEDOT:PSS Films through a Counterion Exchange Strategy,10.1021/acsami.2c05591,INSIGHT_FA700222B0,"nFSI- counterion exchange tunes PEDOT pi-pi stacking, constructs bipolaron network, and shifts transport from hopping to band-like behavior",C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,ELECTRONIC_PI_STACKING_WITHOUT_ION_PARTITION_EVIDENCE: PEDOT electronic pi-pi stacking is not evidence for ionic I3- partitioning into hydrophobic domains.,accepted_with_scope_caveat,True,0.33,hydrophobic_partitioning,疏水微区分配,iodide_triiodide,I−/I3−,paper:P0466,insight:INSIGHT_FA700222B0,lever:hydrophobic_partitioning,program:PRG_4cca4840d8f1,tg_system:iodide_triiodide,paper:P0466 --reports--> insight:INSIGHT_FA700222B0 --supports_hypothesis--> program:PRG_4cca4840d8f1 --targets--> tg_system:iodide_triiodide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,False,P0530,2025,Effects of thermoosmosis and thermophoresis of finite-sized ions along with a pressure-driven flow on the thermoelectric field in a conical hydrophobic nanopore,10.1016/j.ijheatmasstransfer.2025.126758,INSIGHT_7A64A7F71E,"thermophoresis, thermoosmosis, electrophoresis, pressure-driven flow, and geometric asymmetry jointly determine thermoelectric field and ion concentration polarization",B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,claim_direct_support,,accepted_claim_direct,True,0.75,thermoosmotic_slip,热渗透与滑移增强,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0530,insight:INSIGHT_7A64A7F71E,lever:thermoosmotic_slip,program:PRG_4e691dc1cea3,tg_system:ferri_ferrocyanide,paper:P0530 --reports--> insight:INSIGHT_7A64A7F71E --supports_hypothesis--> program:PRG_4e691dc1cea3 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,False,P0547,2024,Nanofluidic Thermoelectric Transducer with Ultrahigh and Tunable Sensitivity,10.1021/acs.jpclett.4c02370,INSIGHT_5C318CE179,"charged graphene surfaces create slippage-enhanced electrokinetic ion transport, boosting tunable nanofluidic thermoelectric sensitivity",C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,,accepted_claim_direct,True,0.55,thermoosmotic_slip,热渗透与滑移增强,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0547,insight:INSIGHT_5C318CE179,lever:thermoosmotic_slip,program:PRG_4e691dc1cea3,tg_system:ferri_ferrocyanide,paper:P0547 --reports--> insight:INSIGHT_5C318CE179 --supports_hypothesis--> program:PRG_4e691dc1cea3 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,mechanism_extension_white_space,False,P1053,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,10.1016/j.ijheatmasstransfer.2023.124454,INSIGHT_0FE8C218B8,"temperature-dependent mobility, Soret thermodiffusion, and slip-amplified thermoosmosis control ionic thermoelectric response",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,thermoosmotic_slip,热渗透与滑移增强,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1053,insight:INSIGHT_0FE8C218B8,lever:thermoosmotic_slip,program:PRG_4e691dc1cea3,tg_system:ferri_ferrocyanide,paper:P1053 --reports--> insight:INSIGHT_0FE8C218B8 --supports_hypothesis--> program:PRG_4e691dc1cea3 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
