edge_id,prior_art_relation,edge_type,TG_paper_id,TG_year,TG_title,TG_doi,program_id,program_title_cn,target_redox_family,relation_interpretation
PA_189290023ca7,related,related_TG_precedent_for,P0260,2025,In Situ Hofmeister Effect in Polymer Solution by Hydrophobic I3 - for Multifunctional Hydrogel,10.1021/acs.nanolett.5c04372,PRG_4cca4840d8f1,用可调疏水微区选择性分配 I3−，同时兼顾 TG 凝胶韧性,iodide_triiodide,corpus prior-art relation; not a success label
PA_780e660d8ac8,related,related_TG_precedent_for,P0133,1991,EXPERIMENTAL AND THEORETICAL-ANALYSIS OF A THERMOGALVANIC UNDIVIDED FLOW CELL WITH 2 AQUEOUS-ELECTROLYTES AT DIFFERENT TEMPERATURES,10.1007/bf01041456,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_f0b6efc23635,related,related_TG_precedent_for,P0128,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_c784c7248b9b,related,related_TG_precedent_for,P0127,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_5e7d71f96efc,related,related_TG_precedent_for,P0303,2014,Design and optimization of thermo-electrochemical cells,10.1007/s10800-013-0638-y,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_33f0c78a860c,related,related_TG_precedent_for,P0314,2016,The study of electrical conductivity and diffusion behavior of water-based and ferro/ferricyanide-electrolyte-based alumina nanofluids,10.1016/j.jcis.2016.02.001,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_dd8e23419933,related,related_TG_precedent_for,P0205,2021,Thermally regenerative electrochemically cycled flow batteries with pH neutral electrolytes for harvesting low-grade heat,10.1039/d1cp01988k,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_e8bf853c73c9,related,related_TG_precedent_for,P0278,2023,Aqueous biphase-boosted liquid-state thermocell for continuous low-grade heat harvesting,10.1016/j.cej.2023.142018,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_739de298a1aa,related,related_TG_precedent_for,P0270,2024,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,10.1016/j.cej.2024.152806,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_53776338153e,related,related_TG_precedent_for,P0275,2024,Significantly enhanced properties of micro-ionic thermocells through the microstructure interfacial effect,10.1039/d4ta03996c,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_5a537d603a00,related,related_TG_precedent_for,P0252,2025,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",10.1021/acsaem.5c00167,PRG_4e691dc1cea3,在薄层 TG 中加入取向滑移纳米通道，提高短路电流而非只追求电压,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_f2ad0082f38a,direct,direct_TG_precedent_for,P0021,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,PRG_55d2dd45b552,把 EHD 离子均匀化工艺扩展为 TG 凝胶的空间分区打印,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_14fb1b257f72,direct,direct_TG_precedent_for,P0145,2020,Giant thermopower of ionic gelatin near room temperature,10.1126/science.aaz5045,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_fc6cef11dd91,direct,direct_TG_precedent_for,P0180,2023,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,10.1016/j.mtsust.2022.100293,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_5395a15172f3,direct,direct_TG_precedent_for,P0270,2024,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,10.1016/j.cej.2024.152806,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_df5aa3d3274e,direct,direct_TG_precedent_for,P0018,2025,Solvent-assisted thermogalvanic cell for enhanced low-grade heat harvesting over an extended temperature range,10.1016/j.nanoen.2024.110515,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_ed01acb44258,direct,direct_TG_precedent_for,P0021,2025,Bioinspired double-layer thermogalvanic cells with engineered ionic gradients for high-efficiency waste heat recovery,10.1016/j.nanoen.2025.111189,PRG_791da0044d52,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_18ab13e22c73,related,related_TG_precedent_for,P0041,2024,Self-assembled monolayers for electrostatic electrocatalysis and enhanced electrode stability in thermogalvanic cells,10.1039/d3sc06766a,PRG_88a7efad7dbd,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_652a2505e93a,direct,direct_TG_precedent_for,P0102,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,PRG_99097fe0f5e3,正对照：热释电负责瞬态、TG 负责稳态的双时间尺度收能,unspecified_tg,corpus prior-art relation; not a success label
PA_a280bc9c4b0c,related,related_TG_precedent_for,P0106,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,PRG_99097fe0f5e3,正对照：热释电负责瞬态、TG 负责稳态的双时间尺度收能,unspecified_tg,corpus prior-art relation; not a success label
PA_6bd5cd49e738,related,related_TG_precedent_for,P0193,2023,Aqueous eutectic hydrogel electrolytes enable flexible thermocells with a wide operating temperature range,10.1039/d2ta09385e,PRG_99097fe0f5e3,正对照：热释电负责瞬态、TG 负责稳态的双时间尺度收能,unspecified_tg,corpus prior-art relation; not a success label
PA_eff5a73b42fc,related,related_TG_precedent_for,P0050,2024,A novel solar-driven thermogalvanic cell with integrated heat storage capabilities,10.1016/j.solener.2024.112939,PRG_99097fe0f5e3,正对照：热释电负责瞬态、TG 负责稳态的双时间尺度收能,unspecified_tg,corpus prior-art relation; not a success label
PA_bf3bbd8242af,direct,direct_TG_precedent_for,P0027,2024,Extremely large Seebeck coef fi cient of gelatin methacryloyl (GelMA) based thermogalvanic cells by the dual effect of ioninduced crystallization and nanochannel control-,10.1016/j.mtener.2024.101546,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_70e48bea03e0,related,related_TG_precedent_for,P0048,2023,Robust and flexible bacterial cellulose-based thermogalvanic cells for low-grade heat harvesting in extreme environments,10.1016/j.cej.2023.141274,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_54f877b6369a,related,related_TG_precedent_for,P0167,2024,Wearable Device with High Thermoelectric Performance and Long-Lasting Usability Based on Gel-Thermocells for Body Heat Harvesting,10.1002/smll.202401427,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_1d9d17648883,related,related_TG_precedent_for,P0016,2025,Self-Powered Machine-Learning-Assisted Material Identification Enabled by a Thermogalvanic Dual-Network Hydrogel with a High Thermopower,10.1002/smll.202405911,PRG_9e58569c757c,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_fa8c1358286d,direct,direct_TG_precedent_for,P0093,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,PRG_a4dbfa46d1fd,正对照：把 iTE 的阴离子胶束固定迁移为 TG 中 I3− 的温敏捕获/释放,iodide_triiodide,corpus prior-art relation; not a success label
PA_21bac528af27,direct,direct_TG_precedent_for,P0071,2023,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,10.1021/acsaem.3c01907,PRG_a4dbfa46d1fd,正对照：把 iTE 的阴离子胶束固定迁移为 TG 中 I3− 的温敏捕获/释放,iodide_triiodide,corpus prior-art relation; not a success label
PA_d699ba3815fa,direct,direct_TG_precedent_for,P0030,2025,High-Performance Quasi-Solid Thermogalvanic Cells via Crown-Ether-Mediated Ion Migration,10.1021/acsnano.5c11865,PRG_be2befc69363,正对照：冠醚增强 K+ 热扩散，可与 ferri/ferrocyanide TG 电压叠加,ferri_ferrocyanide,corpus prior-art relation; not a success label
PA_e0b9611a5713,direct,direct_TG_precedent_for,P0283,2016,Supramolecular Thermo-Electrochemical Cells: Enhanced Thermoelectric Performance by Host-Guest Complexation and Salt-Induced Crystallization,10.1021/jacs.6b04923,PRG_bee069aa7a26,正对照：α-CD/I3− 主–客体作用已能直接进入 I−/I3− TG,iodide_triiodide,corpus prior-art relation; not a success label
PA_902c7fd599f0,related,related_TG_precedent_for,P0299,2018,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,10.1039/c7se00470b,PRG_bee069aa7a26,正对照：α-CD/I3− 主–客体作用已能直接进入 I−/I3− TG,iodide_triiodide,corpus prior-art relation; not a success label
PA_4f8c896626a4,related,related_TG_precedent_for,P0093,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,PRG_bee069aa7a26,正对照：α-CD/I3− 主–客体作用已能直接进入 I−/I3− TG,iodide_triiodide,corpus prior-art relation; not a success label
PA_fcf6920db31e,direct,direct_TG_precedent_for,P0288,2016,Enhanced thermal energy harvesting performance of a cobalt redox couple in ionic liquid-solvent mixtures,10.1039/c5cp04305k,PRG_cf22ac785fee,把 iTE 低凝固混合溶剂迁移到 Co 配合物准固态 TG,cobalt_complex,corpus prior-art relation; not a success label
PA_fa5041ff31b4,direct,direct_TG_precedent_for,P0307,2016,Temperature dependence of the electrode potential of a cobalt-based redox couple in ionic liquid electrolytes for thermal energy harvesting,10.1039/c5fd00238a,PRG_cf22ac785fee,把 iTE 低凝固混合溶剂迁移到 Co 配合物准固态 TG,cobalt_complex,corpus prior-art relation; not a success label
PA_e175d969ef44,direct,direct_TG_precedent_for,P0291,2018,Quasi-solid-State Electrolytes for Low-Grade Thermal Energy Harvesting using a Cobalt Redox Couple,10.1002/cssc.201800794,PRG_cf22ac785fee,把 iTE 低凝固混合溶剂迁移到 Co 配合物准固态 TG,cobalt_complex,corpus prior-art relation; not a success label
PA_f8cbb1a53dff,direct,direct_TG_precedent_for,P0306,2018,Flexible and non-volatile redox active quasi-solid state ionic liquid based electrolytes for thermal energy harvesting,10.1039/c8se00224j,PRG_cf22ac785fee,把 iTE 低凝固混合溶剂迁移到 Co 配合物准固态 TG,cobalt_complex,corpus prior-art relation; not a success label
PA_d36408e4d855,direct,direct_TG_precedent_for,P0065,2023,"High Seebeck coefficient thermogalvanic cells via the solvent-sensitive charge additivity of cobalt 1,8-diaminosarcophagine",10.1039/d2cc05413b,PRG_cf22ac785fee,把 iTE 低凝固混合溶剂迁移到 Co 配合物准固态 TG,cobalt_complex,corpus prior-art relation; not a success label
PA_a3b3e9c48564,direct,direct_TG_precedent_for,P0022,2025,An N-Type Thermogalvanic Cell with a High Temperature Coefficient Based on the Cu/Cu(en)2 2+ Redox Couple,10.1021/acsami.5c03375,PRG_e34db5baa25d,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,copper,corpus prior-art relation; not a success label
PA_ae3fabbcf1ac,related,related_TG_precedent_for,P0257,2025,Giant and bidirectionally tunable ionic thermopower in Cu-based liquid flow thermocells enabled by solvation entropy for low-grade heat harvesting,10.1039/d5ta05193b,PRG_e34db5baa25d,用聚合物配位强度调节 Cu/Cu2+ TG 的溶剂化熵与扩散,copper,corpus prior-art relation; not a success label
PA_add7d06ce694,related,related_TG_precedent_for,P0299,2018,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,10.1039/c7se00470b,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,iodide_triiodide,corpus prior-art relation; not a success label
PA_d94c2c78930d,related,related_TG_precedent_for,P0093,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,PRG_e948eab97497,把固定正电荷通道与分子识别结合，做 I−/I3− TG 选择性隔层,iodide_triiodide,corpus prior-art relation; not a success label
