lever_left,lever_left_label_cn,lever_right,lever_right_label_cn,cooccurring_claim_count,cooccurring_paper_count,claim_jaccard,projection_interpretation
ion_electron_coupling,离子–电子耦合,moisture_or_evaporation_gradient,湿度/蒸发梯度,4,4,0.034483,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,osmotic_or_concentration_gradient,渗透/浓度梯度,4,4,0.032,same claim carries both taxonomy labels; not causal coupling
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,electrode_interface,电极界面,4,3,0.026316,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,phase_or_species_transition,相变/物种转变,4,4,0.023121,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,ion_electron_coupling,离子–电子耦合,4,4,0.022989,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,osmotic_or_concentration_gradient,渗透/浓度梯度,3,3,0.096774,same claim carries both taxonomy labels; not causal coupling
ph_or_protonation_switch,pH/质子化开关,photothermal_or_heat_management,光热/热管理,3,3,0.088235,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,host_guest_complexation,主–客体络合,3,2,0.056604,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,fixed_charge_selectivity,固定电荷/离子选择性,3,2,0.044118,same claim carries both taxonomy labels; not causal coupling
moisture_or_evaporation_gradient,湿度/蒸发梯度,oriented_or_confined_channels,取向/限域离子通道,3,3,0.04,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,thermodiffusion_or_soret,热扩散/Soret,3,3,0.032609,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,thermodiffusion_or_soret,热扩散/Soret,3,3,0.032258,same claim carries both taxonomy labels; not causal coupling
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,moisture_or_evaporation_gradient,湿度/蒸发梯度,3,3,0.031579,same claim carries both taxonomy labels; not causal coupling
photothermal_or_heat_management,光热/热管理,self_healing_or_tough_gel,自修复/强韧凝胶,3,3,0.030303,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,phase_or_species_transition,相变/物种转变,3,3,0.027273,same claim carries both taxonomy labels; not causal coupling
ion_electron_coupling,离子–电子耦合,phase_or_species_transition,相变/物种转变,3,3,0.02459,same claim carries both taxonomy labels; not causal coupling
phase_or_species_transition,相变/物种转变,thermodiffusion_or_soret,热扩散/Soret,3,3,0.022388,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,photothermal_or_heat_management,光热/热管理,3,3,0.022059,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,moisture_or_evaporation_gradient,湿度/蒸发梯度,3,3,0.017751,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,host_guest_complexation,主–客体络合,2,1,0.086957,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,ph_or_protonation_switch,pH/质子化开关,2,2,0.064516,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,osmotic_or_concentration_gradient,渗透/浓度梯度,2,2,0.060606,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,photothermal_or_heat_management,光热/热管理,2,2,0.047619,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,photothermal_or_heat_management,光热/热管理,2,2,0.046512,same claim carries both taxonomy labels; not causal coupling
moisture_or_evaporation_gradient,湿度/蒸发梯度,osmotic_or_concentration_gradient,渗透/浓度梯度,2,1,0.028986,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,oriented_or_confined_channels,取向/限域离子通道,2,2,0.028571,same claim carries both taxonomy labels; not causal coupling
ph_or_protonation_switch,pH/质子化开关,phase_or_species_transition,相变/物种转变,2,2,0.027397,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,moisture_or_evaporation_gradient,湿度/蒸发梯度,2,2,0.026667,same claim carries both taxonomy labels; not causal coupling
thermodiffusion_or_soret,热扩散/Soret,thermoosmotic_slip,热渗透与滑移增强,2,2,0.026316,same claim carries both taxonomy labels; not causal coupling
thermodiffusion_or_soret,热扩散/Soret,water_assisted_proton_transport,水辅助质子输运,2,2,0.026316,same claim carries both taxonomy labels; not causal coupling
phase_or_species_transition,相变/物种转变,photothermal_or_heat_management,光热/热管理,2,2,0.02381,same claim carries both taxonomy labels; not causal coupling
osmotic_or_concentration_gradient,渗透/浓度梯度,thermodiffusion_or_soret,热扩散/Soret,2,2,0.022989,same claim carries both taxonomy labels; not causal coupling
ph_or_protonation_switch,pH/质子化开关,self_healing_or_tough_gel,自修复/强韧凝胶,2,1,0.022472,same claim carries both taxonomy labels; not causal coupling
polarity_switching,热电极性切换,thermodiffusion_or_soret,热扩散/Soret,2,2,0.022472,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,moisture_or_evaporation_gradient,湿度/蒸发梯度,2,2,0.018868,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,host_guest_complexation,主–客体络合,2,2,0.016949,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,ph_or_protonation_switch,pH/质子化开关,2,2,0.015873,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,polarity_switching,热电极性切换,2,1,0.015504,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,fixed_charge_selectivity,固定电荷/离子选择性,2,2,0.015038,same claim carries both taxonomy labels; not causal coupling
phase_or_species_transition,相变/物种转变,self_healing_or_tough_gel,自修复/强韧凝胶,2,2,0.014493,same claim carries both taxonomy labels; not causal coupling
ion_electron_coupling,离子–电子耦合,self_healing_or_tough_gel,自修复/强韧凝胶,2,2,0.014388,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,thermoosmotic_slip,热渗透与滑移增强,1,1,0.045455,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,thermoosmotic_slip,热渗透与滑移增强,1,1,0.043478,same claim carries both taxonomy labels; not causal coupling
osmotic_or_concentration_gradient,渗透/浓度梯度,ph_or_protonation_switch,pH/质子化开关,1,1,0.038462,same claim carries both taxonomy labels; not causal coupling
ph_or_protonation_switch,pH/质子化开关,polarity_switching,热电极性切换,1,1,0.035714,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,ph_or_protonation_switch,pH/质子化开关,1,1,0.030303,same claim carries both taxonomy labels; not causal coupling
osmotic_or_concentration_gradient,渗透/浓度梯度,photothermal_or_heat_management,光热/热管理,1,1,0.027027,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,hydrophobic_partitioning,疏水微区分配,1,1,0.017544,same claim carries both taxonomy labels; not causal coupling
ion_electron_coupling,离子–电子耦合,pyroelectric_hybrid,热释电混合,1,1,0.015385,same claim carries both taxonomy labels; not causal coupling
host_guest_complexation,主–客体络合,ion_electron_coupling,离子–电子耦合,1,1,0.014925,same claim carries both taxonomy labels; not causal coupling
hydration_and_solvation,水合与溶剂化,osmotic_or_concentration_gradient,渗透/浓度梯度,1,1,0.014925,same claim carries both taxonomy labels; not causal coupling
hydrophobic_partitioning,疏水微区分配,phase_or_species_transition,相变/物种转变,1,1,0.014706,same claim carries both taxonomy labels; not causal coupling
moisture_or_evaporation_gradient,湿度/蒸发梯度,ph_or_protonation_switch,pH/质子化开关,1,1,0.014493,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,hydration_and_solvation,水合与溶剂化,1,1,0.013699,same claim carries both taxonomy labels; not causal coupling
hydration_and_solvation,水合与溶剂化,oriented_or_confined_channels,取向/限域离子通道,1,1,0.013514,same claim carries both taxonomy labels; not causal coupling
anion_entanglement,阴离子缠结,thermodiffusion_or_soret,热扩散/Soret,1,1,0.013333,same claim carries both taxonomy labels; not causal coupling
pyroelectric_hybrid,热释电混合,thermodiffusion_or_soret,热扩散/Soret,1,1,0.012987,same claim carries both taxonomy labels; not causal coupling
ion_electron_coupling,离子–电子耦合,polarity_switching,热电极性切换,1,1,0.012821,same claim carries both taxonomy labels; not causal coupling
hydrophobic_partitioning,疏水微区分配,thermodiffusion_or_soret,热扩散/Soret,1,1,0.012346,same claim carries both taxonomy labels; not causal coupling
fixed_charge_selectivity,固定电荷/离子选择性,ion_electron_coupling,离子–电子耦合,1,1,0.012195,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,phase_or_species_transition,相变/物种转变,1,1,0.012195,same claim carries both taxonomy labels; not causal coupling
hydrophobic_partitioning,疏水微区分配,self_healing_or_tough_gel,自修复/强韧凝胶,1,1,0.011905,same claim carries both taxonomy labels; not causal coupling
ion_electron_coupling,离子–电子耦合,photothermal_or_heat_management,光热/热管理,1,1,0.011628,same claim carries both taxonomy labels; not causal coupling
osmotic_or_concentration_gradient,渗透/浓度梯度,self_healing_or_tough_gel,自修复/强韧凝胶,1,1,0.010989,same claim carries both taxonomy labels; not causal coupling
oriented_or_confined_channels,取向/限域离子通道,self_healing_or_tough_gel,自修复/强韧凝胶,1,1,0.010204,same claim carries both taxonomy labels; not causal coupling
photothermal_or_heat_management,光热/热管理,thermodiffusion_or_soret,热扩散/Soret,1,1,0.010204,same claim carries both taxonomy labels; not causal coupling
antifreeze_or_low_volatility_gel,抗冻/低挥发凝胶,ion_electron_coupling,离子–电子耦合,1,1,0.009709,same claim carries both taxonomy labels; not causal coupling
coordination_or_ion_pairing,配位/离子对,ion_electron_coupling,离子–电子耦合,1,1,0.00885,same claim carries both taxonomy labels; not causal coupling
hydration_and_solvation,水合与溶剂化,phase_or_species_transition,相变/物种转变,1,1,0.008696,same claim carries both taxonomy labels; not causal coupling
hydration_and_solvation,水合与溶剂化,ion_electron_coupling,离子–电子耦合,1,1,0.008621,same claim carries both taxonomy labels; not causal coupling
moisture_or_evaporation_gradient,湿度/蒸发梯度,phase_or_species_transition,相变/物种转变,1,1,0.008475,same claim carries both taxonomy labels; not causal coupling
electrode_interface,电极界面,multi_ion_entropy,多离子/高熵调控,1,1,0.008403,same claim carries both taxonomy labels; not causal coupling
