relation_id,paper_id,domain,subject_mention_id,object_mention_id,raw_predicate,assertion_type,direction,claim_id,quote,limitations,joint_factor_group,condition_annotation_status,semantic_review_status,graph_status,reconstruction_run_id,draft_subject_concept_id,draft_object_concept_id,original_self_loop,introduced_self_loop,deferred_endpoint,endpoint_changed,endpoint_semantically_consolidated,projection_status,relation_evidence_locator,scientific_relation_validated,run_id,judge_evidence_modality,judge_evidence_independence
iTE:P0339:r001,P0339,iTE,iTE:P0339:n1,iTE:P0339:n2,can generate,author_claim,subject_to_object_as_exported,iTE:P0339:claim_block,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:9b1c372e88a74e50d8f3,draft:v2:iTE:531c3ff6280e33c4c275,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0339:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0339:r003,P0339,iTE,iTE:P0339:n2,iTE:P0339:n4,enhances,author_claim,subject_to_object_as_exported,iTE:P0339:claim_block,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:531c3ff6280e33c4c275,draft:v2:iTE:05d7739eb958a84c0cb9,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0339:r003,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0340:r001,P0340,iTE,iTE:P0340:n1,iTE:P0340:n2,supports strong,author_claim,subject_to_object_as_exported,iTE:P0340:claim_block,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 这是光热环节，不据此补离子／氧化还原微观机制。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:afadc59a8270aa609b3a,draft:v2:iTE:5c1d07beb393802da06d,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0340:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0340:r002,P0340,iTE,iTE:P0340:n2,iTE:P0340:n3,contributes to,author_claim,subject_to_object_as_exported,iTE:P0340:claim_block,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 这是光热环节，不据此补离子／氧化还原微观机制。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:5c1d07beb393802da06d,draft:v2:iTE:42345329ca517a93eede,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0340:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0341:r001,P0341,iTE,iTE:P0341:n1,iTE:P0341:n3,contributes jointly to,author_claim,subject_to_object_as_exported,iTE:P0341:claim_block,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键在这句支撑机械／自愈性能，不连到 Seebeck。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:c1f45191195138f91786,draft:v2:iTE:6dfc33d9b6b808b870fa,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0341:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0341:r002,P0341,iTE,iTE:P0341:n2,iTE:P0341:n3,contributes jointly to,author_claim,subject_to_object_as_exported,iTE:P0341:claim_block,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键在这句支撑机械／自愈性能，不连到 Seebeck。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:31ada61297e67bed8ca8,draft:v2:iTE:6dfc33d9b6b808b870fa,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0341:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0342:r002,P0342,iTE,iTE:P0342:n1,iTE:P0342:n3,enhances via complexation,author_claim,subject_to_object_as_exported,iTE:P0342:claim_block,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未在此指定冠醚络合对象；不按题名补成某个阳离子被固定。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:149ddd27a9236bab1618,draft:v2:iTE:3d210a8c3b00d895382e,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0342:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0343:r001,P0343,iTE,iTE:P0343:n1,iTE:P0343:n2,condition for reported,author_claim,subject_to_object_as_exported,iTE:P0343:claim_block,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 OH-、冷端和温度梯度；有条件的报道不作为普遍规律。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:dbd3e64018fb543201d7,draft:v2:iTE:6fc75b8bb55f627027fd,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0343:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0343:r002,P0343,iTE,iTE:P0343:n2,iTE:P0343:n3,imparts,author_claim,subject_to_object_as_exported,iTE:P0343:claim_block,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 OH-、冷端和温度梯度；有条件的报道不作为普遍规律。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:6fc75b8bb55f627027fd,draft:v2:iTE:a1eeb083cef4f21057f9,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0343:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0344:r001,P0344,iTE,iTE:P0344:n1,iTE:P0344:n3,synergistically improves,author_claim,subject_to_object_as_exported,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:2420838244fbe6b769f2,draft:v2:iTE:4101053ea4b3dbc8e492,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0344:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0344:r002,P0344,iTE,iTE:P0344:n2,iTE:P0344:n3,synergistically improves,author_claim,subject_to_object_as_exported,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:b7da5a067a3eb5937ee0,draft:v2:iTE:4101053ea4b3dbc8e492,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0344:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0344:r003,P0344,iTE,iTE:P0344:n3,iTE:P0344:n4,contributes to reported high,author_claim,subject_to_object_as_exported,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:4101053ea4b3dbc8e492,draft:v2:iTE:a5a8952bd5cf6d9878a4,False,False,False,True,True,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0344:r003,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0345:r001,P0345,iTE,iTE:P0345:n1,iTE:P0345:n2,increases,author_claim,subject_to_object_as_exported,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3de586e7d1edea864e0c,draft:v2:iTE:715983e71b1ab236091e,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0345:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0345:r002,P0345,iTE,iTE:P0345:n1,iTE:P0345:n3,reduces,author_claim,subject_to_object_as_exported,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3de586e7d1edea864e0c,draft:v2:iTE:de3de1e8fe8e4b10790c,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0345:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0345:r003,P0345,iTE,iTE:P0345:n1,iTE:P0345:n4,reduces,author_claim,subject_to_object_as_exported,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3de586e7d1edea864e0c,draft:v2:iTE:1939d51c3db6136dae59,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0345:r003,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0345:r004,P0345,iTE,iTE:P0345:n1,iTE:P0345:n5,reduces,author_claim,subject_to_object_as_exported,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3de586e7d1edea864e0c,draft:v2:iTE:848d339b9bf5521b652f,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0345:r004,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0346:r001,P0346,iTE,iTE:P0346:n1,iTE:P0346:n2,assembles through,author_claim,subject_to_object_as_exported,iTE:P0346:claim_block,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 网络形成机制有证据，但不自动连到后一句 Seebeck 数值。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:b24987bf6e700754ea17,draft:v2:iTE:b1cb517ddcded07a19e1,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0346:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0346:r002,P0346,iTE,iTE:P0346:n2,iTE:P0346:n3,results in,author_claim,subject_to_object_as_exported,iTE:P0346:claim_block,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 网络形成机制有证据，但不自动连到后一句 Seebeck 数值。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:b1cb517ddcded07a19e1,draft:v2:iTE:46275bf7b2dc26c8a625,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0346:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0347:r001,P0347,iTE,iTE:P0347:n1,iTE:P0347:n2,enriched with,author_claim,subject_to_object_as_exported,iTE:P0347:claim_block,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:beee6107781e4ca70589,draft:v2:iTE:23f6df6245263b7e0587,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0347:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0347:r002,P0347,iTE,iTE:P0347:n1,iTE:P0347:n3,contains,author_claim,subject_to_object_as_exported,iTE:P0347:claim_block,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:beee6107781e4ca70589,draft:v2:iTE:7481dd8065ef757d1188,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0347:r002,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0347:r003,P0347,iTE,iTE:P0347:n1,iTE:P0347:n4,promotes,author_claim,subject_to_object_as_exported,iTE:P0347:claim_block,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:beee6107781e4ca70589,draft:v2:iTE:654da19bc5e61f329338,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0347:r003,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0348:r001,P0348,iTE,iTE:P0348:n1,iTE:P0348:n2,enables,author_claim,subject_to_object_as_exported,iTE:P0348:claim_block,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要没有明确给出固定电荷／选择性传输微观解释，不补。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:76e018247d2c942acd98,draft:v2:iTE:eba5ec684eda74935938,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0348:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
iTE:P0349:r001,P0349,iTE,iTE:P0349:n1,iTE:P0349:n2,disrupts,author_claim,subject_to_object_as_exported,iTE:P0349:claim_block,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键破坏与氢键增强不可在无方向信息时混为一种作用。",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:085305af8e22a51b51e6,draft:v2:iTE:49f85deb576a041ee6aa,False,False,False,True,False,draft_projection_only,inputs/raw/relation_evidence.csv::relation_id=iTE:P0349:r001,False,normalization_draft:8b8928b254fa3bab0fef,not_reclassified,not_assessed
