mention_id,initial_concept_id,assignment_kind,decision_source,reconstruction_run_id,draft_concept_id,rollback_action
iTE:P0345:n1,iTE:P0345:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3de586e7d1edea864e0c,restore_exact_initial_assignment
iTE:P0345:n2,iTE:P0345:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:715983e71b1ab236091e,restore_exact_initial_assignment
iTE:P0345:n3,iTE:P0345:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:de3de1e8fe8e4b10790c,restore_exact_initial_assignment
iTE:P0345:n4,iTE:P0345:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:1939d51c3db6136dae59,restore_exact_initial_assignment
iTE:P0345:n5,iTE:P0345:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:848d339b9bf5521b652f,restore_exact_initial_assignment
iTE:P0346:n1,iTE:P0346:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:b24987bf6e700754ea17,restore_exact_initial_assignment
iTE:P0346:n2,iTE:P0346:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:b1cb517ddcded07a19e1,restore_exact_initial_assignment
iTE:P0346:n3,iTE:P0346:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:46275bf7b2dc26c8a625,restore_exact_initial_assignment
iTE:P0347:n1,iTE:P0347:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:beee6107781e4ca70589,restore_exact_initial_assignment
iTE:P0347:n2,iTE:P0347:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:23f6df6245263b7e0587,restore_exact_initial_assignment
iTE:P0347:n3,iTE:P0347:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:7481dd8065ef757d1188,restore_exact_initial_assignment
iTE:P0347:n4,iTE:P0347:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:654da19bc5e61f329338,restore_exact_initial_assignment
iTE:P0348:n1,iTE:P0348:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:76e018247d2c942acd98,restore_exact_initial_assignment
iTE:P0348:n2,iTE:P0348:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:eba5ec684eda74935938,restore_exact_initial_assignment
iTE:P0349:n1,iTE:P0349:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:085305af8e22a51b51e6,restore_exact_initial_assignment
iTE:P0349:n2,iTE:P0349:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:49f85deb576a041ee6aa,restore_exact_initial_assignment
iTE:P0349:n3,iTE:P0349:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:ec44f369f9fa46edf50a,restore_exact_initial_assignment
iTE:P0349:n4,iTE:P0349:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:5201a4d8c41a77b161ff,restore_exact_initial_assignment
iTE:P0350:n1,iTE:P0350:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:3c617b66a7e1b5668352,restore_exact_initial_assignment
iTE:P0350:n2,iTE:P0350:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:01cc948eb8ed4549f747,restore_exact_initial_assignment
iTE:P0350:n3,iTE:P0350:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:0c272eeb9e52fc635e0d,restore_exact_initial_assignment
iTE:P0350:n4,iTE:P0350:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:9cc5f26cd66f7e979761,restore_exact_initial_assignment
iTE:P0350:n5,iTE:P0350:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:a5a8952bd5cf6d9878a4,restore_exact_initial_assignment
iTE:P0351:n1,iTE:P0351:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:1a340166e862347f6f68,restore_exact_initial_assignment
iTE:P0351:n2,iTE:P0351:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:6ed3b7e06a43817f78f2,restore_exact_initial_assignment
iTE:P0352:n1,iTE:P0352:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:4a4ab380212386b29446,restore_exact_initial_assignment
iTE:P0352:n2,iTE:P0352:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:9cc5f26cd66f7e979761,restore_exact_initial_assignment
iTE:P0352:n3,iTE:P0352:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:a5a8952bd5cf6d9878a4,restore_exact_initial_assignment
iTE:P0353:n1,iTE:P0353:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:8a921cfe802941b2c8c7,restore_exact_initial_assignment
iTE:P0353:n2,iTE:P0353:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:02d3fe74b5f4b1bce0a1,restore_exact_initial_assignment
iTE:P0353:n3,iTE:P0353:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:f39d86cd2bbd23e26272,restore_exact_initial_assignment
iTE:P0353:n4,iTE:P0353:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:747c59ef6bb5ece12a64,restore_exact_initial_assignment
iTE:P0353:n5,iTE:P0353:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:iTE:02cf13848c9f4aa10834,restore_exact_initial_assignment
TG:P0003:n1,TG:P0003:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7214c1a2bf791ac6935e,restore_exact_initial_assignment
TG:P0003:n2,TG:P0003:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:429daae2299c2b37adc5,restore_exact_initial_assignment
TG:P0003:n3,TG:P0003:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:163f4b2aec50047dc9be,restore_exact_initial_assignment
TG:P0143:n1,TG:P0143:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ec02627d180e9b95ff6e,restore_exact_initial_assignment
TG:P0143:n2,TG:P0143:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:37fb1b8b8506017d5d65,restore_exact_initial_assignment
TG:P0146:n1,TG:P0146:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d8db34a5148b289c6f16,restore_exact_initial_assignment
TG:P0146:n2,TG:P0146:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1a5a7853fc79cda3c26c,restore_exact_initial_assignment
TG:P0146:n3,TG:P0146:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e5b1c8f4633b9ddb874f,restore_exact_initial_assignment
TG:P0146:n4,TG:P0146:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:57eab61d0d0e76db9133,restore_exact_initial_assignment
TG:P0146:n5,TG:P0146:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:499f5063b2d2bb018f42,restore_exact_initial_assignment
TG:P0141:n1,TG:P0141:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4abd47bc4c47b46972eb,restore_exact_initial_assignment
TG:P0141:n2,TG:P0141:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f02b48cd2d5234336c22,restore_exact_initial_assignment
TG:P0268:n1,TG:P0268:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4479a2c4fc98a7baee45,restore_exact_initial_assignment
TG:P0268:n2,TG:P0268:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:34832dfc35d3e11ccd08,restore_exact_initial_assignment
TG:P0268:n3,TG:P0268:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:5512cd4ca1c446a47a6d,restore_exact_initial_assignment
TG:P0268:n4,TG:P0268:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:9421ad3ff66c913b3c05,restore_exact_initial_assignment
TG:P0268:n5,TG:P0268:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a7581f46d8a4822c1e5b,restore_exact_initial_assignment
TG:P0267:n1,TG:P0267:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:00c26958830d9449756f,restore_exact_initial_assignment
TG:P0267:n2,TG:P0267:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:79f68d193c384506221a,restore_exact_initial_assignment
TG:P0267:n3,TG:P0267:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e39178d160e12096c602,restore_exact_initial_assignment
TG:P0175:n1,TG:P0175:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:54f4d2bb5beee963de66,restore_exact_initial_assignment
TG:P0175:n2,TG:P0175:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:024ba46dcfac6ba7b372,restore_exact_initial_assignment
TG:P0175:n3,TG:P0175:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1a99d401b52c8ac6a734,restore_exact_initial_assignment
TG:P0201:n1,TG:P0201:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8fddcf5ecdf925ccb3f4,restore_exact_initial_assignment
TG:P0201:n2,TG:P0201:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:afad4af1a43bfcca9c00,restore_exact_initial_assignment
TG:P0201:n3,TG:P0201:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1a5a7853fc79cda3c26c,restore_exact_initial_assignment
TG:P0201:n4,TG:P0201:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8fddcf5ecdf925ccb3f4,restore_exact_initial_assignment
TG:P0142:n1,TG:P0142:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:243c3709ee0f968df334,restore_exact_initial_assignment
TG:P0142:n2,TG:P0142:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:6fd9daf5034675407df5,restore_exact_initial_assignment
TG:P0142:n3,TG:P0142:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0f8295ee94dbdeb329c6,restore_exact_initial_assignment
TG:P0159:n1,TG:P0159:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4d5de39948f00b81a7e3,restore_exact_initial_assignment
TG:P0159:n2,TG:P0159:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:37355d935a5ade5d10bc,restore_exact_initial_assignment
TG:P0159:n3,TG:P0159:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8016ed427323b163268e,restore_exact_initial_assignment
TG:P0176:n1,TG:P0176:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e77e68b63d632873a74b,restore_exact_initial_assignment
TG:P0176:n2,TG:P0176:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c7f843573013c1fba36c,restore_exact_initial_assignment
TG:P0176:n3,TG:P0176:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:54182cd7a63df5a38601,restore_exact_initial_assignment
TG:P0247:n1,TG:P0247:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1dda2c310181961e3a1b,restore_exact_initial_assignment
TG:P0247:n2,TG:P0247:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8fddcf5ecdf925ccb3f4,restore_exact_initial_assignment
TG:P0247:n3,TG:P0247:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:bdb6a32ae0e10284841b,restore_exact_initial_assignment
TG:P0163:n1,TG:P0163:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:287f7c75c850b7f9d4b9,restore_exact_initial_assignment
TG:P0163:n2,TG:P0163:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:313b2439e37f9569bfc5,restore_exact_initial_assignment
TG:P0163:n3,TG:P0163:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c562bf506a37ea4e6cb6,restore_exact_initial_assignment
TG:P0197:n1,TG:P0197:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e9c7a680f92f0f8e0144,restore_exact_initial_assignment
TG:P0197:n2,TG:P0197:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2ae0de7a34fa68ee206f,restore_exact_initial_assignment
TG:P0197:n3,TG:P0197:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d0109c31d2fc904ccf42,restore_exact_initial_assignment
TG:P0197:n4,TG:P0197:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d4183ac6b931cf6d7a10,restore_exact_initial_assignment
TG:P0197:n5,TG:P0197:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a18d9ebc4bd52b01153f,restore_exact_initial_assignment
TG:P0188:n1,TG:P0188:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:9ec9ab4b9ae253b1aa96,restore_exact_initial_assignment
TG:P0188:n2,TG:P0188:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ea8eacd1f24b1dd0a247,restore_exact_initial_assignment
TG:P0180:n1,TG:P0180:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:5277fd6a39dc480b5b1a,restore_exact_initial_assignment
TG:P0180:n2,TG:P0180:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d7929c84e9f74384afc4,restore_exact_initial_assignment
TG:P0180:n3,TG:P0180:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f217facafe5e7e14db01,restore_exact_initial_assignment
TG:P0145:n1,TG:P0145:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8fddcf5ecdf925ccb3f4,restore_exact_initial_assignment
TG:P0145:n2,TG:P0145:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:537eabac196155b5f3e6,restore_exact_initial_assignment
TG:P0145:n3,TG:P0145:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:37fb1b8b8506017d5d65,restore_exact_initial_assignment
TG:P0227:n1,TG:P0227:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:19442a6699ca22b9972f,restore_exact_initial_assignment
TG:P0227:n2,TG:P0227:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:519def499cb6b1615385,restore_exact_initial_assignment
TG:P0227:n3,TG:P0227:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1bc012d3b63cfd18d30f,restore_exact_initial_assignment
TG:P0174:n1,TG:P0174:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d1f4f7d97de0aeac4da5,restore_exact_initial_assignment
