mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason,review_flags,review_note
TG:P0146:n5,P0146,TG,ionic thermoelectric performance,performance_function,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,underspecified,总体热电性能，原节点未指定单一指标。
TG:P0141:n1,P0141,TG,hybridizing electron-type and ion-type materials,design_strategy,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,review_proposal,综述中提出的混合设计策略，尚非该句证明的实验效应。
TG:P0141:n2,P0141,TG,performance,performance_function,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,underspecified;review_proposal,performance 未明确目标量，不细化为热电系数。
TG:P0201:n1,P0201,TG,thermodiffusion (Soret) effect,mechanism_process,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,review_summary,原文括号明确把 thermodiffusion 与 Soret 对应。
TG:P0201:n2,P0201,TG,thermogalvanic effect,mechanism_process,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,review_summary,综述中的热电化学效应概念，includes 关系不是因果边。
TG:P0201:n3,P0201,TG,redox reaction entropy,quantity,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,review_summary,综述提及的反应熵物理量。
TG:P0201:n4,P0201,TG,Soret effect,mechanism_process,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,review_summary,同一摘要中明确的 Soret 效应名称。
TG:P0142:n1,P0142,TG,coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups,interaction,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,encoding_artifact,铁氧化还原对与羧基配位，HTML 残留不自动改写化学含义。
TG:P0159:n1,P0159,TG,ionic liquid,material_entity,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,underspecified,离子液体实体，具体化学组成未在该节点指明。
TG:P0159:n3,P0159,TG,performance,performance_function,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,underspecified,性能未具体定义。
TG:P0247:n1,P0247,TG,ionic interactions,interaction,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,underspecified,宽泛离子相互作用，不细化为配位或离子对。
TG:P0197:n4,P0197,TG,reducing the volume of thermally diffused ions,quantity,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,definition_unresolved;quantity_definition_review,离子体积减少的量变表述，不能直接改成溶剂化半径。 体积减少只保留原文量变，不替换成未经定义的溶剂化半径变化。
TG:P0188:n2,P0188,TG,entropy changes with temperature,quantity,"Pyrazine-based organic redox couples with different functional groups is comparatively analyzed through cyclic voltammetry under varying temperatures. The results reveal substantial differences in entropy changes with temperature and highlight 2,5-pyrazinedicarboxylic acid dihydrate (PDCA) as the optimal candidate.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,definition_unresolved,温度下熵变化，具体热力学定义需核查；不补入选择性溶剂化。
TG:P0180:n3,P0180,TG,coupled ionic Seebeck effect,performance_function,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.",original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,quantity_definition_review;effect_vs_response_ambiguity,原句用 mV/K 报告耦合响应，但节点写 effect，保留名称并标记指标定义待核。 原词 coupled ionic Seebeck effect 与摘要单位 mV/K 混合机制和响应量表述；保留 performance_function 建议，但候选 mechanism_process 需复核。
TG:P0227:n2,P0227,TG,thermoelectric power,performance_function,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,original_quote_rechecked,pilot_recalibration,model_proposed_pending_human,,,,definition_unresolved,术语可能指 thermopower，证据不足时不合并为功率或 Seebeck。
TG:P0170:n1,P0170,TG,hybrid ionic-electronic designs,design_strategy,"In particular, hybrid ionic-electronic designs are highlighted as a promising strategy to enable continuous power output.",node_containing_sentences_from_original_quote,decisions_02a.json,model_proposed_pending_human,,,,review_strategy,
TG:P0096:n3,P0096,TG,decoupling of thermopower and ionic conductivity,performance_function,"Herein, a directional freeze-thawing method is developed to fabricate high-performance n-type quasi-solid thermocells with hierarchically anisotropic networks, enabling the decoupling of thermopower and ionic conductivity.",node_containing_sentences_from_original_quote,decisions_01b.json,model_proposed_pending_human,,,,definition_unresolved,热电势率与电导率解耦是设计实现的性能调节能力，不是某个独立微观作用。
TG:P0254:n2,P0254,TG,Rs,quantity,The addition of NaClO4 instead of Fe(ClO4)2/Fe(ClO4)3 decreases Rs while increasing Rct and Rdif.,node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0254:n3,P0254,TG,Rct,quantity,The addition of NaClO4 instead of Fe(ClO4)2/Fe(ClO4)3 decreases Rs while increasing Rct and Rdif.,node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0254:n4,P0254,TG,Rdif,quantity,The addition of NaClO4 instead of Fe(ClO4)2/Fe(ClO4)3 decreases Rs while increasing Rct and Rdif.,node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0253:n2,P0253,TG,Rdif,quantity,"We found that Rdif decreases rapidly as the angular velocity w increased, while Rs and Rct were independent on w. This is basically because the convective mass transfer complements the diffusive mass transfer.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0253:n3,P0253,TG,Rs,quantity,"We found that Rdif decreases rapidly as the angular velocity w increased, while Rs and Rct were independent on w. This is basically because the convective mass transfer complements the diffusive mass transfer.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0253:n4,P0253,TG,Rct,quantity,"We found that Rdif decreases rapidly as the angular velocity w increased, while Rs and Rct were independent on w. This is basically because the convective mass transfer complements the diffusive mass transfer.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_definition_review,
TG:P0220:n3,P0220,TG,performance difference,performance_function,The observed performance difference between the two ILs is rationalized in terms of the extent of asymmetry in the interfaces of the electrical double layer that essentially originates from different diffusivity of individual ions.,node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,underspecified_comparative_performance,
TG:P0251:n7,P0251,TG,thermogalvanic effect,mechanism_process,"The presence of the antisolvent would induce the agglomeration of Fe(CN)(6)(4-) ions due to the competitive effect of antisolvent molecules with low polarity parameters, thereby reducing the interfacial free energy with water molecules and increasing the disorder within its solvation shell. This process would enhance the solvation entropy increase of redox ions through the intercalation of an ethanol molecule into the first solvation shell of Fe(CN)(6)(4-) at certain ethanol content, thus significantly promoting the thermogalvanic effect.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,effect_vs_response_ambiguity,
TG:P0019:n1,P0019,TG,non -covalent crosslinking,interaction,"Benefiting from non -covalent crosslinking, the gel electrolyte and electrodes can be fully integrated into modules with tight physical and electrical contact, facilitating a stable and reliable signal output. By coupling thermogalvanic and piezoresistive effects, the DCI-TEG permits self -powered timely sensing of pressure using current signals.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,process_alternative,非共价交联在此支撑界面整合，暂以交联相互作用判定，未给出具体键种。
TG:P0275:n1,P0275,TG,interfacial effect of microstructure-electrolyte solution,interaction,The interfacial effect of microstructure-electrolyte solution can boost ionic reactions and transport processes at the microscale.,node_containing_sentences_from_original_quote,decisions_02c.json,model_proposed_pending_human,,,,underspecified_interfacial_effect;process_alternative,
TG:P0144:n4,P0144,TG,ion speciation,state_structure,"In binary polyvinyl alcohol (PVA)-CuCl2 gels, an interactive i-TE coupling effect driven by ion speciation is validated, which exhibits an enhanced thermogalvanic redox as CuCl2 concentrations increase while suppressing the thermodiffusion contribution.",node_containing_sentences_from_original_quote,decisions_01c.json,model_proposed_pending_human,,,,process_alternative,
TG:P0020:n1,P0020,TG,differences in hydration shell behavior between the oxidant and reductant,state_structure,"Molecular dynamics simulations suggest that significant differences in hydration shell behavior between the oxidant and reductant, which in turn provide a significant (here configurational) entropy difference, drive the observed thermopower.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,dynamic_alternative,中心是氧化态与还原态水合壳行为差异；静态结构与动态行为边界不明，暂按局部状态标注。
TG:P0020:n2,P0020,TG,configurational) entropy difference,quantity,"Molecular dynamics simulations suggest that significant differences in hydration shell behavior between the oxidant and reductant, which in turn provide a significant (here configurational) entropy difference, drive the observed thermopower.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,encoding_artifact,构型熵差为热力学量，保留原短语多余括号不静默修改。
TG:P0258:n3,P0258,TG,ionic kinetics,quantity,"During the mixing process of separate FeCl3 and FeCl2 electrolytes flow alone, it can significantly degrade the complexes of Fe(H2O)5Cl(2)(+), and thus increase ionic kinetics and redox solvation entropy induced by the interaction of Fe3+ and water molecules.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,definition_unresolved,
TG:P0182:n1,P0182,TG,synergistic chaotropic effect,mechanism_process,"In this work, the challenges are addressed by introducing a synergistic chaotropic effect to destruct strong hydrogen bonds, increase polymers' entropic elasticity, and enlarge the entropy difference of thermogalvanic ions.",node_containing_sentences_from_original_quote,decisions_02a.json,model_proposed_pending_human,,,,definition_unresolved,
TG:P0182:n3,P0182,TG,polymers' entropic elasticity,performance_function,"In this work, the challenges are addressed by introducing a synergistic chaotropic effect to destruct strong hydrogen bonds, increase polymers' entropic elasticity, and enlarge the entropy difference of thermogalvanic ions.",node_containing_sentences_from_original_quote,decisions_02a.json,model_proposed_pending_human,,,,quantity_alternative,
TG:P0078:n3,P0078,TG,radial distribution of coordinating water molecules,quantity,"Complementary molecular dynamics simula-tions further demonstrate that hydrogel chains disturb the first solvation shell, broaden the radial distribution of coordinating water molecules, and increase dipole orientation disorder, thereby amplifying the configurational disparity between oxidized and reduced species.",node_containing_sentences_from_original_quote,decisions_01b.json,model_proposed_pending_human,,,,distribution_definition_review,
TG:P0078:n5,P0078,TG,configurational disparity between oxidized and reduced species,state_structure,"Complementary molecular dynamics simula-tions further demonstrate that hydrogel chains disturb the first solvation shell, broaden the radial distribution of coordinating water molecules, and increase dipole orientation disorder, thereby amplifying the configurational disparity between oxidized and reduced species.",node_containing_sentences_from_original_quote,decisions_01b.json,model_proposed_pending_human,,,,quantity_alternative,
TG:P0082:n3,P0082,TG,resistance barrier,quantity,"Enhanced sensing is achieved through thermoelectric-mechanical coupling governed by interfacial resistance gating, wherein deformation reduces the resistance barrier and enhances the intrinsic thermoelectric current.",node_containing_sentences_from_original_quote,decisions_01b.json,model_proposed_pending_human,,,,definition_unresolved,
TG:P0246:n6,P0246,TG,eutectic properties of DES,quantity,"The water containing DES is intentionally utilized to modulate the solvent shell structure of redox couple and expand the operation temperature range of i-TE eutectogel cell. Moreover, appropriate amount of water can increase the solubility of [Fe(CN)6]3-/4- , while maintaining the eutectic properties of DES.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,underspecified_eutectic_properties,
TG:P0113:n1,P0113,TG,conducting polymer thickness/multilayer,quantity,The power generated by the PEDOT-Tos based TGCs increases with the conducting polymer thickness/multilayer and reaches values similar to the flat platinum electrode based TGCs.,node_containing_sentences_from_original_quote,decisions_01c.json,model_proposed_pending_human,,,,quantity_structure_mixture,厚度/多层混合几何量与结构描述，保留 quantity 建议并待拆分审核。
TG:P0090:n3,P0090,TG,Seebeck effect,mechanism_process,The results reveal that guanidinium and urea synergistically enlarge the entropy difference of the redox couple and significantly increase the Seebeck effect.,node_containing_sentences_from_original_quote,decisions_01b.json,model_proposed_pending_human,,,,effect_vs_response_ambiguity,
TG:P0249:n2,P0249,TG,interact discriminately with one type of ion via redox and binding mechanisms,interaction,"Here, we report a universal strategy to dope electrolytes such that the ion transport can be unipolar by incorporating electroactive polymers within hydrogels that interact discriminately with one type of ion via redox and binding mechanisms, leaving the counterions mobile.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,process_alternative,
TG:P0047:n3,P0047,TG,ionic crosslinks,interaction,"The introduced redox ions not only endow the hydrogel with excellent heat-to-electricity conversion capability, but also act as ionic crosslinks to afford a dual-crosslinked structure, resulting in reversible bonds for effective energy dissipation.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,coreference_review,
TG:P0264:n1,P0264,TG,DES,material_entity,"Concurrently, the DES asymmetrically solvates the [Fe(CN)6]3-/4- redox couple, dramatically increasing the solvation entropy difference and boosting the thermopower to 1.68 mV K-1.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,abbreviation_unresolved_in_quote,
TG:P0264:n2,P0264,TG,asymmetrically solvates the [Fe(CN)6]3-/4- redox couple,mechanism_process,"Concurrently, the DES asymmetrically solvates the [Fe(CN)6]3-/4- redox couple, dramatically increasing the solvation entropy difference and boosting the thermopower to 1.68 mV K-1.",node_containing_sentences_from_original_quote,decisions_02b.json,model_proposed_pending_human,,,,interaction_alternative,
TG:P0001:n1,P0001,TG,TGC dressing,,"Moreover, the TGC dressing generates an exogenous electric field, promoting the spontaneous acceleration of wound healing.",full_abstract_and_quote,decisions_01a.json,unresolved_role_pending_review,,,,ontology_gap,TGC dressing 是含水凝胶和发电功能的完整敷料器件，现有十类没有适当器件实体类型。
TG:P0005:n1,P0005,TG,chaotropic effect,mechanism_process,"Advanced characterization shows that the chaotropic effect enhances the Seebeck coefficient, while the self-supplying temperature difference given the radiative cooling structure enables all-weather power generation.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,definition_unresolved,作者以 chaotropic effect 解释 Seebeck 增强；此处不补出具体溶剂化或氢键破坏路径。
TG:P0006:n3,P0006,TG,ion-transport highway,state_structure,The key to our design lies in simultaneously realizing the thermosensitive-crystallization and salting-out effect in the elaborately designed ion-transport highway to boost eta(r) and improve mechanical strength.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,definition_unresolved,作者用 highway 指离子输运通道结构，暂不增加具体孔径或化学机制。
TG:P0012:n2,P0012,TG,active piezoresistivity,mechanism_process,"Leveraging the synergistic coupling of thermoelectricity and active piezoresistivity, the interface achieves selfpowered transduction of dynamic gestures into detectable electrical signals via its intrinsic response to body heat and real-time piezoresistive modulation under mechanical strain.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,property_alternative,
TG:P0025:n3,P0025,TG,reaction kinetics,quantity,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density. In addition, FA acts as a stabilizer for water, thereby lowering the activation energy of the redox reaction and resulting in a remarkable 60% improvement in overall thermoelectric power.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,definition_unresolved,accelerating kinetics 指反应速度特征，暂归量但不补成某个具体速率常数。
TG:P0025:n5,P0025,TG,stabilizer for water,material_entity,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density. In addition, FA acts as a stabilizer for water, thereby lowering the activation energy of the redox reaction and resulting in a remarkable 60% improvement in overall thermoelectric power.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,coreference_review,摘要明确 FA acts as a stabilizer，节点是 FA 的功能性称谓而非独立材料。
TG:P0025:n7,P0025,TG,thermoelectric power,performance_function,"The results indicate that low FA concentrations promote the desolvation of redox ions, thereby accelerating the reaction kinetics and increasing the short-circuit current density. In addition, FA acts as a stabilizer for water, thereby lowering the activation energy of the redox reaction and resulting in a remarkable 60% improvement in overall thermoelectric power.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,definition_unresolved,摘要称 thermoelectric power 但此句未列单位，保留目标性能而不擅自改成 Seebeck。
TG:P0026:n5,P0026,TG,thermochromism,performance_function,"As the temperature and pH coregulating Fe3+ concentration and reversible transformation between Fe3+ and Fe(OH)3, we boost thermopower and realize thermochromism.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,process_alternative,摘要将热致变色作为实现的响应功能；不把它当作反应熵。
TG:P0028:n2,P0028,TG,precise assembly of complex architectures,design_strategy,This fully additive and scalable fabrication strategy enables the precise assembly of complex architectures without traditional stacking or wiring.,node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,function_alternative,精确组装架构指制造操作，同时作为该策略的能力描述保留。
TG:P0030:n2,P0030,TG,cationic selective complexing agent,material_entity,"Herein, we proposed that the thermovoltage of the quasi-solid thermogalvanic cell contained with K3Fe(CN)6/K4Fe(CN)6 can be increased by introducing 18-crown-6, a cationic selective complexing agent, amplifying the thermodiffusion of the cation.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,coreference_review,该短语在同位语中指 18-crown-6 的功能称谓，不能当成已经发生的络合过程。
TG:P0031:n1,P0031,TG,GO,material_entity,"GO serves as a nucleation template by adsorbing guanidinium ions, thereby inducing the crystallization of [Fe(CN)6]4-and enhancing the thermogalvanic effect.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,abbreviation_unresolved_in_quote,
TG:P0031:n4,P0031,TG,thermogalvanic effect,mechanism_process,"GO serves as a nucleation template by adsorbing guanidinium ions, thereby inducing the crystallization of [Fe(CN)6]4-and enhancing the thermogalvanic effect.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,effect_vs_response_ambiguity,
TG:P0036:n2,P0036,TG,extracting self-existent intrinsic temperature features,,"Using a concave-arranged TGH array, the characteristics of users can be distinguished adequately even under an open environment by extracting self-existent intrinsic temperature features from five typical sites of fingers.",full_abstract_and_quote,batch02_v1,unresolved_role_pending_review,,,,ontology_gap,提取温度特征是信息处理方法，不属于十类中的材料机制；主角色留空待扩展本体。
TG:P0037:n1,P0037,TG,thermogalvanic cells (TGCs),,"To improve energy efficiency, cost savings, environmental sustainability, and industrial practices, an effective approach is proposed to employ thermogalvanic cells (TGCs) for electric power generation by harvesting low-grade exhaust heat produced in AFCs.",full_abstract_and_quote,batch02_v1,unresolved_role_pending_review,,,,ontology_gap,泛称完整热电池器件，未描述材料或架构；主角色留空，避免硬塞进材料实体。
TG:P0039:n3,P0039,TG,thermogalvanic effect,mechanism_process,The guanidine ion induces [Fe(CN)(6)](4-) ion crystallization and significantly enhances the thermogalvanic effect.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,performance_alternative,这里保留热电化学效应的机制含义；增强效应与后续 thermopower 数值不能静默同义化。
TG:P0040:n2,P0040,TG,thermo-reversible gelling,mechanism_process,The gelatin/glycerol (Gel/GL) hydrogel exhibits excellent thermo-reversible gelling and temperature-responsive adhesion that can ensure on-demand reliable adhesion to skin for capturing physiological signals under hot compress and facilitate easy removal under cold compress due to the decomplexation and re-entanglement of gelatin chains.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,function_alternative,可逆凝胶化为过程，同时支撑黏附功能。
TG:P0045:n4,P0045,TG,thermoelectric performance,performance_function,"The thermoelectric performance of the proposed hydrogel is highly dependent on the ion concentration, which is attributed to the confined ion transportation in micro/nano channels caused by the salting out effect.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,,underspecified,
TG:P0046:n1,P0046,TG,Ni and Ni oxide heterostructures,state_structure,"The electrodes are oxidized to create Ni and Ni oxide heterostructures, forming numerous O vacancy defects that enhance redox reactions. Meanwhile, the structure-breaking salts facilitate redox reactions and improve ion diffusion by disrupting water structures in the hydrogel electrolyte.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,material_alternative,重点是 Ni 与 Ni 氧化物构成的异质结构，材料组分随原词保留。
TG:P0046:n3,P0046,TG,redox reactions,mechanism_process,"The electrodes are oxidized to create Ni and Ni oxide heterostructures, forming numerous O vacancy defects that enhance redox reactions. Meanwhile, the structure-breaking salts facilitate redox reactions and improve ion diffusion by disrupting water structures in the hydrogel electrolyte.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,underspecified,氧化还原反应过程，原节点未指定单一反应方程。
TG:P0046:n4,P0046,TG,structure-breaking salts,material_entity,"The electrodes are oxidized to create Ni and Ni oxide heterostructures, forming numerous O vacancy defects that enhance redox reactions. Meanwhile, the structure-breaking salts facilitate redox reactions and improve ion diffusion by disrupting water structures in the hydrogel electrolyte.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,underspecified,具有破结构作用的盐类实体，不能仅凭名称补出具体盐或作用机制。
TG:P0048:n1,P0048,TG,hy-groscopic salts (LiBr),material_entity,The introduction of hy-groscopic salts (LiBr) endows the BC-TGC with excellent anti-drying and anti-freezing properties.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,encoding_artifact,LiBr 吸湿盐实体，原文断词保留。
TG:P0050:n1,P0050,TG,electrodes' heat storage and release capability,performance_function,"Thanks to the electrodes' heat storage and release capability, the heat released by the electrodes sustains the cell's power generation.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,,process_alternative,短语中心是电极储放热能力；保留功能而不把能力直接改成某种相变机制。
