program_id,program_rule_code,node_id,node_role,node_code,node_label,status,priority_score,candidate_status
PRG_cf22ac785fee,antifreeze_cobalt_ionogel,TT_b6ab43074e7f,proposed_design,PRG_cf22ac785fee,先把 iTE 的 formamide/water 低凝固混合溶剂原则改造成与 Co 配合物相容的 amide/离子液体或 organogel 变体，再独立调节溶剂组成与交联度；不能把原水系液体直接称为低挥发网络。,curated_transfer_target_not_observed_source_fact,74,direct_TG_precedent_upgrade_candidate
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,TT_759724737cc8,intervention,fixed_charge_selectivity,固定电荷/离子选择性,curated_transfer_target_not_observed_source_fact,74,direct_TG_precedent_upgrade_candidate
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,TT_5788bbe58b2e,material_system,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,curated_transfer_target_not_observed_source_fact,74,direct_TG_precedent_upgrade_candidate
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,TT_b8d785b79771,bottleneck,donnan_interphase_ferricyanide,[Fe(CN)6]3−/4− 在电极附近的局部浓度与吸附决定交换电流，但体相溶剂化优化未必改善界面。,curated_transfer_target_not_observed_source_fact,74,direct_TG_precedent_upgrade_candidate
PRG_0f7a0b8392d8,donnan_interphase_ferricyanide,TT_0130e686eb83,proposed_design,PRG_0f7a0b8392d8,在两端相同电极上覆盖纳米级可调正电 Donnan 层，利用 3−/4− 的价态差形成不同界面分配；保持两端化学对称，只让温度产生响应差。,curated_transfer_target_not_observed_source_fact,74,direct_TG_precedent_upgrade_candidate
PRG_08afbdcdbb17,water_proton_gradient_qhq,TT_01d8240c9e35,intervention,water_assisted_proton_transport,水辅助质子输运,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_08afbdcdbb17,water_proton_gradient_qhq,TT_4bd52e203ce7,material_system,quinone_hydroquinone,醌/氢醌（Q/HQ）,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_08afbdcdbb17,water_proton_gradient_qhq,TT_7be4a267c8bb,bottleneck,water_proton_gradient_qhq,Q/HQ 的质子耦合使其可利用 ΔpH，但普通 TG 不会主动建立稳定、可逆的质子活度梯度。,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_08afbdcdbb17,water_proton_gradient_qhq,TT_9aae50b23447,proposed_design,PRG_08afbdcdbb17,在 Q/HQ TG 中引入沿热流方向取向的 GO/PSS-H 或等效质子通道，让水热扩散牵引质子定向迁移；红氧反应仍发生在两端电极。,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_17b64f2815f3,ion_electron_conveyor_fe,TT_b3a92375da61,intervention,ion_electron_coupling,离子–电子耦合,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_17b64f2815f3,ion_electron_conveyor_fe,TT_38a8bc72a2bb,material_system,fe_ii_iii,Fe2+/Fe3+,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_17b64f2815f3,ion_electron_conveyor_fe,TT_1237bd0e5859,bottleneck,ion_electron_conveyor_fe,TG 有持续红氧反应，但凝胶内部离子电场与外电路电子输运通常彼此分离，厚电极/固态器件内阻高。,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_17b64f2815f3,ion_electron_conveyor_fe,TT_14e739fd32f0,proposed_design,PRG_17b64f2815f3,在两端电极各自构建局部 PEDOT:PSS/CNT mixed-conducting scaffold，两侧电子网络在电解质内部必须彼此绝缘，只通过外电路连接；扩大各自电极附近的离子–电子反应界面。这是由源“输送带”启发的电极架构升级，并不等同于复现源论文的 ion–electron friction conveyor。,curated_transfer_target_not_observed_source_fact,72,direct_TG_precedent_upgrade_candidate
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,TT_b2c2689f5729,intervention,thermoosmotic_slip,热渗透与滑移增强,curated_transfer_target_not_observed_source_fact,70,mechanism_extension_white_space
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,TT_5788bbe58b2e,material_system,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,curated_transfer_target_not_observed_source_fact,70,mechanism_extension_white_space
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,TT_49b080924765,bottleneck,thermoosmotic_slip_ferricyanide,薄层/凝胶 TG 的电流受扩散和边界层限制；单纯提高 dE/dT 不一定提高功率。,curated_transfer_target_not_observed_source_fact,70,mechanism_extension_white_space
PRG_4e691dc1cea3,thermoosmotic_slip_ferricyanide,TT_c06f5b1d1384,proposed_design,PRG_4e691dc1cea3,构建不对称双支路：主动支路沿温度梯度布置高滑移 thermoosmotic 纳米通道，回流支路用低阻、低 thermoosmotic mobility 的大通道，避免两支路流动互相抵消。死端封闭通道会因反压停止。因红氧物种均为多价阴离子，主动支路表面从中性到弱正电扫描；表面化学改变后必须重新确认 thermoosmotic mobility，不能沿用负表面的源结论。,curated_transfer_target_not_observed_source_fact,70,mechanism_extension_white_space
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,TT_e587c18902cc,intervention,hydrophobic_partitioning,疏水微区分配,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,TT_baf4d79cd23e,material_system,iodide_triiodide,I−/I3−,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,TT_236ea92e4904,bottleneck,hydrophobic_domain_triiodide,I3− 具有较强极化性和疏水倾向；均一亲水凝胶难调其分配，而直接强络合又会牺牲电极动力学。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_4cca4840d8f1,hydrophobic_domain_triiodide,TT_e29bd4c2680f,proposed_design,PRG_4cca4840d8f1,在 I−/I3− TG 中引入低体积分数、可逆疏水/π 微区，让 I3− 在冷热端发生温度依赖分配；连续亲水相负责 I− 和电荷传输。源 iTE 只证明疏水缔合可形成网络，并未证明 I3− 会温度依赖分配，所以必须先测 Kpartition(T) 再判断是否进入电池实验。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_00699a1a9edc,reconfigurable_auxiliary_soret_tg,TT_8406b37bca7c,intervention,polarity_switching,热电极性切换,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_00699a1a9edc,reconfigurable_auxiliary_soret_tg,TT_baf4d79cd23e,material_system,iodide_triiodide,I−/I3−,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_00699a1a9edc,reconfigurable_auxiliary_soret_tg,TT_e0ddc571a54e,bottleneck,reconfigurable_auxiliary_soret_tg,TG 模块的 p/n 配对受可用红氧对限制；改变红氧化学通常同时改变电极、稳定性和封装。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_00699a1a9edc,reconfigurable_auxiliary_soret_tg,TT_2ef632aadfbf,proposed_design,PRG_00699a1a9edc,保持 I−/I3− 红氧化学不变，把 P0373 的“切换外部电极/改变 ion–electrode interaction”做成具有独立端子的 Soret 子单元，再与 TG 单元电串联；不能只在电解质中央塞一层被动材料后直接把两个电压相加。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_791da0044d52,osmotic_gradient_plus_tg,TT_da8d8b09edaf,intervention,osmotic_or_concentration_gradient,渗透/浓度梯度,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_791da0044d52,osmotic_gradient_plus_tg,TT_5788bbe58b2e,material_system,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_791da0044d52,osmotic_gradient_plus_tg,TT_46bf2723cee2,bottleneck,osmotic_gradient_plus_tg,单一 TG 的 dE/dT 受红氧熵差上限约束；温差同时能建立盐度/渗透势，但两种电压常未被独立设计。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_791da0044d52,osmotic_gradient_plus_tg,TT_61f3c2d8f8eb,proposed_design,PRG_791da0044d52,在 [Fe(CN)6]3−/4− TG 中加入支持离子选择膜，建立受控盐度差；若要连续闭路输出，必须另设红氧物种再生/回流路径或双通道结构。没有再生路径时只能按热充电—放电的瞬态浓差电池评价。,curated_transfer_target_not_observed_source_fact,70,direct_TG_precedent_upgrade_candidate
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,TT_dc9ec2adf321,intervention,ordered_ion_printing,有序离子打印,curated_transfer_target_not_observed_source_fact,62,direct_TG_precedent_upgrade_candidate
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,TT_5788bbe58b2e,material_system,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,curated_transfer_target_not_observed_source_fact,62,direct_TG_precedent_upgrade_candidate
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,TT_d4e7edc0761d,bottleneck,ordered_ion_printing_ferricyanide,均一 TG 凝胶只能被动形成浓度梯度，难以同时优化红氧物种通量、电极附近浓度和机械结构。,curated_transfer_target_not_observed_source_fact,62,direct_TG_precedent_upgrade_candidate
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,TT_598b041d2914,proposed_design,PRG_55d2dd45b552,源 iTE 只证明 EHD 可使离子分布更均匀；下一步用 multi-ink/分区EHD 尝试形成电极附近低曲折度、中央连续红氧扩散的孔隙分区，再灌注 [Fe(CN)6]3−/4−。这是制造扩展，不是源论文已证明的梯度能力；中央区不能阻断红氧物种的持续 Faradaic 循环。,curated_transfer_target_not_observed_source_fact,62,direct_TG_precedent_upgrade_candidate
PRG_086c824d735e,moisture_gradient_tg_positive_control,TT_e7160eea2aeb,intervention,moisture_or_evaporation_gradient,湿度/蒸发梯度,curated_transfer_target_not_observed_source_fact,85,known_TG_precedent_positive_control
PRG_086c824d735e,moisture_gradient_tg_positive_control,TT_e3322bd7d654,material_system,any_tg,通用 TG 红氧体系,curated_transfer_target_not_observed_source_fact,85,known_TG_precedent_positive_control
PRG_086c824d735e,moisture_gradient_tg_positive_control,TT_c2cac68d4e24,bottleneck,moisture_gradient_tg_positive_control,外部温差和红氧浓度差都会随运行衰减。,curated_transfer_target_not_observed_source_fact,85,known_TG_precedent_positive_control
PRG_086c824d735e,moisture_gradient_tg_positive_control,TT_891471e50e40,proposed_design,PRG_086c824d735e,在冷端设置受控蒸发界面，同时测量降温与局部浓缩对 TG 输出的独立贡献。,curated_transfer_target_not_observed_source_fact,85,known_TG_precedent_positive_control
PRG_bee069aa7a26,alpha_cd_triiodide_positive_control,TT_676a77c99131,intervention,host_guest_complexation,主–客体络合,curated_transfer_target_not_observed_source_fact,80,known_TG_precedent_positive_control
PRG_bee069aa7a26,alpha_cd_triiodide_positive_control,TT_baf4d79cd23e,material_system,iodide_triiodide,I−/I3−,curated_transfer_target_not_observed_source_fact,80,known_TG_precedent_positive_control
PRG_bee069aa7a26,alpha_cd_triiodide_positive_control,TT_b143fd31fead,bottleneck,alpha_cd_triiodide_positive_control,I3− 扩散/分配与红氧熵差需要同时调节。,curated_transfer_target_not_observed_source_fact,80,known_TG_precedent_positive_control
PRG_bee069aa7a26,alpha_cd_triiodide_positive_control,TT_d605abee2429,proposed_design,PRG_bee069aa7a26,在 I−/I3− TG 中加入 α-CD，通过温度依赖主–客体作用调节 I3− 自由浓度与扩散。,curated_transfer_target_not_observed_source_fact,80,known_TG_precedent_positive_control
PRG_be2befc69363,crown_ether_soret_positive_control,TT_676a77c99131,intervention,host_guest_complexation,主–客体络合,curated_transfer_target_not_observed_source_fact,75,known_TG_precedent_positive_control
PRG_be2befc69363,crown_ether_soret_positive_control,TT_5788bbe58b2e,material_system,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,curated_transfer_target_not_observed_source_fact,75,known_TG_precedent_positive_control
PRG_be2befc69363,crown_ether_soret_positive_control,TT_bf1b90cf13e0,bottleneck,crown_ether_soret_positive_control,支持阳离子的 Soret 电压通常未被主动利用。,curated_transfer_target_not_observed_source_fact,75,known_TG_precedent_positive_control
PRG_be2befc69363,crown_ether_soret_positive_control,TT_fdc209e2d421,proposed_design,PRG_be2befc69363,在 K3/K4[Fe(CN)6] TG 中加入 18-crown-6，选择性调节 K+ 热扩散。,curated_transfer_target_not_observed_source_fact,75,known_TG_precedent_positive_control
PRG_a4dbfa46d1fd,micellization_triiodide_positive_control,TT_450501f8a869,intervention,phase_or_species_transition,相变/物种转变,curated_transfer_target_not_observed_source_fact,71,known_TG_precedent_positive_control
PRG_a4dbfa46d1fd,micellization_triiodide_positive_control,TT_baf4d79cd23e,material_system,iodide_triiodide,I−/I3−,curated_transfer_target_not_observed_source_fact,71,known_TG_precedent_positive_control
PRG_a4dbfa46d1fd,micellization_triiodide_positive_control,TT_88e69e773cb9,bottleneck,micellization_triiodide_positive_control,I−/I3− TG 需要温度依赖的自由 I3− 活度差，但永久固定会损失电流。,curated_transfer_target_not_observed_source_fact,71,known_TG_precedent_positive_control
PRG_a4dbfa46d1fd,micellization_triiodide_positive_control,TT_9d4951fafa2e,proposed_design,PRG_a4dbfa46d1fd,将 iTE 中 DBS− 胶束化固定阴离子的思路改为温敏聚合物胶束：热端选择性捕获 I3−、冷端释放，或按目标极性反向设计。,curated_transfer_target_not_observed_source_fact,71,known_TG_precedent_positive_control
PRG_99097fe0f5e3,pyroelectric_tg_positive_control,TT_9d119e1e0c35,intervention,pyroelectric_hybrid,热释电混合,curated_transfer_target_not_observed_source_fact,69,known_TG_precedent_positive_control
PRG_99097fe0f5e3,pyroelectric_tg_positive_control,TT_e3322bd7d654,material_system,any_tg,通用 TG 红氧体系,curated_transfer_target_not_observed_source_fact,69,known_TG_precedent_positive_control
PRG_99097fe0f5e3,pyroelectric_tg_positive_control,TT_f259af16d2c7,bottleneck,pyroelectric_tg_positive_control,TG 对稳态温差有效，但对快速温度波动的瞬态响应未必最优。,curated_transfer_target_not_observed_source_fact,69,known_TG_precedent_positive_control
PRG_99097fe0f5e3,pyroelectric_tg_positive_control,TT_2994b77e7897,proposed_design,PRG_99097fe0f5e3,把热释电层与 TG 热/电串联：温变瞬间由热释电输出，稳态温差由 TG 输出。,curated_transfer_target_not_observed_source_fact,69,known_TG_precedent_positive_control
