mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,title,abstract
iTE:P0342:n2,P0342,iTE,n2,complexation,interaction,,iTE:P0342:claim_block,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",exact_unique_in_quote,665,677,"[[665, 677]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,"The design of high-performance n-type ionic thermoelectric cells (i-TE cells) tailored for harvesting low-grade thermal energy presents significant challenges. In this study, an n-type i-TE cell exhibiting substantial negative thermopower and a high output energy density is developed by leveraging the synergistic interplay between thermal diffusion within an ionic hydrogel electrolyte and redox reactions at the electrode interface. Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation. Additionally, NiCo(CO3)(OH)(2), a material known for its high hydrophilicity, is utilized as the anode to facilitate rapid ion and electron transfer at the electrode interface. The integration of optimized thermal diffusion within polycationic electrolytes with electrode interface-enhanced ion/electron transport mechanisms significantly improves the sustained output performance and thermoelectric conversion efficiency of the i-TE cell. Notably, the thermopower (Seebeck coefficient) of this n-type i-TE cell achieves a value of -26.04 mV K-1, and its 2 h output energy density reached 1301.61 J m(-2) under a temperature difference (Delta T) of 15 K. These findings offer a novel design paradigm for high-performance n-type i-TE cell."
iTE:P0342:n3,P0342,iTE,n3,thermal diffusion,mechanism,,iTE:P0342:claim_block,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",exact_unique_in_quote,597,614,"[[597, 614]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Advanced N-Type Ionic Thermoelectric Cells Featuring Bidirectional Cationic Anchoring Strategy and REDOX Electrode,"The design of high-performance n-type ionic thermoelectric cells (i-TE cells) tailored for harvesting low-grade thermal energy presents significant challenges. In this study, an n-type i-TE cell exhibiting substantial negative thermopower and a high output energy density is developed by leveraging the synergistic interplay between thermal diffusion within an ionic hydrogel electrolyte and redox reactions at the electrode interface. Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation. Additionally, NiCo(CO3)(OH)(2), a material known for its high hydrophilicity, is utilized as the anode to facilitate rapid ion and electron transfer at the electrode interface. The integration of optimized thermal diffusion within polycationic electrolytes with electrode interface-enhanced ion/electron transport mechanisms significantly improves the sustained output performance and thermoelectric conversion efficiency of the i-TE cell. Notably, the thermopower (Seebeck coefficient) of this n-type i-TE cell achieves a value of -26.04 mV K-1, and its 2 h output energy density reached 1301.61 J m(-2) under a temperature difference (Delta T) of 15 K. These findings offer a novel design paradigm for high-performance n-type i-TE cell."
iTE:P0343:n1,P0343,iTE,n1,high concentrations of OH- ions,material_strategy,,iTE:P0343:claim_block,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",exact_unique_in_quote,243,274,"[[243, 274]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,"The porous structure of Portland cement enables free ion diffusion. This study thoroughly explores its ionic thermoelectric properties, electrochemical energy storage performance, and the underlying mechanisms. When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior. As ion leaching time increases, the material changes from n-type to p-type. Optimization of pore structure in cement-based composites significantly enhances their ionic thermoelectric performance, with the engineered material demonstrating a Seebeck coefficient of 1.57 mV K- 1 and a power factor of 0.525 mu W m-1 K-2, both of which are higher than those of previously reported cementitious materials. Moreover, the interconnected porous structure provides sufficient super-macropores and highways for ion storage and transportation. The solid-state symmetric cement-based supercapacitor shows high energy density of 32.9 mu Wh cm- 2 and areal capacitance of 237.5 mF cm- 2, which can realize stable energy supply for thermal hygrometer. Modifying the pore structure of cement leads to a dual enhancement in its ionic thermoelectric performance and electrochemical energy storage. This work overcomes the conventional limitation of single structural functionality in building materials, providing a universal blueprint for developing net-zero energy building systems."
iTE:P0343:n2,P0343,iTE,n2,these ions migrate toward the colder region under temperature gradients,mechanism,,iTE:P0343:claim_block,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",exact_unique_in_quote,276,347,"[[276, 347]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,"The porous structure of Portland cement enables free ion diffusion. This study thoroughly explores its ionic thermoelectric properties, electrochemical energy storage performance, and the underlying mechanisms. When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior. As ion leaching time increases, the material changes from n-type to p-type. Optimization of pore structure in cement-based composites significantly enhances their ionic thermoelectric performance, with the engineered material demonstrating a Seebeck coefficient of 1.57 mV K- 1 and a power factor of 0.525 mu W m-1 K-2, both of which are higher than those of previously reported cementitious materials. Moreover, the interconnected porous structure provides sufficient super-macropores and highways for ion storage and transportation. The solid-state symmetric cement-based supercapacitor shows high energy density of 32.9 mu Wh cm- 2 and areal capacitance of 237.5 mF cm- 2, which can realize stable energy supply for thermal hygrometer. Modifying the pore structure of cement leads to a dual enhancement in its ionic thermoelectric performance and electrochemical energy storage. This work overcomes the conventional limitation of single structural functionality in building materials, providing a universal blueprint for developing net-zero energy building systems."
iTE:P0343:n3,P0343,iTE,n3,n-type thermoelectric behavior,performance,,iTE:P0343:claim_block,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",exact_unique_in_quote,385,415,"[[385, 415]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Insight into the ionic thermoelectric effect and electrochemical energy storage of Portland cement,"The porous structure of Portland cement enables free ion diffusion. This study thoroughly explores its ionic thermoelectric properties, electrochemical energy storage performance, and the underlying mechanisms. When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior. As ion leaching time increases, the material changes from n-type to p-type. Optimization of pore structure in cement-based composites significantly enhances their ionic thermoelectric performance, with the engineered material demonstrating a Seebeck coefficient of 1.57 mV K- 1 and a power factor of 0.525 mu W m-1 K-2, both of which are higher than those of previously reported cementitious materials. Moreover, the interconnected porous structure provides sufficient super-macropores and highways for ion storage and transportation. The solid-state symmetric cement-based supercapacitor shows high energy density of 32.9 mu Wh cm- 2 and areal capacitance of 237.5 mF cm- 2, which can realize stable energy supply for thermal hygrometer. Modifying the pore structure of cement leads to a dual enhancement in its ionic thermoelectric performance and electrochemical energy storage. This work overcomes the conventional limitation of single structural functionality in building materials, providing a universal blueprint for developing net-zero energy building systems."
iTE:P0344:n1,P0344,iTE,n1,ordered ions,material_strategy,,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",exact_unique_in_quote,864,876,"[[864, 876]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,"Ionic thermoelectric hydrogels (i-TEHs) hold great promise for low-grade thermal energy harvesting and self-powered sensing, but their applications are limited by the trade-off between ionic conductivity and the Seebeck coefficient. A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors. I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion. Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods. The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method. The i-TEH-based self-powered sensor exhibits a gauge factor of 2.09 within the strain range of 150-200 % and fast response/recovery time (102/129 ms). The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition. The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy."
iTE:P0344:n2,P0344,iTE,n2,Manning counterion condensation effect,mechanism,,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",exact_unique_in_quote,881,919,"[[881, 919]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,"Ionic thermoelectric hydrogels (i-TEHs) hold great promise for low-grade thermal energy harvesting and self-powered sensing, but their applications are limited by the trade-off between ionic conductivity and the Seebeck coefficient. A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors. I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion. Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods. The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method. The i-TEH-based self-powered sensor exhibits a gauge factor of 2.09 within the strain range of 150-200 % and fast response/recovery time (102/129 ms). The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition. The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy."
iTE:P0344:n3,P0344,iTE,n3,selective ion migration,mechanism,,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",exact_unique_in_quote,977,1000,"[[977, 1000]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,"Ionic thermoelectric hydrogels (i-TEHs) hold great promise for low-grade thermal energy harvesting and self-powered sensing, but their applications are limited by the trade-off between ionic conductivity and the Seebeck coefficient. A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors. I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion. Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods. The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method. The i-TEH-based self-powered sensor exhibits a gauge factor of 2.09 within the strain range of 150-200 % and fast response/recovery time (102/129 ms). The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition. The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy."
iTE:P0344:n4,P0344,iTE,n4,Seebeck coefficient,performance,,iTE:P0344:claim_block,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",exact_unique_in_quote,1040,1059,"[[1040, 1059]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,"Ionic thermoelectric hydrogels (i-TEHs) hold great promise for low-grade thermal energy harvesting and self-powered sensing, but their applications are limited by the trade-off between ionic conductivity and the Seebeck coefficient. A method combining electrohydrodynamic (EHD) printing technology and cyclic freeze-thaw processes was proposed to fabricate a polyvinyl alcohol/sodium carboxymethyl cellulose/sodium bis(trifluoromethylsulfonyl) imide (PVA/CMC-Na/NaTFSI) i-TEH for self-powered wearable sensors. I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion. Ions in i-TEHs were uniformly distributed by EHD printing process, resulting in an ionic conductivity of 34.27 mS cm(-1), which is a 53.5 % increase compared to the traditional methods. The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method. The i-TEH-based self-powered sensor exhibits a gauge factor of 2.09 within the strain range of 150-200 % and fast response/recovery time (102/129 ms). The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition. The synergistic effect of ordered ion arrangement induced by EHD printing and Manning counterion condensation effect provides a feasible strategy for improving the TE performance of i-TEHs, which opens up a new approach for the preparation of self-powered flexible wearable electronic devices based on human body thermal energy."
iTE:P0345:n1,P0345,iTE,n1,modifying the cement with PVA hydrogel,material_strategy,,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",exact_unique_in_quote,530,568,"[[530, 568]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric performance of cement and its modifications,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence."
iTE:P0345:n2,P0345,iTE,n2,capillary porosity,physical_consequence,,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",exact_unique_in_quote,579,597,"[[579, 597]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric performance of cement and its modifications,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence."
iTE:P0345:n3,P0345,iTE,n3,Seebeck coefficient,performance,,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",exact_unique_in_quote,619,638,"[[619, 638]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric performance of cement and its modifications,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence."
iTE:P0345:n4,P0345,iTE,n4,overall strength,performance,,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",exact_unique_in_quote,640,656,"[[640, 656]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric performance of cement and its modifications,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence."
iTE:P0345:n5,P0345,iTE,n5,capacitance,performance,,iTE:P0345:claim_block,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",exact_unique_in_quote,662,673,"[[662, 673]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric performance of cement and its modifications,"Ionic thermoelectric materials integrated into the concrete members of buildings have potential to generate electric energy utilizing thermal gradients. This paper investigates the effects of nickel foam (NF)-carbon nanotube (CNT) electrodes and the polyvinyl alcohol (PVA) hydrogel on the thermoelectric performance of hardened cement and evaluates the use of PVA as a charge carrier between the CNT electrodes and cement. The porosity of the cement samples was studied using micro-computed tomography. The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance. The increase of porosity observed to decrease the thermoelectric power. Pure cement samples without any modifications produced significant values up to 28 mV/K for the Seebeck coefficient, which can be explained by the diffusion of water inside the CNT nanochannels and its flow in cement microcracks and capillaries. These values pave the way for energy-efficient housing with increased grid independence."
iTE:P0346:n1,P0346,iTE,n1,Fmoc-FF,material_strategy,,iTE:P0346:claim_block,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",exact_unique_in_quote,786,793,"[[786, 793]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents","The growing demand for biodegradable conductive composites is driven by the need to mitigate electronic waste and advance bioelectronics for healthcare applications. Self-assembled peptide composites, particularly diphenylalanine (FF) derivatives, represent a promising class of materials for such electronics due to their inherent biodegradability and ease of hybridization with functional materials. However, the integration of ionic species with these peptides is often limited by the disruption of non-covalent interactions between FF derivatives. In this study, we developed biodegradable, ionic thermoelectric composites by co-assembling Fmoc-FF with deep eutectic solvents (DESs) composed of choline chloride (ChCl) and ethylene glycol (EG). Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network. The Fmoc-FF eutectogels exhibited an ionic conductivity of up to 47.5 mS center dot cm-1 and a Seebeck coefficient of 7.39 mV center dot K-1, making them suitable for heat harvesting. Additionally, they were entirely degraded within 48 h under proteolytic conditions, confirming their biodegradability. The eutectogels also displayed self-healing and shear-thinning behaviors, highlighting compatibility with additive manufacturing techniques for device integration."
iTE:P0346:n2,P0346,iTE,n2,pi-pi interactions between Fmoc groups,interaction,,iTE:P0346:claim_block,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",exact_unique_in_quote,821,859,"[[821, 859]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents","The growing demand for biodegradable conductive composites is driven by the need to mitigate electronic waste and advance bioelectronics for healthcare applications. Self-assembled peptide composites, particularly diphenylalanine (FF) derivatives, represent a promising class of materials for such electronics due to their inherent biodegradability and ease of hybridization with functional materials. However, the integration of ionic species with these peptides is often limited by the disruption of non-covalent interactions between FF derivatives. In this study, we developed biodegradable, ionic thermoelectric composites by co-assembling Fmoc-FF with deep eutectic solvents (DESs) composed of choline chloride (ChCl) and ethylene glycol (EG). Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network. The Fmoc-FF eutectogels exhibited an ionic conductivity of up to 47.5 mS center dot cm-1 and a Seebeck coefficient of 7.39 mV center dot K-1, making them suitable for heat harvesting. Additionally, they were entirely degraded within 48 h under proteolytic conditions, confirming their biodegradability. The eutectogels also displayed self-healing and shear-thinning behaviors, highlighting compatibility with additive manufacturing techniques for device integration."
iTE:P0346:n3,P0346,iTE,n3,highly porous colloidal network,physical_consequence,,iTE:P0346:claim_block,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",exact_unique_in_quote,876,907,"[[876, 907]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,"Biodegradable, ionic thermoelectric composites via self-assembly of dipeptides and deep eutectic solvents","The growing demand for biodegradable conductive composites is driven by the need to mitigate electronic waste and advance bioelectronics for healthcare applications. Self-assembled peptide composites, particularly diphenylalanine (FF) derivatives, represent a promising class of materials for such electronics due to their inherent biodegradability and ease of hybridization with functional materials. However, the integration of ionic species with these peptides is often limited by the disruption of non-covalent interactions between FF derivatives. In this study, we developed biodegradable, ionic thermoelectric composites by co-assembling Fmoc-FF with deep eutectic solvents (DESs) composed of choline chloride (ChCl) and ethylene glycol (EG). Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network. The Fmoc-FF eutectogels exhibited an ionic conductivity of up to 47.5 mS center dot cm-1 and a Seebeck coefficient of 7.39 mV center dot K-1, making them suitable for heat harvesting. Additionally, they were entirely degraded within 48 h under proteolytic conditions, confirming their biodegradability. The eutectogels also displayed self-healing and shear-thinning behaviors, highlighting compatibility with additive manufacturing techniques for device integration."
iTE:P0347:n1,P0347,iTE,n1,reconstructed lignocellulose ion channels,material_strategy,,iTE:P0347:claim_block,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",exact_unique_in_quote,772,813,"[[772, 813]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,"Efficient ionic thermoelectric (i-TE) conversion relies on maximizing the thermal diffusion asymmetry between cations and anions. However, sustainable strategies for directing cation-selective thermodiffusion through structural engineering remain largely underexplored. Here, we report an all-wood ionic gel (RW i-TE) that achieves superior thermopower enabled by a lignocellulose channel reconstruction strategy within the wood cell wall. Partial dissolution and regeneration of delignified wood, followed by reintroduction of sodium lignosulfonate (Na:lignin) under hydrogen bond-disrupting conditions (NaOH and urea), enables molecular-level integration between dissociated cellulose and Na:lignin, while simultaneously inhibiting microfibril reassembly. The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient. As a result, the optimized RW i-TE achieves a high thermopower (Si) of +39.1 mV K- 1 and an ionic figure of merit (zTi) of 1.68 at 50 % relative humidity, delivering an energy density of 68.75 J m- 2 over 2 h of discharging under a 5 K temperature gradient in generator mode. Moreover, this strategy is compatible with various woody and gramineous biomass sources, offering a renewable alternative to polymer-ionic liquid gels by enabling structureinduced ion confinement within regenerated lignocellulose matrices."
iTE:P0347:n2,P0347,iTE,n2,surface negative charges,physical_consequence,,iTE:P0347:claim_block,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",exact_unique_in_quote,829,853,"[[829, 853]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,"Efficient ionic thermoelectric (i-TE) conversion relies on maximizing the thermal diffusion asymmetry between cations and anions. However, sustainable strategies for directing cation-selective thermodiffusion through structural engineering remain largely underexplored. Here, we report an all-wood ionic gel (RW i-TE) that achieves superior thermopower enabled by a lignocellulose channel reconstruction strategy within the wood cell wall. Partial dissolution and regeneration of delignified wood, followed by reintroduction of sodium lignosulfonate (Na:lignin) under hydrogen bond-disrupting conditions (NaOH and urea), enables molecular-level integration between dissociated cellulose and Na:lignin, while simultaneously inhibiting microfibril reassembly. The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient. As a result, the optimized RW i-TE achieves a high thermopower (Si) of +39.1 mV K- 1 and an ionic figure of merit (zTi) of 1.68 at 50 % relative humidity, delivering an energy density of 68.75 J m- 2 over 2 h of discharging under a 5 K temperature gradient in generator mode. Moreover, this strategy is compatible with various woody and gramineous biomass sources, offering a renewable alternative to polymer-ionic liquid gels by enabling structureinduced ion confinement within regenerated lignocellulose matrices."
