relation_id,domain,paper_id,subject,predicate,object,assertion_type,model_assessment,model_reason,quote,source_limitations,proposal_status,human_decision,human_reason
iTE:P0338:r001,iTE,P0338,enriching oxygen-containing functional groups,joint strategy supports,long-term service and reusability,author_claim,qualification_needed,两种操作联合支持耐久性，须通过联合因素记录保留，不把两条边当成各自独立验证的效应。,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 两策略联合报告，二元边不代表已经验证各自独立贡献。没有给出完整离子迁移机制。",model_proposed_pending_human,,
iTE:P0338:r002,iTE,P0338,constructing oriented ionic transport nanochannels,joint strategy supports,long-term service and reusability,author_claim,qualification_needed,两种操作联合支持耐久性，须通过联合因素记录保留，不把两条边当成各自独立验证的效应。,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 两策略联合报告，二元边不代表已经验证各自独立贡献。没有给出完整离子迁移机制。",model_proposed_pending_human,,
iTE:P0339:r001,iTE,P0339,volume phase transition (VPT),can generate,ion entropy difference,author_claim,qualification_needed,can generate 的模态及 ion entropy difference 的未定定义应保留；下游边不应变成无条件物理定律。,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",model_proposed_pending_human,,
iTE:P0339:r002,iTE,P0339,ion entropy difference,enhances,redox reaction efficiency,author_claim,qualification_needed,can generate 的模态及 ion entropy difference 的未定定义应保留；下游边不应变成无条件物理定律。,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",model_proposed_pending_human,,
iTE:P0339:r003,iTE,P0339,ion entropy difference,enhances,ionic thermodiffusion rate,author_claim,qualification_needed,can generate 的模态及 ion entropy difference 的未定定义应保留；下游边不应变成无条件物理定律。,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ion entropy difference 不能自动归成 reaction entropy 或 Eastman entropy。",model_proposed_pending_human,,
iTE:P0340:r001,iTE,P0340,hollow-heterostructure,supports strong,light absorption,author_claim,qualification_needed,原句对空心结构、强吸收和光热效率作作者归因，未独立隔离各因素；限定为光热过程。,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 这是光热环节，不据此补离子／氧化还原微观机制。",model_proposed_pending_human,,
iTE:P0340:r002,iTE,P0340,light absorption,contributes to,photothermal conversion efficiency,author_claim,qualification_needed,原句对空心结构、强吸收和光热效率作作者归因，未独立隔离各因素；限定为光热过程。,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 这是光热环节，不据此补离子／氧化还原微观机制。",model_proposed_pending_human,,
iTE:P0341:r001,iTE,P0341,hydrogen bonding,contributes jointly to,elastic tensile and self-healing properties,author_claim,qualification_needed,氢键与离子偶极作用共同解释机械及自愈性能，不把两条边视作独立效应或热电增强证据。,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键在这句支撑机械／自愈性能，不连到 Seebeck。",model_proposed_pending_human,,
iTE:P0341:r002,iTE,P0341,ion-dipole interactions,contributes jointly to,elastic tensile and self-healing properties,author_claim,qualification_needed,氢键与离子偶极作用共同解释机械及自愈性能，不把两条边视作独立效应或热电增强证据。,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键在这句支撑机械／自愈性能，不连到 Seebeck。",model_proposed_pending_human,,
iTE:P0342:r001,iTE,P0342,incorporating crown ether,used for,complexation,author_claim,supported_as_reported,引入冠醚用于络合并增强热扩散由原文支持；未指定络合离子，不补充对象。,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未在此指定冠醚络合对象；不按题名补成某个阳离子被固定。",model_proposed_pending_human,,
iTE:P0342:r002,iTE,P0342,incorporating crown ether,enhances via complexation,thermal diffusion,author_claim,supported_as_reported,引入冠醚用于络合并增强热扩散由原文支持；未指定络合离子，不补充对象。,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未在此指定冠醚络合对象；不按题名补成某个阳离子被固定。",model_proposed_pending_human,,
iTE:P0343:r001,iTE,P0343,high concentrations of OH- ions,condition for reported,these ions migrate toward the colder region under temperature gradients,author_claim,qualification_needed,必须保留高 OH- 浓度、温度梯度及朝冷端迁移；条件边不解释成浓度本身就是普遍因果机制。,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 OH-、冷端和温度梯度；有条件的报道不作为普遍规律。",model_proposed_pending_human,,
iTE:P0343:r002,iTE,P0343,these ions migrate toward the colder region under temperature gradients,imparts,n-type thermoelectric behavior,author_claim,qualification_needed,必须保留高 OH- 浓度、温度梯度及朝冷端迁移；条件边不解释成浓度本身就是普遍因果机制。,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留 OH-、冷端和温度梯度；有条件的报道不作为普遍规律。",model_proposed_pending_human,,
iTE:P0344:r001,iTE,P0344,ordered ions,synergistically improves,selective ion migration,author_claim,qualification_needed,离子有序和 Manning 凝聚协同增强迁移；Seebeck 的参考温度和温差须随主张保留，不能拆成独立贡献。,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",model_proposed_pending_human,,
iTE:P0344:r002,iTE,P0344,Manning counterion condensation effect,synergistically improves,selective ion migration,author_claim,qualification_needed,离子有序和 Manning 凝聚协同增强迁移；Seebeck 的参考温度和温差须随主张保留，不能拆成独立贡献。,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",model_proposed_pending_human,,
iTE:P0344:r003,iTE,P0344,selective ion migration,contributes to reported high,Seebeck coefficient,author_claim,qualification_needed,离子有序和 Manning 凝聚协同增强迁移；Seebeck 的参考温度和温差须随主张保留，不能拆成独立贡献。,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 凝聚与选择性迁移是原因／后果，不能合并成同义词。",model_proposed_pending_human,,
iTE:P0345:r001,iTE,P0345,modifying the cement with PVA hydrogel,increases,capillary porosity,author_claim,supported_as_reported,原文明确报告 PVA 改性提高孔隙率而降低三个性能量，四条边的变化方向应保留。,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",model_proposed_pending_human,,
iTE:P0345:r002,iTE,P0345,modifying the cement with PVA hydrogel,reduces,Seebeck coefficient,author_claim,supported_as_reported,原文明确报告 PVA 改性提高孔隙率而降低三个性能量，四条边的变化方向应保留。,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",model_proposed_pending_human,,
iTE:P0345:r003,iTE,P0345,modifying the cement with PVA hydrogel,reduces,overall strength,author_claim,supported_as_reported,原文明确报告 PVA 改性提高孔隙率而降低三个性能量，四条边的变化方向应保留。,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",model_proposed_pending_human,,
iTE:P0345:r004,iTE,P0345,modifying the cement with PVA hydrogel,reduces,capacitance,author_claim,supported_as_reported,原文明确报告 PVA 改性提高孔隙率而降低三个性能量，四条边的变化方向应保留。,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 降低性能的结果也保留；未把 PVA 普遍标为增强策略。",model_proposed_pending_human,,
iTE:P0346:r001,iTE,P0346,Fmoc-FF,assembles through,pi-pi interactions between Fmoc groups,author_claim,supported_as_reported,作者以光谱证据描述 Fmoc-FF 经 pi-pi 作用形成多孔网络；没有补到未引述的性能边。,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 网络形成机制有证据，但不自动连到后一句 Seebeck 数值。",model_proposed_pending_human,,
iTE:P0346:r002,iTE,P0346,pi-pi interactions between Fmoc groups,results in,highly porous colloidal network,author_claim,supported_as_reported,作者以光谱证据描述 Fmoc-FF 经 pi-pi 作用形成多孔网络；没有补到未引述的性能边。,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 网络形成机制有证据，但不自动连到后一句 Seebeck 数值。",model_proposed_pending_human,,
iTE:P0347:r001,iTE,P0347,reconstructed lignocellulose ion channels,enriched with,surface negative charges,author_claim,supported_as_reported,通道含负电荷和固定阴离子并促进选择性阳离子迁移；enriched/contains 属结构属性关系，不是三条同质因果边。,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",model_proposed_pending_human,,
iTE:P0347:r002,iTE,P0347,reconstructed lignocellulose ion channels,contains,spatially confined fixed anions,author_claim,supported_as_reported,通道含负电荷和固定阴离子并促进选择性阳离子迁移；enriched/contains 属结构属性关系，不是三条同质因果边。,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",model_proposed_pending_human,,
iTE:P0347:r003,iTE,P0347,reconstructed lignocellulose ion channels,promotes,selective cation migration driven by a temperature gradient,author_claim,supported_as_reported,通道含负电荷和固定阴离子并促进选择性阳离子迁移；enriched/contains 属结构属性关系，不是三条同质因果边。,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 不把选择性阳离子迁移与阴离子固定合并；固定阴离子是该通道的特征。",model_proposed_pending_human,,
iTE:P0348:r001,iTE,P0348,cross-linking and amine functionalization,enables,transformation of lignin-based hydrogels from p-type to n-type materials,author_claim,qualification_needed,交联与胺功能化作为联合操作支持极性转换，未在该句解释完整微观机制。,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要没有明确给出固定电荷／选择性传输微观解释，不补。",model_proposed_pending_human,,
iTE:P0349:r001,iTE,P0349,Formamide,disrupts,hydrogen bond network between water molecules,author_claim,supported_as_reported,原文报告甲酰胺破坏水氢键网络、形成深共熔溶剂并支持低温运行；保持水对象和低温条件。,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键破坏与氢键增强不可在无方向信息时混为一种作用。",model_proposed_pending_human,,
iTE:P0349:r002,iTE,P0349,Formamide,forms by disrupting water hydrogen bonding,forming a deep eutectic solvent,author_claim,representation_review,客体为 forming a deep eutectic solvent，已含形成动作；应在后续表示中避免谓词和过程节点重复，但不重写本轮证据。,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键破坏与氢键增强不可在无方向信息时混为一种作用。",model_proposed_pending_human,,
iTE:P0349:r003,iTE,P0349,forming a deep eutectic solvent,enables,operate near cryo temperatures,author_claim,supported_as_reported,原文报告甲酰胺破坏水氢键网络、形成深共熔溶剂并支持低温运行；保持水对象和低温条件。,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 氢键破坏与氢键增强不可在无方向信息时混为一种作用。",model_proposed_pending_human,,
iTE:P0350:r001,iTE,P0350,ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI),intended to improve,ionic mobility,author_claim,qualification_needed,to improve / to enhance 是目的或提出机制的表述，完整摘要亦称机制被 proposed；不能把两个组分的组合变成单组分已证实效应。,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留原文目的性表述；未单独证明迁移率变化与热扩散差异的贡献。diffusion 不直接改为 thermodiffusion。",model_proposed_pending_human,,
iTE:P0350:r002,iTE,P0350,ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI),intended to enhance,diffusion difference between cations and anions,author_claim,qualification_needed,to improve / to enhance 是目的或提出机制的表述，完整摘要亦称机制被 proposed；不能把两个组分的组合变成单组分已证实效应。,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留原文目的性表述；未单独证明迁移率变化与热扩散差异的贡献。diffusion 不直接改为 thermodiffusion。",model_proposed_pending_human,,
iTE:P0351:r001,iTE,P0351,combining two asymmetric gels into a double sandwich structure,results in,high thermoelectric performance,author_claim,supported_as_reported,结构设计与高热电性能的直接作者陈述成立于该句；性能未定义为单个量，不补中间机制。,"Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 结构—性能直接陈述；不猜测其熵或界面机理。",model_proposed_pending_human,,
iTE:P0352:r001,iTE,P0352,"lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte",exhibits,ionic conductivity,author_claim,supported_as_reported,exhibits 为体系拥有测量性能的关系，应保留 6 M KOH 体系条件，不标成微观因果链。,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 该摘要没有明确微观机制；不能把有性能数值当成有机制链。",model_proposed_pending_human,,
iTE:P0352:r002,iTE,P0352,"lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte",exhibits,Seebeck coefficient,author_claim,supported_as_reported,exhibits 为体系拥有测量性能的关系，应保留 6 M KOH 体系条件，不标成微观因果链。,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 该摘要没有明确微观机制；不能把有性能数值当成有机制链。",model_proposed_pending_human,,
iTE:P0353:r001,iTE,P0353,ion-electronic friction,enables,thermally diffused ions to convey electrons,author_claim,supported_as_reported,作者分别描述摩擦传递电子、回路维持离子输运和持续输运保证发电；保留时间连续性限定。,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 离子—电子耦合机制单独保留，不强归入普通离子选择性传输。",model_proposed_pending_human,,
iTE:P0353:r002,iTE,P0353,ionic circuit,sustains,persistent ionic transport,author_claim,supported_as_reported,作者分别描述摩擦传递电子、回路维持离子输运和持续输运保证发电；保留时间连续性限定。,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 离子—电子耦合机制单独保留，不强归入普通离子选择性传输。",model_proposed_pending_human,,
iTE:P0353:r003,iTE,P0353,persistent ionic transport,ensures,continuous power generation,author_claim,supported_as_reported,作者分别描述摩擦传递电子、回路维持离子输运和持续输运保证发电；保留时间连续性限定。,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 离子—电子耦合机制单独保留，不强归入普通离子选择性传输。",model_proposed_pending_human,,
TG:P0003:r001,TG,P0003,increase in Fe2+/3+ concentration,leads to,decrease in electron transfer resistance,author_claim,supported_as_reported,浓度增加、电阻降低、ISC 增加的原文方向一致；不替换电阻为离子导电率。,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 电子转移电阻降低不等于离子导电率增加，不能合并。",model_proposed_pending_human,,
TG:P0003:r002,TG,P0003,decrease in electron transfer resistance,results in,ISC value increase,author_claim,supported_as_reported,浓度增加、电阻降低、ISC 增加的原文方向一致；不替换电阻为离子导电率。,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 电子转移电阻降低不等于离子导电率增加，不能合并。",model_proposed_pending_human,,
TG:P0143:r001,TG,P0143,applying pressure,increases,thermopower,author_claim,supported_as_reported,原文给出加压后的 thermopower 增加；没有据此猜测微观机制。,"In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 压力增效有报道，但压力怎样改变微观机制未在此摘要说明。",model_proposed_pending_human,,
TG:P0146:r001,TG,P0146,interaction between multications and anions,improves,entropy change of redox reaction,author_claim,qualification_needed,多离子作用改善三个物理量属于作者主张；反应熵的 improve 与对象条件应保留，不与另一体系的耦合无条件等同。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",model_proposed_pending_human,,
