class_id,group_index,pair_id,left_mention_id,right_mention_id,dsh_relation,dsh_reason,judge_equivalence_decision,judge_risk_disposition,judge_reason,judge_hierarchy_direction,source_locator
iTE:P1958:n2,0,pair:01ec997fce30c5f5e7ef,iTE:P0337:n4,iTE:P0461:n2,narrower_than,right 只写作 thermopower，left 明确限定为离子型热电势，前者范围更广，left 是 right 的具体子类。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:01ec997fce30c5f5e7ef
iTE:P1958:n2,0,pair:da590859c1b4b6112dca,iTE:P0344:n4,iTE:P0350:n5,broader_than,"right 带限定词""ionic""，是离子贡献的 Seebeck 系数这一更具体概念，left 为不加限定的上位量。",accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:da590859c1b4b6112dca
iTE:P1958:n2,0,pair:4cec3cb3a563796bc18f,iTE:P0344:n4,iTE:P0399:n2,broader_than,左侧为未限定载流子类型的通用 Seebeck 系数，右侧明确限定为 ionic Seebeck coefficients（离子热扩散贡献），后者是前者的一个受限子类。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:4cec3cb3a563796bc18f
iTE:P1958:n2,0,pair:7d39c9734bfeeedf3e30,iTE:P0344:n4,iTE:P0677:n2,broader_than,右侧明确限定为离子型塞贝克系数 Si（含正负号、pH 可调），是左侧泛指「Seebeck coefficient」的更具体种类，故左宽右窄。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:7d39c9734bfeeedf3e30
iTE:P1958:n2,0,pair:e8f1c5c9fe643a660102,iTE:P0344:n4,iTE:P0941:n2,broader_than,左侧为未限定的 Seebeck 系数本身，右侧是被“high”限定的子类（high Seebeck coefficients IS-A Seebeck coefficient），故左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 高电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:e8f1c5c9fe643a660102
iTE:P1958:n2,0,pair:95297581f6e9e80509c4,iTE:P0344:n4,iTE:P1544:n3,broader_than,left 是泛指 Seebeck 系数这一性能量，right 是加了“large”幅值限定的更具体情形（right IS-A left），两者并非同一概念表达。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 高电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:95297581f6e9e80509c4
iTE:P1958:n2,0,pair:5d201b012ba24499d9cb,iTE:P0344:n4,iTE:P1958:n2,broader_than,left 是一般 Seebeck 系数，right 明确限定为 large 幅值的 Seebeck 系数，是更具体的概念，故 left broader_than right。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 高电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:5d201b012ba24499d9cb
iTE:P1958:n2,0,pair:eb53f7f298703bd6d020,iTE:P0345:n3,iTE:P0369:n3,broader_than,ionic Seebeck coefficient 是限于离子导电机制的更具体 Seebeck 系数，right IS-A left，故 left 更宽泛。,uncertain,unresolved_do_not_merge,需要确认水流/电极反应/磁贡献或载流分量的系数定义；现有摘要不足以证明与另一节点范围一致。；P1472器件级系数尚缺归一化和单位核实。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:eb53f7f298703bd6d020
iTE:P1958:n2,0,pair:9f8b8aee76ce67f4be7e,iTE:P0345:n3,iTE:P0735:n2,broader_than,左侧为泛指 Seebeck 系数，右侧特指离子贡献的离子 Seebeck 系数，是其受限定的具体类型。,uncertain,unresolved_do_not_merge,需要确认水流/电极反应/磁贡献或载流分量的系数定义；现有摘要不足以证明与另一节点范围一致。；P1472器件级系数尚缺归一化和单位核实。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:9f8b8aee76ce67f4be7e
iTE:P1958:n2,0,pair:432888537adf1eebbff6,iTE:P0345:n3,iTE:P1958:n2,broader_than,left 泛指 Seebeck coefficient，right 限定为 large 的 Seebeck coefficient，right 是 left 的更具体种类。,uncertain,unresolved_do_not_merge,需要确认水流/电极反应/磁贡献或载流分量的系数定义；现有摘要不足以证明与另一节点范围一致。；P1472器件级系数尚缺归一化和单位核实。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:432888537adf1eebbff6
iTE:P1958:n2,0,pair:a56fea8ca0bd560f33e5,iTE:P0350:n5,iTE:P0364:n4,narrower_than,"left 带""ionic""限定，是 right 所表达的一般 Seebeck 系数的受限具体形式。",accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:a56fea8ca0bd560f33e5
iTE:P1958:n2,0,pair:c026f8020218c8912145,iTE:P0350:n5,iTE:P0379:n3,narrower_than,left 明确限定为离子（ionic）Seebeck 系数，right 仅为未限定的 Seebeck coefficient，left 是受限定后的更具体概念（left IS-A right）。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:c026f8020218c8912145
iTE:P1958:n2,0,pair:87256d3cb86ad07e0b21,iTE:P0350:n5,iTE:P0833:n2,narrower_than,左侧被限定为离子热扩散贡献的 ionic Seebeck coefficient，是右侧一般 Seebeck coefficient S（CuI 的温差电势系数）的更具体种类，机制与限定条件不同，不构成同义。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:87256d3cb86ad07e0b21
iTE:P1958:n2,0,pair:50375a4908017d8af763,iTE:P0352:n3,iTE:P0399:n2,broader_than,left 只写通用的 Seebeck coefficient，right 明确限定为 ionic Seebeck coefficients（离子热电体系中的那一类），后者是前者的具体限定种类，故 left 更宽泛。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:50375a4908017d8af763
iTE:P1958:n2,0,pair:bdcd656b67063f9dab20,iTE:P0352:n3,iTE:P0677:n2,broader_than,left 为泛称 Seebeck coefficient，right 明确限定为 ionic Seebeck coefficient (Si)，后者是前者的离子型子类，故 left 更宽泛。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:bdcd656b67063f9dab20
iTE:P1958:n2,0,pair:b64719de71426893b607,iTE:P0352:n3,iTE:P1958:n2,broader_than,"右侧被 ""large"" 限定为高数值的 Seebeck 系数，是左侧一般 Seebeck 系数的受限子概念（IS-A），故左侧更宽泛。",reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 高电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:b64719de71426893b607
iTE:P1958:n2,0,pair:f5d674ead3f54b194256,iTE:P0362:n4,iTE:P0436:n3,broader_than,左侧是泛指的热电势 thermopower，右侧是带“large”“ionic”限定的离子热电势，属前者之下的具体限定概念。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为离子热扩散热电势系数 / 大离子热电势系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:f5d674ead3f54b194256
iTE:P1958:n2,0,pair:1ce824e9a97c727e5086,iTE:P0364:n4,iTE:P0399:n2,broader_than,左侧仅为泛指的 Seebeck 系数 (S)，未限定载流子类型；右侧明确限定为离子 Seebeck 系数，是更具体的子类。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:1ce824e9a97c727e5086
iTE:P1958:n2,0,pair:430442da0c8c19fb6b69,iTE:P0379:n3,iTE:P0399:n2,broader_than,左侧为未限定的总称“Seebeck coefficient”，右侧由“ionic”限定为离子热扩散贡献的 Seebeck 系数，属更具体的子类概念，故左宽右窄。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:430442da0c8c19fb6b69
iTE:P1958:n2,0,pair:c27039835ef40677171e,iTE:P0379:n3,iTE:P0408:n5,broader_than,左侧为无限定词的“Seebeck coefficient”，可涵盖电子/离子贡献；右侧明确限定为离子体系的 Seebeck 系数，是其更具体的种类，构成 IS-A 上下位。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子热扩散热电势系数。130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:c27039835ef40677171e
