sample_index,relation_id,domain,paper_id,baseline_status,strict_correct,reason,evidence_modality,analysis_scope,joint_factor_requirement,repair_instruction,judge_model,judge_reasoning_effort,final_analysis_scope,post_repair_status,inclusion_probability,inverse_probability_weight,stratum,judge_evidence_valid,judge_direction_valid,judge_assertion_valid_before,judge_conditions_and_representation_valid_before,human_label,human_review_required,final_subject,final_predicate,final_object
10,iTE:P0741:r001,iTE,P0741,supported,True,geopolymer热电行为的离子起源为作者归因，未虚构详细微观机理。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,geopolymer-based concrete,thermoelectric behavior attributed to,ionic origin
11,iTE:P1252:r001,iTE,P1252,qualify,False,Mg增加削弱多数键的计算结果，需保留计算来源。,computational_prediction,intrinsic_material_mechanism,,增加第一性原理计算限定。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,False,False,,False,increasing content of Mg,weakens,Majority of the bonds
12,iTE:P1341:r001,iTE,P1341,supported,True,非谐与无序作为联合主语，特定Cu主导准粒子而非全部声子崩溃，范围准确。,experiment_and_computation,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,anharmonicity and disorder,causes breakdown,specific phonon quasiparticles dominated by the Cu ions
13,iTE:P1891:r001,iTE,P1891,supported,True,化学差异抗反位形成作为设计依据，以hypothesis保守保留。,as_reported,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.05263157894736842,19.0,hypothesis|2016_2021|simple_1or2_nodes,True,True,True,True,,False,Chemical dissimilarity among the II and I/IV atoms,motivates as design rationale,barrier to antisite formation
14,iTE:P0658:r001,iTE,P0658,supported,True,否定的是单靠层向简单预测弹性各向异性，并非否定关联。,as_reported,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.16666666666666666,6.0,negated|2016_2021|simple_1or2_nodes,True,True,True,True,,False,layering direction,not a simple predictor,elastic anisotropy
15,iTE:P1821:r001,iTE,P1821,supported,True,两种材料与两个直隙值按respectively对应，并标calculated。,computational_prediction,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,Cs2KTlI6 and Cs2RbTlI6,calculated respectively to possess,直接带隙
16,iTE:P1581:r002,iTE,P1581,supported,True,否定点缺陷散射占主导，并未否定存在散射，符合Umklapp仍占主导的原句。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.25,4.0,negated|2022_onward|complex_3plus_nodes,True,True,True,True,,False,点缺陷声子散射,not dominant contrary to expectation,dominant phonon scattering pathway
17,iTE:P1862:r001,iTE,P1862,qualify,False,谓词写明共同因素，但须机器可读绑定外场、矢量电荷转移和梯度能带三个因素。,as_reported,other_adjacent_domain,external electric field + vector charge transfer + gradient energy band,登记联合因素组，禁止单因素独立支持解释。,gpt-6-astra,high,other_adjacent_domain,applied_and_rechecked,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,False,False,,False,external electric field + vector charge transfer + gradient energy band,supports jointly with external field and vector charge transfer,excellent hydrogen production activities
18,iTE:P0656:r001,iTE,P0656,supported,True,是否发生界面电化学决定增强持续时间，没有假定单调增强方向。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,electrochemistry occurs at the PEDOT:PSS/electrode interface,whether it occurs controls,duration of the ionic Seebeck enhancement
19,iTE:P0851:r001,iTE,P0851,supported,True,bisulfate作为热扩散阴离子载流子是材料功能关系，作者原文明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,biocompatible bisulfate,used as in mixed conductor,thermally diffusive anion carrier
20,iTE:P1274:r001,iTE,P1274,supported,True,光致热电场驱动颗粒紧密组装，原文直接支持。,as_reported,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,optically induced thermoelectric field,drives,formation of tightly assembled nanoparticles
21,iTE:P0463:r002,iTE,P0463,supported,True,受限微区短程热扩散产生串联累积的局部热电压，结构与条件明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,short-range thermodiffusion within the confined micro-domains,generates,local thermovoltage that accumulates in series
22,iTE:P1492:r002,iTE,P1492,supported,True,载流子浓度升高导致电导增加，Pb掺杂上下文可定位。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,电子载流子数浓度,increases,电子电导率
23,iTE:P1276:r001,iTE,P1276,qualify,False,需要记录计算模态以及群速度/本征结构各向异性联合因素。,computational_prediction,intrinsic_material_mechanism,anisotropic phonon group velocity + intrinsic structure anisotropy,增加计算限定及联合因素组。,gpt-6-astra,high,intrinsic_material_mechanism,resolved_by_reference_repair,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,False,False,,False,anisotropic phonon group velocity + intrinsic structure anisotropy,causes anisotropy with structure anisotropy,晶格热导率
24,iTE:P1653:r002,iTE,P1653,qualify,False,较弱Sr-O键与较大过剩体积共同解释界面热导低，单边不可独立解读。,as_reported,intrinsic_material_mechanism,higher excess volume + weaker Sr-O bonds,联合因素绑定并保留SrO-rich对TiO2-rich边界比较。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,higher excess volume + weaker Sr-O bonds,jointly lowers,晶界局部热导率
25,iTE:P0510:r002,iTE,P0510,supported,True,热扩散与Seebeck两效应完整放入联合主语，连续产电是作者结论。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,thermodiffusion and Seebeck effects,facilitates,连续发电
26,iTE:P1526:r001,iTE,P1526,qualify,False,these complexes须跨句解析为混合八面体-四面体[TS4]Cu6配合物。,experiment_and_computation,intrinsic_material_mechanism,,主语展开为interactions between mixed octahedral-tetrahedral [TS4]Cu6 complexes；附前一句证据。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,False,False,,False,interactions between mixed octahedral-tetrahedral [TS4]Cu6 complexes,accounts for,电子输运性质
27,iTE:P1763:r001,iTE,P1763,supported,True,所有Ni含量均被抑制，未误称浓度单调关系；4K<T<35K条件保留于证据。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,Ni contents,suppresses across studied contents,电子隧穿
28,iTE:P0366:r002,iTE,P0366,supported,True,大气湿度增加时电导上升，水合上下文支持association。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.07142857142857142,14.0,association|2022_onward|complex_3plus_nodes,True,True,True,True,,False,环境湿度,positively associated with,离子电导率
29,iTE:P0931:r001,iTE,P0931,qualify,False,alpha在局部引文未定义，全文定义为electrochemical Seebeck coefficient，需显式展开。,as_reported,intrinsic_material_mechanism,,宾语展开为electrochemical Seebeck coefficient alpha；保留OH−/H2O alternatives和作者解释。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,False,False,,False,OH- and/or H2O coordination to Fe3+,author interprets enhancement through,electrochemical Seebeck coefficient alpha
30,iTE:P0884:r001,iTE,P0884,supported,True,正Seebeck与阳离子冷到热迁移是作者符号约定，谓词as reported已避免改写成普适方向。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,movement of cations from the cold to hot region,accounts for as reported,正离子Seebeck系数
31,iTE:P1721:r001,iTE,P1721,supported,True,Ca交联增强BC气凝胶力学稳健性，相比pristine基线明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,mechanical_environmental_stability,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Ca2+-mediated ionic cross-linking,enhances,mechanical robustness
32,iTE:P1846:r001,iTE,P1846,supported,True,退火后电导出现属于观测关联，未声称温度单调增加。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.0425531914893617,23.5,association|through_2015|simple_1or2_nodes,True,True,True,True,,False,annealed at different temperatures up to 500 K,associated with,appearance of electrical conductivity
33,iTE:P0403:r001,iTE,P0403,supported,True,材料可具有高热电压的属性陈述，不外推数值或机制。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,ionogels made of ionic liquids and SiO2 nanoparticles,can exhibit,高热电压
34,iTE:P1658:r002,iTE,P1658,supported,True,Sr/Zn取代引起无序压低总热导，保留total而非擅改lattice。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Atomic disordering,suppresses,材料总体热导率
35,iTE:P1859:r001,iTE,P1859,supported,True,文献最大值限定为作者当时open literature和carbon-based集合；不用于当前排名。,as_reported,reported_performance_context,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,CVD-grown Se-carbon films,reported to exhibit,largest thermoelectric power reported in the open literature among carbon-based compounds
36,iTE:P0411:r002,iTE,P0411,supported,True,超过140°C退火引起网络形成及离子到电子主导转变，方向与阈值保留。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,construction of conductive networks,causes on annealing above 140 degrees C,transition from ionic to electronic TEMs
37,iTE:P0523:r001,iTE,P0523,supported,True,SA-Ca交联同时增强阻燃和强度，联合结果完整。,as_reported,application_sensing,,,gpt-6-astra,high,application_sensing,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,SA-Ca2+ crosslinking,enhances,flame retardancy and mechanical strength
38,iTE:P0958:r001,iTE,P0958,supported,True,保守influences保留声子域散射影响拖曳效应，全文支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,domain-scattering mechanism of phonons,influences,声子拖曳效应
39,iTE:P0670:r001,iTE,P0670,qualify,False,光聚合须与氢键网络共同固定阳离子，jointly文字不足以绑定两因素。,as_reported,intrinsic_material_mechanism,photo-polymerization + hydrogen-bonding networks,联合因素绑定。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,photo-polymerization + hydrogen-bonding networks,jointly enables,immobilizes imidazolium cations
40,iTE:P0359:r002,iTE,P0359,supported,True,凝胶结构提供加速离子输运通道；该中间关系有直接支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,integrated hydrogel structure,provides accelerated pathways,离子输运
41,iTE:P1366:r001,iTE,P1366,qualify,False,温度升高热导下降的关联正确，缺少第一性原理/Boltzmann计算模态。,computational_prediction,intrinsic_material_mechanism,,加入计算来源限定。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.0425531914893617,23.5,association|2022_onward|simple_1or2_nodes,True,True,False,False,,False,external temperature,decreases with increasing temperature,晶格热导率
42,iTE:P1062:r001,iTE,P1062,supported,True,Ti/Zr质量与尺寸差异散射主导降热导，以suggest/hypothesis保留推测强度。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.02857142857142857,35.0,hypothesis|through_2015|simple_1or2_nodes,True,True,True,True,,False,Ti/Zr mass and size difference phonon scattering,dominant suggested reduction mechanism,材料总体热导率
43,iTE:P0386:r002,iTE,P0386,qualify,False,温差驱动的i-TE须与NERD协同，独立温差到双性能边需要联合约束。,as_reported,device_engineering,i-TE conversion + NERD,联合因素绑定；温差作为i-TE驱动条件。,gpt-6-astra,high,device_thermal_management,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,i-TE conversion + NERD,enhances through synergy with NERD,power density and efficiency
44,iTE:P1346:r001,iTE,P1346,supported,True,mobile hopping引起密度涨落，谓词in model明确理论范围。,computational_prediction,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,mobile ion hopping,causes in model,number density fluctuation
45,iTE:P0739:r002,iTE,P0739,supported,True,锂盐在产物中充当导电组分，功能关系被原句直接支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Lithium salts,acts as,conductive elements
46,iTE:P0378:r002,iTE,P0378,qualify,False,原文是通过侧链位置有效控制离子运动来改善PF，不是无条件离子运动就改善。,as_reported,intrinsic_material_mechanism,,主语改为effective control of free-ion movement by zwitterionic side-chain moiety positions。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,effective control of free-ion movement by zwitterionic side-chain moiety positions,improves,离子功率因子
47,iTE:P0528:r002,iTE,P0528,supported,True,固定表面电荷密度增加促进温度梯度下输运，方向与条件均有支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,fixed surface charge density,increase enables efficient transport,ion transport under a thermal gradient
48,iTE:P0376:r002,iTE,P0376,supported,True,graphene桥结构could改善交换电流密度，假说强度保留。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.047619047619047616,21.0,hypothesis|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Graphene forming a structure like a bridge,could improve,交换电流密度
49,iTE:P1471:r002,iTE,P1471,supported,True,结构对称性提高时同载流子浓度范围内迁移率相近，未错写为提高。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,improved structural symmetry,retains comparable,similar carrier mobility
50,iTE:P1074:r001,iTE,P1074,supported,True,2DEG性能高于bulkZnO是明确比较。,experiment_and_computation,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04,25.0,association|2016_2021|simple_1or2_nodes,True,True,True,True,,False,2DEG region,higher than bulk ZnO,电子热电整体性能
51,iTE:P1377:r001,iTE,P1377,supported,True,较大阴离子引入降低有序无序转变温度，原文材料范围可追溯。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,incorporation of larger anions,decreases,超离子相变温度
52,iTE:P0527:r001,iTE,P0527,supported,True,apoplast阴离子热扩散导致热电响应，叶片条件可定位。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,anion thermodiffusion through the apoplast,causes,离子热电响应
53,iTE:P0640:r001,iTE,P0640,supported,True,定向纳米通道离子流用于热电转换，功能表述准确。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,directed ionic flow through the biomimetic smart nanochannels,enables,thermoelectric conversion system
54,iTE:P1014:r001,iTE,P1014,supported,True,抑制Se蒸气允许化学计量精确控制，原文owing to支持。,as_reported,synthesis_processing,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,suppress the Se vapor,enables,precise control over the stoichiometry
55,iTE:P0430:r001,iTE,P0430,supported,True,MXene促进结合水到中间水的转化，水状态与材料明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,MXene nanosheets,facilitates,transformation of bound water to intermediate water
56,iTE:P0952:r001,iTE,P0952,qualify,False,联合主语完整，但第一性原理晶格动力学/Boltzmann计算需显式标注。,computational_prediction,intrinsic_material_mechanism,,增加计算证据模态。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,False,False,,False,strong lattice anharmonicity and low acoustic-phonon group velocity,jointly produces,intrinsic low thermal conductivity
57,iTE:P1601:r001,iTE,P1601,supported,True,对离子性质控制颗粒热扩散正负方向，未推断哪个离子对应哪个方向。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,nature of the counter-ions,controls,direction of thermodiffusion
58,iTE:P1006:r001,iTE,P1006,supported,True,半金属性是计算表征，谓词calculated明确。,computational_prediction,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,MgEu2X4 (X = S and Se),calculated to exhibit,半金属性half-metallicity
59,iTE:P0380:r003,iTE,P0380,supported,True,离子热扩散电场下电子/空穴漂移形成外电路电流，条件在证据句完整。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Electrons/holes can drift,converts ionic current to,electrical current that can pass through the external circuit
60,iTE:P0904:r001,iTE,P0904,qualify,False,半径差产生应变场为模型结果，需要模型来源限定。,computational_prediction,intrinsic_material_mechanism,,补充model calculations限定。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.0375,26.666666666666668,author_claim|through_2015|complex_3plus_nodes,True,True,False,False,,False,difference in ionic radii,causes,离子半径失配应变场声子散射
61,iTE:P0433:r001,iTE,P0433,supported,True,复合相变材料减少间歇温度波动，15min周期及比较数据可追溯。,as_reported,thermal_management,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,composite phase-change material,decreases in intermittent operation,peak-to-peak temperature fluctuation
62,iTE:P1680:r002,iTE,P1680,qualify,False,n载流子优化与新增Cu离子传导联合解释掺杂效果，推测模态正确但联合绑定缺失。,as_reported,intrinsic_material_mechanism,additional Cu ion conduction + optimization of n-type carrier density,添加联合因素组，保持hypothesis。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.125,8.0,hypothesis|2016_2021|complex_3plus_nodes,True,True,False,False,,False,additional Cu ion conduction + optimization of n-type carrier density,optimization suggested joint origin,unusual Cu doping effect
63,iTE:P1553:r002,iTE,P1553,supported,True,金属与聚合物结合导致Cl通道形成，为明确作者机制。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,metal binding with polymers,results in,formation of Cl- channels
64,iTE:P1897:r001,iTE,P1897,supported,True,probably not保留不确定的否定判断，没有删去少见跃迁仍存在这一事实。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.2,5.0,negated|2022_onward|simple_1or2_nodes,True,True,True,True,,False,jumps are infrequent,probably not its origin,低热导率
65,iTE:P0896:r002,iTE,P0896,supported,True,annealed填料对应n型，未与pristine对应p型混淆。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,annealed SrTiO3 nanoparticles,addition leads to,电子n型导电
66,iTE:P0503:r001,iTE,P0503,supported,True,压电产生内场增强离子热电势，PE定义已从摘要核实。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,PE-induced internal electric field,enhances,离子热扩散热电势系数
67,iTE:P1499:r002,iTE,P1499,supported,True,阴离子有序稳定HT结构，this指前句有序，指代可解析。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,anion ordering,leads to,stabilization of the HT structure
68,iTE:P0596:r004,iTE,P0596,qualify,False,多尺度结构与键软化共同降晶格热导，单独拆边需联合约束。,as_reported,intrinsic_material_mechanism,bond softening + multiscale hierarchical structures,绑定共同因素。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,bond softening + multiscale hierarchical structures,jointly reduces,晶格热导率
69,iTE:P1500:r003,iTE,P1500,qualify,False,高掺杂与高结构有序共同改善电导，不能删掉结构有序条件。,as_reported,intrinsic_material_mechanism,high doping level + high structural order,绑定共同因素。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,high doping level + high structural order,jointly improves,电子电导率
