claim_record_id,origin_relation_id,domain,paper_id,subject_concept_id,predicate,object_concept_id,assertion_type,evidence_modality,quote,analysis_scope,review_status,active_reviewed_claim,main_analysis_eligible,joint_factor_group,joint_factors_text,conditions_evidence,condition_encoding,reference_links,limitation_note,source_abstract_sha256
iTE:P0338:r001,iTE:P0338:r001,iTE,P0338,concept:v2:iTE:ac8e6ad46e609cb1853e,joint strategy supports,concept:v2:iTE:68f6f59587445a10683c,author_claim,not_reclassified,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.",source_quote_preserved_not_fully_structured,[],,9eda9c5a6bad169ef09462c7f051ed12691db6ecb8a4634ab1153dd97ab8e2d5
iTE:P0338:r002,iTE:P0338:r002,iTE,P0338,concept:v2:iTE:1d24d70f1319181e8fd2,joint strategy supports,concept:v2:iTE:68f6f59587445a10683c,author_claim,not_reclassified,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"In this work, by enriching oxygen-containing functional groups in the gel network and constructing oriented ionic transport nanochannels, an innovative approach is presented to reach long-term service and reusability for i-TEs without sacrificing their TE properties.",source_quote_preserved_not_fully_structured,[],,9eda9c5a6bad169ef09462c7f051ed12691db6ecb8a4634ab1153dd97ab8e2d5
iTE:P0339:r001,iTE:P0339:r001,iTE,P0339,concept:v2:iTE:9b1c372e88a74e50d8f3,can generate,concept:v2:iTE:531c3ff6280e33c4c275,author_claim,not_reclassified,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",source_quote_preserved_not_fully_structured,[],,dc864a685e84aaa2edaa522330d5537ccca4e277ec361472c3cf51d1004f4975
iTE:P0339:r002,iTE:P0339:r002,iTE,P0339,concept:v2:iTE:531c3ff6280e33c4c275,enhances,concept:v2:iTE:706fd12fe77e40078153,author_claim,not_reclassified,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",source_quote_preserved_not_fully_structured,[],,dc864a685e84aaa2edaa522330d5537ccca4e277ec361472c3cf51d1004f4975
iTE:P0339:r003,iTE:P0339:r003,iTE,P0339,concept:v2:iTE:531c3ff6280e33c4c275,enhances,concept:v2:iTE:05d7739eb958a84c0cb9,author_claim,not_reclassified,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The volume phase transition (VPT) of PNA i-TE cell can generate a substantial ion entropy difference, thereby enhancing both the redox reaction efficiency and ionic thermodiffusion rate.",source_quote_preserved_not_fully_structured,[],,dc864a685e84aaa2edaa522330d5537ccca4e277ec361472c3cf51d1004f4975
iTE:P0340:r001,iTE:P0340:r001,iTE,P0340,concept:v2:iTE:afadc59a8270aa609b3a,supports strong,concept:v2:iTE:5c1d07beb393802da06d,author_claim,not_reclassified,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.",source_quote_preserved_not_fully_structured,[],,2116ff959906a16eac6b35a0d398c3e5114949e80bbfc03b425382cd56e50869
iTE:P0340:r002,iTE:P0340:r002,iTE,P0340,concept:v2:iTE:5c1d07beb393802da06d,contributes to,concept:v2:iTE:42345329ca517a93eede,author_claim,not_reclassified,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Owing to the hollow-heterostructure for the strong light absorption, MoS2/Carbon hollow nanoflower-based fabrics demonstrated a photothermal conversion efficiency of 39.6%.",source_quote_preserved_not_fully_structured,[],,2116ff959906a16eac6b35a0d398c3e5114949e80bbfc03b425382cd56e50869
iTE:P0341:r001,iTE:P0341:r001,iTE,P0341,concept:v2:iTE:c1f45191195138f91786,contributes jointly to,concept:v2:iTE:6dfc33d9b6b808b870fa,author_claim,not_reclassified,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",source_quote_preserved_not_fully_structured,[],,89e5043ac19f736356205342e2a4c0413f66abbc37f83652b18d90f5c010d1b1
iTE:P0341:r002,iTE:P0341:r002,iTE,P0341,concept:v2:iTE:31ada61297e67bed8ca8,contributes jointly to,concept:v2:iTE:6dfc33d9b6b808b870fa,author_claim,not_reclassified,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Furthermore, the ionogels exhibit excellent elastic tensile and self-healing properties, even after multiple cut/heal and stretch/release cycles, due to abundant noncovalent interactions, including hydrogen bonding and ion-dipole interactions.",source_quote_preserved_not_fully_structured,[],,89e5043ac19f736356205342e2a4c0413f66abbc37f83652b18d90f5c010d1b1
iTE:P0342:r001,iTE:P0342:r001,iTE,P0342,concept:v2:iTE:149ddd27a9236bab1618,used for,concept:v2:iTE:12a85d6163e1e3b25ca1,author_claim,not_reclassified,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",source_quote_preserved_not_fully_structured,[],,9d28f6a20e422100d82b3a582352e77ab5ace1687cb998daf4ceb275b9939bd1
iTE:P0342:r002,iTE:P0342:r002,iTE,P0342,concept:v2:iTE:149ddd27a9236bab1618,enhances via complexation,concept:v2:iTE:3d210a8c3b00d895382e,author_claim,not_reclassified,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Specifically, a gel network featuring dual positive groups is synthesized by cross-linking quaternized chitosan and guanidine molecules via glutaraldehyde, with thermal diffusion further enhanced by incorporating crown ether for complexation.",source_quote_preserved_not_fully_structured,[],,9d28f6a20e422100d82b3a582352e77ab5ace1687cb998daf4ceb275b9939bd1
iTE:P0343:r001,iTE:P0343:r001,iTE,P0343,concept:v2:iTE:dbd3e64018fb543201d7,condition for reported,concept:v2:iTE:6fc75b8bb55f627027fd,author_claim,not_reclassified,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",source_quote_preserved_not_fully_structured,[],,ad21e8684ef5e91f24e0553df4ff6066c20abbc684607784e8aaae7e8d477d3a
iTE:P0343:r002,iTE:P0343:r002,iTE,P0343,concept:v2:iTE:6fc75b8bb55f627027fd,imparts,concept:v2:iTE:a1eeb083cef4f21057f9,author_claim,not_reclassified,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",source_quote_preserved_not_fully_structured,[],,ad21e8684ef5e91f24e0553df4ff6066c20abbc684607784e8aaae7e8d477d3a
iTE:P0344:r001,iTE:P0344:r001,iTE,P0344,concept:v2:iTE:2420838244fbe6b769f2,synergistically improves,concept:v2:iTE:4101053ea4b3dbc8e492,author_claim,not_reclassified,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",source_quote_preserved_not_fully_structured,[],,77435a5f0b3cc6ad7938e7d8a689dbc1e58c3f3119f908de9155c1446058c8eb
iTE:P0344:r002,iTE:P0344:r002,iTE,P0344,concept:v2:iTE:b7da5a067a3eb5937ee0,synergistically improves,concept:v2:iTE:4101053ea4b3dbc8e492,author_claim,not_reclassified,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",source_quote_preserved_not_fully_structured,[],,77435a5f0b3cc6ad7938e7d8a689dbc1e58c3f3119f908de9155c1446058c8eb
iTE:P0344:r003,iTE:P0344:r003,iTE,P0344,concept:v2:iTE:4101053ea4b3dbc8e492,contributes to reported high,concept:v2:iTE:a5a8952bd5cf6d9878a4,author_claim,not_reclassified,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",source_quote_preserved_not_fully_structured,[],,77435a5f0b3cc6ad7938e7d8a689dbc1e58c3f3119f908de9155c1446058c8eb
iTE:P0345:r001,iTE:P0345:r001,iTE,P0345,concept:v2:iTE:3de586e7d1edea864e0c,increases,concept:v2:iTE:715983e71b1ab236091e,author_claim,not_reclassified,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",source_quote_preserved_not_fully_structured,[],,14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36
iTE:P0345:r002,iTE:P0345:r002,iTE,P0345,concept:v2:iTE:3de586e7d1edea864e0c,reduces,concept:v2:iTE:de3de1e8fe8e4b10790c,author_claim,not_reclassified,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",source_quote_preserved_not_fully_structured,[],,14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36
iTE:P0345:r003,iTE:P0345:r003,iTE,P0345,concept:v2:iTE:3de586e7d1edea864e0c,reduces,concept:v2:iTE:1939d51c3db6136dae59,author_claim,not_reclassified,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",source_quote_preserved_not_fully_structured,[],,14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36
iTE:P0345:r004,iTE:P0345:r004,iTE,P0345,concept:v2:iTE:3de586e7d1edea864e0c,reduces,concept:v2:iTE:848d339b9bf5521b652f,author_claim,not_reclassified,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",source_quote_preserved_not_fully_structured,[],,14ec9417a3136c4ceb752f1af842584c900ba302515c4f4c56f5c487e563ff36
iTE:P0346:r001,iTE:P0346:r001,iTE,P0346,concept:v2:iTE:b24987bf6e700754ea17,assembles through,concept:v2:iTE:b1cb517ddcded07a19e1,author_claim,not_reclassified,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",source_quote_preserved_not_fully_structured,[],,4c16f96bb76002b1b45d2d53f27bcd168f800d4c688a987642648af22e66608d
iTE:P0346:r002,iTE:P0346:r002,iTE,P0346,concept:v2:iTE:b1cb517ddcded07a19e1,results in,concept:v2:iTE:46275bf7b2dc26c8a625,author_claim,not_reclassified,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",source_quote_preserved_not_fully_structured,[],,4c16f96bb76002b1b45d2d53f27bcd168f800d4c688a987642648af22e66608d
iTE:P0347:r001,iTE:P0347:r001,iTE,P0347,concept:v2:iTE:beee6107781e4ca70589,enriched with,concept:v2:iTE:23f6df6245263b7e0587,author_claim,not_reclassified,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",source_quote_preserved_not_fully_structured,[],,725b746abf45e68da7254fd6db23ff6a2bfe7ac6c6388701676b8e230c05d68f
iTE:P0347:r002,iTE:P0347:r002,iTE,P0347,concept:v2:iTE:beee6107781e4ca70589,contains,concept:v2:iTE:7481dd8065ef757d1188,author_claim,not_reclassified,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",source_quote_preserved_not_fully_structured,[],,725b746abf45e68da7254fd6db23ff6a2bfe7ac6c6388701676b8e230c05d68f
iTE:P0347:r003,iTE:P0347:r003,iTE,P0347,concept:v2:iTE:beee6107781e4ca70589,promotes,concept:v2:iTE:654da19bc5e61f329338,author_claim,not_reclassified,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",source_quote_preserved_not_fully_structured,[],,725b746abf45e68da7254fd6db23ff6a2bfe7ac6c6388701676b8e230c05d68f
iTE:P0348:r001,iTE:P0348:r001,iTE,P0348,concept:v2:iTE:76e018247d2c942acd98,enables,concept:v2:iTE:eba5ec684eda74935938,author_claim,not_reclassified,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,source_quote_preserved_not_fully_structured,[],,a69872fd8e4c7cd255937411cfabee962f00ae4f4b1b8fc0d781e02689c26fe1
iTE:P0349:r001,iTE:P0349:r001,iTE,P0349,concept:v2:iTE:085305af8e22a51b51e6,disrupts,concept:v2:iTE:49f85deb576a041ee6aa,author_claim,not_reclassified,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",source_quote_preserved_not_fully_structured,[],,b62a7f9d1d8b9e2903de8c894087b8606b7e9e52ce9cf2162756c49ad40e3753
iTE:P0349:r002,iTE:P0349:r002,iTE,P0349,concept:v2:iTE:085305af8e22a51b51e6,forms by disrupting water hydrogen bonding,concept:v2:iTE:ec44f369f9fa46edf50a,author_claim,not_reclassified,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",source_quote_preserved_not_fully_structured,[],,b62a7f9d1d8b9e2903de8c894087b8606b7e9e52ce9cf2162756c49ad40e3753
